asof_date,ticker,trailing_eps_dart,trailing_eps_scrape,consensus_eps_scrape,naver_sector,source_primary,forward_eps_auto,eps_growth_auto_pct
2026-04-28,020150,-3191.990340828267,-3065.0,-818.0,전자장비와기기,DART,-818.0,
2026-04-28,020560,-1419.9696119841055,-1374.0,,항공사,DART,-1561.9665731825162,10.0
2026-04-28,021240,8725.908395396493,8558.0,9702.0,가정용기기와용품,DART,9702.0,
2026-04-28,022100,346.1308198931311,343.0,,IT서비스,DART,380.7439018824442,10.0
2026-04-28,023160,2532.717922304976,2410.0,2054.0,기계,DART,2054.0,
2026-04-28,023410,-316.7263316281956,-132.0,,건축자재,DART,-348.3989647910152,10.0
2026-04-28,023530,2600.169485189433,1822.0,9616.0,백화점과일반상점,DART,9616.0,
2026-04-28,023590,26705.72355943469,11260.0,,증권,DART,29376.29591537816,10.0
2026-04-28,023760,318.5000031811456,319.0,,기타금융,DART,350.3500034992602,10.0
2026-04-28,024110,3409.5558041145014,3400.0,3499.0,은행,DART|DAILY_DISC,3499.0,
2026-04-28,024850,-213.83190144529908,-231.0,,반도체와반도체장비,DART,-235.215091589829,10.0
2026-04-28,025320,77.71876216401493,80.0,,핸드셋,DART,85.49063838041643,10.0
2026-04-28,025540,10494.880672268908,10383.0,,자동차부품,DART,11544.3687394958,10.0
2026-04-28,025770,976.7076250462987,978.0,,IT서비스,DART,1074.378387550929,10.0
2026-04-28,025860,541.9961683487677,587.0,,화학,DART,596.1957851836445,10.0
2026-04-28,025900,-1105.4299272004023,-905.0,,건축자재,DART,-1215.9729199204426,10.0
2026-04-28,025980,-391.0018168879885,-434.0,,"호텔,레스토랑,레저",DART,-430.1019985767874,10.0
2026-04-28,026890,356.43601815578535,361.0,,창업투자,DART,392.0796199713639,10.0
2026-04-28,026960,1469.0440861584757,1453.0,,식품,DART,1615.9484947743233,10.0
2026-04-28,027360,68.66347466778889,69.0,,창업투자,DART,75.52982213456778,10.0
2026-04-28,027410,589.4039993045734,618.0,,화학,DART,648.3443992350308,10.0
2026-04-28,028050,3307.693569505102,3150.0,3544.0,건설,DART|DAILY_DISC,3544.0,
2026-04-28,028260,24090.01117695868,14165.0,15388.0,복합기업,DART,15388.0,
2026-04-28,028300,-1768.2770862102916,-1677.0,,건강관리장비와용품,DART,-1945.104794831321,10.0
2026-04-28,028670,563.8312571780187,564.0,678.0,해운사,DART,678.0,
2026-04-28,029460,3919.13736649628,3305.0,,반도체와반도체장비,DART,4311.051103145908,10.0
2026-04-28,029530,2065.599573228113,1991.0,,사무용전자제품,DART,2272.1595305509245,10.0
2026-04-28,029780,5575.083572999158,5575.0,5697.0,카드,DART|DAILY_DISC,5697.0,
2026-04-28,030000,1813.371840338105,1804.0,1989.0,광고,DART|DAILY_DISC,1989.0,
2026-04-28,030190,1325.2974399390462,1299.0,,상업서비스와공급품,DART,1457.827183932951,10.0
2026-04-28,030200,7288.142685023315,6869.0,5829.0,다각화된통신서비스,DART,5829.0,
2026-04-28,030520,1016.4595808375803,1422.0,,소프트웨어,DART|DAILY_DISC,1118.1055389213386,10.0
2026-04-28,030530,652.8789639775799,355.0,,반도체와반도체장비,DART,718.1668603753379,10.0
2026-04-28,030610,1254.0110817232978,1254.0,,증권,DART|DAILY_DISC,1379.4121898956278,10.0
2026-04-28,031210,3844.2397252781298,3844.0,,손해보험,DART,4228.663697805943,10.0
2026-04-28,031330,758.33047861251,758.0,,전자장비와기기,DART,834.1635264737611,10.0
2026-04-28,031430,117.74988149545533,121.0,1074.0,"섬유,의류,신발,호화품",DART,1074.0,
2026-04-28,031980,4252.075763522558,4252.0,4859.0,반도체와반도체장비,DART,4859.0,
2026-04-28,032190,31323.3151437859,5713.0,,증권,DART,34455.64665816449,10.0
2026-04-28,032350,346.68499759187875,356.0,1065.0,"호텔,레스토랑,레저",DART,1065.0,
2026-04-28,032500,-651.524399344982,-672.0,,통신장비,DART,-716.6768392794803,10.0
2026-04-28,032640,1184.7194213141197,1208.0,1712.0,무선통신서비스,DART,1712.0,
2026-04-28,032820,-23.99035962686787,5.0,,우주항공과국방,DART,-26.38939558955466,10.0
2026-04-28,032830,12257.575,11514.0,12321.0,생명보험,DART,12321.0,
2026-04-28,033100,3655.269824781576,3655.0,,전기장비,DART,4020.796807259734,10.0
2026-04-28,033160,588.177879271442,60.0,,반도체와반도체장비,DART,646.9956671985861,10.0
2026-04-28,033240,2181.4326902471416,2150.0,,통신장비,DART,2399.575959271856,10.0
2026-04-28,033500,1863.4268085016704,1863.0,2461.0,화학,DART,2461.0,
2026-04-28,033640,874.2202627827277,719.0,,반도체와반도체장비,DART,961.6422890610004,10.0
2026-04-28,033780,9612.384457183936,8973.0,11414.0,담배,DART,11414.0,
2026-04-28,033790,-86.01643352477092,-135.0,,전기제품,DART,-94.618076877248,10.0
2026-04-28,034020,320.2863634192387,132.0,512.0,기계,DART,512.0,
2026-04-28,034220,607.614,453.0,1442.0,디스플레이패널,DART|DAILY_DISC,1442.0,
2026-04-28,034230,1563.0187047669172,1026.0,1033.0,"호텔,레스토랑,레저",DART,1033.0,
2026-04-28,034310,2083.1976860451964,1015.0,,IT서비스,DART,2291.5174546497165,10.0
2026-04-28,034730,49036.04766294023,21863.0,43752.0,석유와가스,DART,43752.0,
2026-04-28,034830,76.94603899738614,83.0,,부동산,DART,84.64064289712476,10.0
2026-04-28,034950,6470.528156503867,5556.0,,상업서비스와공급품,DART,7117.580972154254,10.0
2026-04-28,035250,1487.295431187643,1487.0,1360.0,"호텔,레스토랑,레저",DART,1360.0,
2026-04-28,035420,11595.25484050195,12376.0,13899.0,양방향미디어와서비스,DART,13899.0,
2026-04-28,035600,2097.0631387674302,1732.0,,IT서비스,DART,2306.7694526441733,10.0
2026-04-28,035720,1169.206374540987,1110.0,1485.0,양방향미디어와서비스,DART,1485.0,
2026-04-28,035760,775.8476348882406,1345.0,3197.0,방송과엔터테인먼트,DART,3197.0,
2026-04-28,035810,1073.393331022285,414.0,,식품,DART,1180.7326641245138,10.0
2026-04-28,035890,524.790316019571,530.0,,건설,DART,577.2693476215281,10.0
2026-04-28,035900,4518.778927185856,4519.0,3685.0,방송과엔터테인먼트,DART,3685.0,
2026-04-28,036170,177.79225089303253,178.0,,디스플레이장비및부품,DART,195.5714759823358,10.0
2026-04-28,036200,292.3517659977884,293.0,,반도체와반도체장비,DART,321.58694259756726,10.0
2026-04-28,036460,1432.636790051239,1441.0,8295.0,가스유틸리티,DART,8295.0,
2026-04-28,036530,13473.50692534283,7969.0,,자동차부품,DART,14820.857617877116,10.0
2026-04-28,036540,-116.32593052561748,-116.0,,반도체와반도체장비,DART,-127.95852357817924,10.0
2026-04-28,036570,16126.123259064623,16023.0,17084.0,게임엔터테인먼트,DART,17084.0,
2026-04-28,036620,391.3346343546282,387.0,517.0,"섬유,의류,신발,호화품",DART,517.0,
2026-04-28,036810,-668.1659410264162,-556.0,,반도체와반도체장비,DART,-734.982535129058,10.0
2026-04-28,036830,24168.868325570533,23248.0,,전기제품,DART,26585.755158127587,10.0
2026-04-28,036890,1481.578137519078,1461.0,,기계,DART,1629.735951270986,10.0
2026-04-28,036930,767.912131508188,755.0,1740.0,반도체와반도체장비,DART|DAILY_DISC,1740.0,
2026-04-28,037460,7252.4396428794225,4636.0,,통신장비,DART,7977.683607167365,10.0
2026-04-28,038500,378.10375431123447,378.0,,건축자재,DART,415.91412974235794,10.0
2026-04-28,039030,4672.636037030574,4644.0,9034.0,반도체와반도체장비,DART,9034.0,
2026-04-28,039130,3104.705232405152,2036.0,3711.0,"호텔,레스토랑,레저",DART,3711.0,
2026-04-28,039200,1421.8366201253295,1368.0,,제약,DART,1564.0202821378623,10.0
2026-04-28,039440,994.2565380758824,974.0,,반도체와반도체장비,DART,1093.6821918834708,10.0
2026-04-28,039490,42537.27849952937,40504.0,55287.0,증권,DART|DAILY_DISC,55287.0,
2026-04-28,041190,1316.0070536071428,1316.0,,창업투자,DART,1447.607758967857,10.0
2026-04-28,041510,15696.395697080852,15126.0,6057.0,방송과엔터테인먼트,DART|DAILY_DISC,6057.0,
2026-04-28,041830,2224.452701611067,2266.0,,건강관리장비와용품,DART,2446.8979717721736,10.0
2026-04-28,041920,283.60217161607324,284.0,,건강관리장비와용품,DART,311.9623887776806,10.0
2026-04-28,041960,-108.65071266406667,-100.0,,제약,DART,-119.51578393047336,10.0
2026-04-28,042000,1610.647456811006,1611.0,,IT서비스,DART,1771.7122024921066,10.0
2026-04-28,042370,1629.306278257368,253.0,,전기제품,DART,1792.236906083105,10.0
2026-04-28,042520,-2249.091855430128,-2023.0,,건강관리장비와용품,DART,-2474.001040973141,10.0
2026-04-28,042660,4066.145810218727,4066.0,4475.0,조선,DART|DAILY_DISC,4475.0,
2026-04-28,042700,2245.3321653576354,2233.0,,반도체와반도체장비,DART,2469.865381893399,10.0
2026-04-28,043150,2631.159925478597,2701.0,3575.0,건강관리장비와용품,DART,3575.0,
2026-04-28,043260,1283.6949236919122,1341.0,,전기제품,DART,1412.0644160611037,10.0
2026-04-28,044490,270.6256578509701,271.0,,에너지장비및서비스,DART,297.6882236360671,10.0
2026-04-28,045100,2381.660580057143,2320.0,,반도체와반도체장비,DART,2619.826638062857,10.0
2026-04-28,045390,289.4915858367338,290.0,,IT서비스,DART,318.4407444204072,10.0
2026-04-28,046120,24.091722690394988,29.0,,에너지장비및서비스,DART,26.50089495943449,10.0
2026-04-28,046890,-1029.1724466687476,-882.0,,디스플레이장비및부품,DART,-1132.0896913356223,10.0
