ticker,is_loss_making,eps_growth_3y_pct,target_pe_bear,target_pe_base,target_pe_bull,manual_forward_eps,max_position_pct,sector_group
095340,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
108490,0.0,10.0,8.0,12.0,16.0,,3.0,기계
032820,0.0,10.0,8.0,12.0,16.0,,3.0,우주항공과국방
214150,0.0,10.0,8.0,12.0,16.0,,3.0,건강관리장비와용품
043260,0.0,10.0,8.0,12.0,16.0,,3.0,전기제품
403870,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
319400,0.0,10.0,8.0,12.0,16.0,,3.0,기계
226950,0.0,10.0,8.0,12.0,16.0,,3.0,생명과학도구및서비스
263750,0.0,10.0,8.0,12.0,16.0,,3.0,게임엔터테인먼트
347850,0.0,10.0,8.0,12.0,16.0,,3.0,생물공학
064760,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
357780,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
145020,0.0,10.0,8.0,12.0,16.0,,3.0,생물공학
0009K0,0.0,10.0,8.0,12.0,16.0,,3.0,생물공학
036930,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
214450,0.0,10.0,8.0,12.0,16.0,,3.0,건강관리장비와용품
083650,0.0,10.0,8.0,12.0,16.0,,3.0,에너지장비및서비스
084370,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
178320,0.0,10.0,8.0,12.0,16.0,,3.0,전기장비
440110,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
237690,0.0,10.0,8.0,12.0,16.0,,3.0,제약
257720,0.0,10.0,8.0,12.0,16.0,,3.0,인터넷과카탈로그소매
222800,0.0,10.0,8.0,12.0,16.0,,3.0,전자장비와기기
005290,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
140410,0.0,10.0,8.0,12.0,16.0,,3.0,식품
476830,0.0,10.0,8.0,12.0,16.0,,3.0,생물공학
068760,0.0,10.0,8.0,12.0,16.0,,3.0,제약
031980,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
082920,0.0,10.0,8.0,12.0,16.0,,3.0,전기제품
058610,0.0,10.0,8.0,12.0,16.0,,3.0,전기제품
218410,0.0,10.0,8.0,12.0,16.0,,3.0,통신장비
100790,0.0,10.0,8.0,12.0,16.0,,3.0,창업투자
319660,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
030530,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
010170,0.0,10.0,8.0,12.0,16.0,,3.0,통신장비
067310,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
347700,0.0,10.0,8.0,12.0,16.0,,3.0,우주항공과국방
098460,0.0,10.0,8.0,12.0,16.0,,3.0,전자장비와기기
035900,0.0,10.0,8.0,12.0,16.0,,3.0,방송과엔터테인먼트
101490,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
041510,0.0,10.0,8.0,12.0,16.0,,3.0,방송과엔터테인먼트
131970,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
039200,0.0,10.0,8.0,12.0,16.0,,3.0,제약
089030,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
078600,0.0,10.0,8.0,12.0,16.0,,3.0,전자장비와기기
099320,0.0,10.0,8.0,12.0,16.0,,3.0,우주항공과국방
140860,0.0,10.0,8.0,12.0,16.0,,3.0,전자장비와기기
475830,0.0,10.0,8.0,12.0,16.0,,3.0,제약
131290,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
458870,0.0,10.0,8.0,12.0,16.0,,3.0,건강관리기술
290650,0.0,10.0,8.0,12.0,16.0,,3.0,건강관리장비와용품
323280,0.0,10.0,8.0,12.0,16.0,,3.0,전자장비와기기
038500,0.0,10.0,8.0,12.0,16.0,,3.0,건축자재
095610,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
085660,0.0,10.0,8.0,12.0,16.0,,3.0,건강관리업체및서비스
060370,0.0,10.0,8.0,12.0,16.0,,3.0,건설
065350,0.0,10.0,8.0,12.0,16.0,,3.0,가정용기기와용품
232140,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
437730,0.0,10.0,8.0,12.0,16.0,,3.0,자동차부품
183300,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
376900,0.0,10.0,8.0,12.0,16.0,,3.0,건강관리장비와용품
127120,0.0,10.0,8.0,12.0,16.0,,3.0,생명과학도구및서비스
445680,0.0,10.0,8.0,12.0,16.0,,3.0,생명과학도구및서비스
388210,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
491000,0.0,10.0,8.0,12.0,16.0,,3.0,건강관리장비와용품
003380,0.0,10.0,8.0,12.0,16.0,,3.0,식품
189300,0.0,10.0,8.0,12.0,16.0,,3.0,통신장비
417200,0.0,10.0,8.0,12.0,16.0,,3.0,전기제품
080220,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
195940,0.0,10.0,8.0,12.0,16.0,,3.0,제약
281740,0.0,10.0,8.0,12.0,16.0,,3.0,화학
027360,0.0,10.0,8.0,12.0,16.0,,3.0,창업투자
096530,0.0,10.0,8.0,12.0,16.0,,3.0,생명과학도구및서비스
166090,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
115180,0.0,10.0,8.0,12.0,16.0,,3.0,제약
397030,0.0,10.0,8.0,12.0,16.0,,3.0,제약
048410,0.0,10.0,8.0,12.0,16.0,,3.0,화장품
090710,0.0,10.0,8.0,12.0,16.0,,3.0,기계
213420,0.0,10.0,8.0,12.0,16.0,,3.0,디스플레이장비및부품
089970,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
007390,0.0,10.0,8.0,12.0,16.0,,3.0,생물공학
490470,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
137400,0.0,10.0,8.0,12.0,16.0,,3.0,전기제품
032500,0.0,10.0,8.0,12.0,16.0,,3.0,통신장비
160190,0.0,10.0,8.0,12.0,16.0,,3.0,기계
466100,0.0,10.0,8.0,12.0,16.0,,3.0,기계
124500,0.0,10.0,8.0,12.0,16.0,,3.0,IT서비스
035760,0.0,10.0,8.0,12.0,16.0,,3.0,방송과엔터테인먼트
036540,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
295310,0.0,10.0,8.0,12.0,16.0,,3.0,비철금속
456160,0.0,10.0,8.0,12.0,16.0,,3.0,제약
086450,0.0,10.0,8.0,12.0,16.0,,3.0,제약
023160,0.0,10.0,8.0,12.0,16.0,,3.0,기계
082270,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
388720,0.0,10.0,8.0,12.0,16.0,,3.0,기계
052020,0.0,10.0,8.0,12.0,16.0,,3.0,판매업체
036830,0.0,10.0,8.0,12.0,16.0,,3.0,전기제품
293490,0.0,10.0,8.0,12.0,16.0,,3.0,게임엔터테인먼트
174900,0.0,10.0,8.0,12.0,16.0,,3.0,생물공학
420770,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
204270,0.0,10.0,8.0,12.0,16.0,,3.0,핸드셋
253450,0.0,10.0,8.0,12.0,16.0,,3.0,방송과엔터테인먼트
328130,0.0,10.0,8.0,12.0,16.0,,3.0,건강관리기술
476060,0.0,10.0,8.0,12.0,16.0,,3.0,제약
056190,0.0,10.0,8.0,12.0,16.0,,3.0,기계
122870,0.0,10.0,8.0,12.0,16.0,,3.0,방송과엔터테인먼트
161580,0.0,10.0,8.0,12.0,16.0,,3.0,전자장비와기기
014620,0.0,10.0,8.0,12.0,16.0,,3.0,기계
050890,0.0,10.0,8.0,12.0,16.0,,3.0,통신장비
222080,0.0,10.0,8.0,12.0,16.0,,3.0,전기제품
044490,0.0,10.0,8.0,12.0,16.0,,3.0,에너지장비및서비스
171090,0.0,10.0,8.0,12.0,16.0,,3.0,디스플레이장비및부품
052400,0.0,10.0,8.0,12.0,16.0,,3.0,IT서비스
365340,0.0,10.0,8.0,12.0,16.0,,3.0,전기제품
056080,0.0,10.0,8.0,12.0,16.0,,3.0,기계
078160,0.0,10.0,8.0,12.0,16.0,,3.0,생물공학
032190,0.0,10.0,8.0,12.0,16.0,,3.0,증권
358570,0.0,10.0,8.0,12.0,16.0,,3.0,생물공학
121600,0.0,10.0,8.0,12.0,16.0,,3.0,화학
074600,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
036810,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
372320,0.0,10.0,8.0,12.0,16.0,,3.0,생물공학
348370,0.0,10.0,8.0,12.0,16.0,,3.0,전기제품
241710,0.0,10.0,8.0,12.0,16.0,,3.0,화장품
126340,0.0,10.0,8.0,12.0,16.0,,3.0,전기장비
006730,0.0,10.0,8.0,12.0,16.0,,3.0,"호텔,레스토랑,레저"
094170,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
368770,0.0,10.0,8.0,12.0,16.0,,3.0,전자장비와기기
493280,0.0,10.0,8.0,12.0,16.0,,3.0,제약
327260,0.0,10.0,8.0,12.0,16.0,,3.0,우주항공과국방
199800,0.0,10.0,8.0,12.0,16.0,,3.0,생물공학
389470,0.0,10.0,8.0,12.0,16.0,,3.0,제약
376300,0.0,10.0,8.0,12.0,16.0,,3.0,양방향미디어와서비스
033100,0.0,10.0,8.0,12.0,16.0,,3.0,전기장비
060250,0.0,10.0,8.0,12.0,16.0,,3.0,IT서비스
348340,0.0,10.0,8.0,12.0,16.0,,3.0,기계
009520,0.0,10.0,8.0,12.0,16.0,,3.0,철강
033500,0.0,10.0,8.0,12.0,16.0,,3.0,화학
348210,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
356860,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
084110,0.0,10.0,8.0,12.0,16.0,,3.0,제약
225570,0.0,10.0,8.0,12.0,16.0,,3.0,게임엔터테인먼트
278280,0.0,10.0,8.0,12.0,16.0,,3.0,전기제품
102710,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
083450,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
086900,0.0,10.0,8.0,12.0,16.0,,3.0,생물공학
187660,0.0,10.0,8.0,12.0,16.0,,3.0,제약
102940,0.0,10.0,8.0,12.0,16.0,,3.0,제약
041960,0.0,10.0,8.0,12.0,16.0,,3.0,제약
253590,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
475960,0.0,10.0,8.0,12.0,16.0,,3.0,생명과학도구및서비스
053800,0.0,10.0,8.0,12.0,16.0,,3.0,소프트웨어
077360,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
425420,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
025980,0.0,10.0,8.0,12.0,16.0,,3.0,"호텔,레스토랑,레저"
252990,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
112040,0.0,10.0,8.0,12.0,16.0,,3.0,게임엔터테인먼트
053610,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
399720,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
272290,0.0,10.0,8.0,12.0,16.0,,3.0,디스플레이장비및부품
200710,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
024850,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
015750,0.0,10.0,8.0,12.0,16.0,,3.0,자동차부품
486990,0.0,10.0,8.0,12.0,16.0,,3.0,IT서비스
214430,0.0,10.0,8.0,12.0,16.0,,3.0,우주항공과국방
460930,0.0,10.0,8.0,12.0,16.0,,3.0,조선
067160,0.0,10.0,8.0,12.0,16.0,,3.0,양방향미디어와서비스
468530,0.0,10.0,8.0,12.0,16.0,,3.0,생물공학
336570,0.0,10.0,8.0,12.0,16.0,,3.0,건강관리장비와용품
059090,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
031330,0.0,10.0,8.0,12.0,16.0,,3.0,전자장비와기기
287840,0.0,10.0,8.0,12.0,16.0,,3.0,제약
033790,0.0,10.0,8.0,12.0,16.0,,3.0,전기제품
042000,0.0,10.0,8.0,12.0,16.0,,3.0,IT서비스
383310,0.0,10.0,8.0,12.0,16.0,,3.0,상업서비스와공급품
060280,0.0,10.0,8.0,12.0,16.0,,3.0,건강관리장비와용품
448900,0.0,10.0,8.0,12.0,16.0,,3.0,자동차부품
104830,0.0,10.0,8.0,12.0,16.0,,3.0,화학
090360,0.0,10.0,8.0,12.0,16.0,,3.0,기계
033640,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
046890,0.0,10.0,8.0,12.0,16.0,,3.0,디스플레이장비및부품
064260,0.0,10.0,8.0,12.0,16.0,,3.0,IT서비스
047920,0.0,10.0,8.0,12.0,16.0,,3.0,제약
099190,0.0,10.0,8.0,12.0,16.0,,3.0,건강관리장비와용품
211050,0.0,10.0,8.0,12.0,16.0,,3.0,손해보험
488900,0.0,10.0,8.0,12.0,16.0,,3.0,우주항공과국방
122640,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
025900,0.0,10.0,8.0,12.0,16.0,,3.0,건축자재
045100,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
119850,0.0,10.0,8.0,12.0,16.0,,3.0,전기장비
041190,0.0,10.0,8.0,12.0,16.0,,3.0,창업투자
069540,0.0,10.0,8.0,12.0,16.0,,3.0,통신장비
354320,0.0,10.0,8.0,12.0,16.0,,3.0,자동차부품
424870,0.0,10.0,8.0,12.0,16.0,,3.0,제약
046970,0.0,10.0,8.0,12.0,16.0,,3.0,컴퓨터와주변기기
089010,0.0,10.0,8.0,12.0,16.0,,3.0,전자장비와기기
018290,0.0,10.0,8.0,12.0,16.0,,3.0,화장품
025320,0.0,10.0,8.0,12.0,16.0,,3.0,핸드셋
393890,0.0,10.0,8.0,12.0,16.0,,3.0,전기제품
251970,0.0,10.0,8.0,12.0,16.0,,3.0,포장재
093320,0.0,10.0,8.0,12.0,16.0,,3.0,IT서비스
033160,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
067630,0.0,10.0,8.0,12.0,16.0,,3.0,건강관리장비와용품
215600,0.0,10.0,8.0,12.0,16.0,,3.0,제약
138080,0.0,10.0,8.0,12.0,16.0,,3.0,통신장비
114810,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
019210,0.0,10.0,8.0,12.0,16.0,,3.0,기계
340570,0.0,10.0,8.0,12.0,16.0,,3.0,건강관리장비와용품
089890,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
125490,0.0,10.0,8.0,12.0,16.0,,3.0,자동차부품
101160,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
317330,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
095660,0.0,10.0,8.0,12.0,16.0,,3.0,게임엔터테인먼트
389650,0.0,10.0,8.0,12.0,16.0,,3.0,건강관리장비와용품
036620,0.0,10.0,8.0,12.0,16.0,,3.0,"섬유,의류,신발,호화품"
039440,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
080580,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
037460,0.0,10.0,8.0,12.0,16.0,,3.0,통신장비
206650,0.0,10.0,8.0,12.0,16.0,,3.0,생물공학
484590,0.0,10.0,8.0,12.0,16.0,,3.0,우주항공과국방
107640,0.0,10.0,8.0,12.0,16.0,,3.0,전기장비
006910,0.0,10.0,8.0,12.0,16.0,,3.0,전기장비
079370,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
030520,0.0,10.0,8.0,12.0,16.0,,3.0,소프트웨어
441270,0.0,10.0,8.0,12.0,16.0,,3.0,핸드셋
290550,0.0,10.0,8.0,12.0,16.0,,3.0,핸드셋
230360,0.0,10.0,8.0,12.0,16.0,,3.0,"섬유,의류,신발,호화품"
180400,0.0,10.0,8.0,12.0,16.0,,3.0,건강관리업체및서비스
0082N0,0.0,10.0,8.0,12.0,16.0,,3.0,제약
098070,0.0,10.0,8.0,12.0,16.0,,3.0,에너지장비및서비스
042520,0.0,10.0,8.0,12.0,16.0,,3.0,건강관리장비와용품
013030,0.0,10.0,8.0,12.0,16.0,,3.0,기계
168360,0.0,10.0,8.0,12.0,16.0,,3.0,전자장비와기기
101930,0.0,10.0,8.0,12.0,16.0,,3.0,조선
036170,0.0,10.0,8.0,12.0,16.0,,3.0,디스플레이장비및부품
034950,0.0,10.0,8.0,12.0,16.0,,3.0,상업서비스와공급품
091700,0.0,10.0,8.0,12.0,16.0,,3.0,핸드셋
042370,0.0,10.0,8.0,12.0,16.0,,3.0,전기제품
215200,0.0,10.0,8.0,12.0,16.0,,3.0,교육서비스
234340,0.0,10.0,8.0,12.0,16.0,,3.0,IT서비스
025770,0.0,10.0,8.0,12.0,16.0,,3.0,IT서비스
394280,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
308430,0.0,10.0,8.0,12.0,16.0,,3.0,제약
455900,0.0,10.0,8.0,12.0,16.0,,3.0,건강관리장비와용품
482630,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
0001A0,0.0,10.0,8.0,12.0,16.0,,3.0,석유와가스
478340,0.0,10.0,8.0,12.0,16.0,,3.0,우주항공과국방
228760,0.0,10.0,8.0,12.0,16.0,,3.0,건강관리장비와용품
376270,0.0,10.0,8.0,12.0,16.0,,3.0,건강관리업체및서비스
117730,0.0,10.0,8.0,12.0,16.0,,3.0,기계
069080,0.0,10.0,8.0,12.0,16.0,,3.0,게임엔터테인먼트
110990,0.0,10.0,8.0,12.0,16.0,,3.0,디스플레이장비및부품
450950,0.0,10.0,8.0,12.0,16.0,,3.0,건강관리장비와용품
900290,0.0,10.0,8.0,12.0,16.0,,3.0,화학
078130,0.0,10.0,8.0,12.0,16.0,,3.0,종이와목재
220100,0.0,10.0,8.0,12.0,16.0,,3.0,제약
356680,0.0,10.0,8.0,12.0,16.0,,3.0,소프트웨어
389500,0.0,10.0,8.0,12.0,16.0,,3.0,기계
494120,0.0,10.0,8.0,12.0,16.0,,3.0,생명과학도구및서비스
179900,0.0,10.0,8.0,12.0,16.0,,3.0,핸드셋
101730,0.0,10.0,8.0,12.0,16.0,,3.0,게임엔터테인먼트
092870,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
088800,0.0,10.0,8.0,12.0,16.0,,3.0,통신장비
078020,0.0,10.0,8.0,12.0,16.0,,3.0,증권
144510,0.0,10.0,8.0,12.0,16.0,,3.0,건강관리업체및서비스
241520,0.0,10.0,8.0,12.0,16.0,,3.0,창업투자
078350,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
230240,0.0,10.0,8.0,12.0,16.0,,3.0,통신장비
078340,0.0,10.0,8.0,12.0,16.0,,3.0,게임엔터테인먼트
318060,0.0,10.0,8.0,12.0,16.0,,3.0,건강관리장비와용품
389260,0.0,10.0,8.0,12.0,16.0,,3.0,에너지장비및서비스
394800,0.0,10.0,8.0,12.0,16.0,,3.0,건강관리기술
079940,0.0,10.0,8.0,12.0,16.0,,3.0,IT서비스
330860,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
084850,0.0,10.0,8.0,12.0,16.0,,3.0,전자장비와기기
217730,0.0,10.0,8.0,12.0,16.0,,3.0,생물공학
298830,0.0,10.0,8.0,12.0,16.0,,3.0,소프트웨어
089980,0.0,10.0,8.0,12.0,16.0,,3.0,전자장비와기기
200670,0.0,10.0,8.0,12.0,16.0,,3.0,제약
304360,0.0,10.0,8.0,12.0,16.0,,3.0,생물공학
041830,0.0,10.0,8.0,12.0,16.0,,3.0,건강관리장비와용품
114190,0.0,10.0,8.0,12.0,16.0,,3.0,전자장비와기기
241770,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
053030,0.0,10.0,8.0,12.0,16.0,,3.0,제약
338840,0.0,10.0,8.0,12.0,16.0,,3.0,생물공학
036890,0.0,10.0,8.0,12.0,16.0,,3.0,기계
041920,0.0,10.0,8.0,12.0,16.0,,3.0,건강관리장비와용품
086390,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
108860,0.0,10.0,8.0,12.0,16.0,,3.0,건강관리장비와용품
035810,0.0,10.0,8.0,12.0,16.0,,3.0,식품
419530,0.0,10.0,8.0,12.0,16.0,,3.0,방송과엔터테인먼트
003800,0.0,10.0,8.0,12.0,16.0,,3.0,가구
475400,0.0,10.0,8.0,12.0,16.0,,3.0,기계
052710,0.0,10.0,8.0,12.0,16.0,,3.0,핸드셋
389020,0.0,10.0,8.0,12.0,16.0,,3.0,통신장비
094360,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
065660,0.0,10.0,8.0,12.0,16.0,,3.0,제약
084990,0.0,10.0,8.0,12.0,16.0,,3.0,생물공학
064820,0.0,10.0,8.0,12.0,16.0,,3.0,증권
314930,0.0,10.0,8.0,12.0,16.0,,3.0,건강관리장비와용품
0088M0,0.0,10.0,8.0,12.0,16.0,,3.0,건강관리장비와용품
352480,0.0,10.0,8.0,12.0,16.0,,3.0,화장품
035890,0.0,10.0,8.0,12.0,16.0,,3.0,건설
046120,0.0,10.0,8.0,12.0,16.0,,3.0,에너지장비및서비스
0015G0,0.0,10.0,8.0,12.0,16.0,,3.0,우주항공과국방
170920,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
204620,0.0,10.0,8.0,12.0,16.0,,3.0,기타금융
073490,0.0,10.0,8.0,12.0,16.0,,3.0,통신장비
099430,0.0,10.0,8.0,12.0,16.0,,3.0,건강관리장비와용품
085910,0.0,10.0,8.0,12.0,16.0,,3.0,자동차부품
456010,0.0,10.0,8.0,12.0,16.0,,3.0,통신장비
474650,0.0,10.0,8.0,12.0,16.0,,3.0,기계
058970,0.0,10.0,8.0,12.0,16.0,,3.0,소프트웨어
236200,0.0,10.0,8.0,12.0,16.0,,3.0,전자장비와기기
064290,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
243840,0.0,10.0,8.0,12.0,16.0,,3.0,전기제품
462350,0.0,10.0,8.0,12.0,16.0,,3.0,우주항공과국방
136480,0.0,10.0,8.0,12.0,16.0,,3.0,식품
094480,0.0,10.0,8.0,12.0,16.0,,3.0,IT서비스
451760,0.0,10.0,8.0,12.0,16.0,,3.0,우주항공과국방
365270,0.0,10.0,8.0,12.0,16.0,,3.0,제약
043150,0.0,10.0,8.0,12.0,16.0,,3.0,건강관리장비와용품
200130,0.0,10.0,8.0,12.0,16.0,,3.0,건강관리업체및서비스
332570,0.0,10.0,8.0,12.0,16.0,,3.0,핸드셋
036200,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
378340,0.0,10.0,8.0,12.0,16.0,,3.0,전기제품
051500,0.0,10.0,8.0,12.0,16.0,,3.0,식품과기본식료품소매
049630,0.0,10.0,8.0,12.0,16.0,,3.0,핸드셋
093520,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
402490,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
060720,0.0,10.0,8.0,12.0,16.0,,3.0,핸드셋
265520,0.0,10.0,8.0,12.0,16.0,,3.0,디스플레이장비및부품
067390,0.0,10.0,8.0,12.0,16.0,,3.0,우주항공과국방
101360,0.0,10.0,8.0,12.0,16.0,,3.0,화학
045390,0.0,10.0,8.0,12.0,16.0,,3.0,IT서비스
115450,0.0,10.0,8.0,12.0,16.0,,3.0,제약
322310,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
452280,0.0,10.0,8.0,12.0,16.0,,3.0,기계
014940,0.0,10.0,8.0,12.0,16.0,,3.0,조선
274090,0.0,10.0,8.0,12.0,16.0,,3.0,우주항공과국방
151860,0.0,10.0,8.0,12.0,16.0,,3.0,자동차
448280,0.0,10.0,8.0,12.0,16.0,,3.0,상업서비스와공급품
416180,0.0,10.0,8.0,12.0,16.0,,3.0,전기제품
243070,0.0,10.0,8.0,12.0,16.0,,3.0,제약
095500,0.0,10.0,8.0,12.0,16.0,,3.0,디스플레이장비및부품
160980,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
215000,0.0,10.0,8.0,12.0,16.0,,3.0,"호텔,레스토랑,레저"
0007C0,0.0,10.0,8.0,12.0,16.0,,3.0,IT서비스
095700,0.0,10.0,8.0,12.0,16.0,,3.0,생물공학
272110,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
445090,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
0008Z0,0.0,10.0,8.0,12.0,16.0,,3.0,조선
018000,0.0,10.0,8.0,12.0,16.0,,3.0,에너지장비및서비스
012210,0.0,10.0,8.0,12.0,16.0,,3.0,기계
023410,0.0,10.0,8.0,12.0,16.0,,3.0,건축자재
035600,0.0,10.0,8.0,12.0,16.0,,3.0,IT서비스
064550,0.0,10.0,8.0,12.0,16.0,,3.0,생물공학
472850,0.0,10.0,8.0,12.0,16.0,,3.0,"섬유,의류,신발,호화품"
049070,0.0,10.0,8.0,12.0,16.0,,3.0,핸드셋
138610,0.0,10.0,8.0,12.0,16.0,,3.0,건강관리장비와용품
023760,0.0,10.0,8.0,12.0,16.0,,3.0,기타금융
078070,0.0,10.0,8.0,12.0,16.0,,3.0,통신장비
051370,0.0,10.0,8.0,12.0,16.0,,3.0,전자장비와기기
064850,0.0,10.0,8.0,12.0,16.0,,3.0,IT서비스
099440,0.0,10.0,8.0,12.0,16.0,,3.0,기계
304100,0.0,10.0,8.0,12.0,16.0,,3.0,IT서비스
251370,0.0,10.0,8.0,12.0,16.0,,3.0,화학
086820,0.0,10.0,8.0,12.0,16.0,,3.0,생물공학
054950,0.0,10.0,8.0,12.0,16.0,,3.0,건강관리장비와용품
092730,0.0,10.0,8.0,12.0,16.0,,3.0,화장품
200470,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
226590,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
361390,0.0,10.0,8.0,12.0,16.0,,3.0,우주항공과국방
091580,0.0,10.0,8.0,12.0,16.0,,3.0,전기제품
255220,0.0,10.0,8.0,12.0,16.0,,3.0,건축자재
294570,0.0,10.0,8.0,12.0,16.0,,3.0,IT서비스
098120,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
418550,0.0,10.0,8.0,12.0,16.0,,3.0,건설
459510,0.0,10.0,8.0,12.0,16.0,,3.0,기계
065680,0.0,10.0,8.0,12.0,16.0,,3.0,핸드셋
357550,0.0,10.0,8.0,12.0,16.0,,3.0,화학
061970,0.0,10.0,8.0,12.0,16.0,,3.0,반도체와반도체장비
092460,0.0,10.0,8.0,12.0,16.0,,3.0,조선
464080,0.0,10.0,8.0,12.0,16.0,,3.0,전자장비와기기
012860,0.0,10.0,8.0,12.0,16.0,,3.0,자동차부품
