ticker,market,data_source,row_count,latest_trade_date,stale_flag,latest_close
094800,KS,yfinance,243,20260504,1,7000.0
001570,KS,yfinance,242,20260504,1,9900.0
006380,KS,yfinance,242,20260504,1,3660.0
011930,KS,yfinance,242,20260504,1,3995.0
078130,KQ,yfinance,242,20260504,1,436.0
000250,KQ,yfinance,244,20260506,0,406000.0
003380,KQ,yfinance,244,20260506,0,13430.0
003800,KQ,yfinance,244,20260506,0,34800.0
005290,KQ,yfinance,244,20260506,0,59100.0
006730,KQ,yfinance,244,20260506,0,14370.0
006910,KQ,yfinance,244,20260506,0,15830.0
007390,KQ,yfinance,244,20260506,0,19880.0
009520,KQ,yfinance,244,20260506,0,20400.0
010170,KQ,yfinance,244,20260506,0,18270.0
013030,KQ,yfinance,244,20260506,0,44800.0
014620,KQ,yfinance,244,20260506,0,45350.0
014940,KQ,yfinance,244,20260506,0,7730.0
015750,KQ,yfinance,244,20260506,0,8890.0
018000,KQ,yfinance,244,20260506,0,1254.0
018290,KQ,yfinance,244,20260506,0,16410.0
019210,KQ,yfinance,244,20260506,0,15860.0
023160,KQ,yfinance,244,20260506,0,44700.0
023410,KQ,yfinance,244,20260506,0,3890.0
023760,KQ,yfinance,244,20260506,0,972.0
025320,KQ,yfinance,244,20260506,0,5870.0
025770,KQ,yfinance,244,20260506,0,11680.0
025900,KQ,yfinance,244,20260506,0,12200.0
025980,KQ,yfinance,244,20260506,0,7450.0
027360,KQ,yfinance,244,20260506,0,15570.0
028300,KQ,yfinance,244,20260506,0,61700.0
030520,KQ,yfinance,244,20260506,0,20500.0
031330,KQ,yfinance,244,20260506,0,7900.0
031980,KQ,yfinance,244,20260506,0,127600.0
032190,KQ,yfinance,244,20260506,0,24650.0
032500,KQ,yfinance,244,20260506,0,30750.0
032820,KQ,yfinance,244,20260506,0,21250.0
033100,KQ,yfinance,244,20260506,0,88200.0
033160,KQ,yfinance,244,20260506,0,27100.0
033640,KQ,yfinance,244,20260506,0,34800.0
033790,KQ,yfinance,244,20260506,0,17190.0
034950,KQ,yfinance,244,20260506,0,109400.0
035600,KQ,yfinance,244,20260506,0,11330.0
035760,KQ,yfinance,244,20260506,0,53000.0
035810,KQ,yfinance,244,20260506,0,5520.0
035900,KQ,yfinance,244,20260506,0,60700.0
036170,KQ,yfinance,244,20260506,0,7960.0
036200,KQ,yfinance,244,20260506,0,13010.0
036540,KQ,yfinance,244,20260506,0,8890.0
036620,KQ,yfinance,244,20260506,0,6240.0
036810,KQ,yfinance,244,20260506,0,44100.0
036830,KQ,yfinance,244,20260506,0,71200.0
036890,KQ,yfinance,244,20260506,0,19010.0
036930,KQ,yfinance,244,20260506,0,127600.0
037460,KQ,yfinance,244,20260506,0,37750.0
039030,KQ,yfinance,244,20260506,0,479000.0
039200,KQ,yfinance,244,20260506,0,49700.0
039440,KQ,yfinance,244,20260506,0,39950.0
041190,KQ,yfinance,244,20260506,0,6980.0
041510,KQ,yfinance,244,20260506,0,92200.0
041830,KQ,yfinance,244,20260506,0,30000.0
041920,KQ,yfinance,244,20260506,0,20100.0
041960,KQ,yfinance,244,20260506,0,9320.0
042000,KQ,yfinance,244,20260506,0,25100.0
042370,KQ,yfinance,244,20260506,0,20050.0
042520,KQ,yfinance,244,20260506,0,29500.0
043150,KQ,yfinance,244,20260506,0,22800.0
043260,KQ,yfinance,244,20260506,0,40600.0
044490,KQ,yfinance,244,20260506,0,56000.0
045100,KQ,yfinance,244,20260506,0,32750.0
045390,KQ,yfinance,244,20260506,0,4845.0
046120,KQ,yfinance,244,20260506,0,12500.0
046890,KQ,yfinance,244,20260506,0,16700.0
047920,KQ,yfinance,244,20260506,0,17170.0
048410,KQ,yfinance,244,20260506,0,13740.0
049070,KQ,yfinance,244,20260506,0,18710.0
050890,KQ,yfinance,244,20260506,0,18440.0
051370,KQ,yfinance,244,20260506,0,13300.0
051500,KQ,yfinance,244,20260506,0,26750.0
052020,KQ,yfinance,244,20260506,0,18850.0
052400,KQ,yfinance,244,20260506,0,55500.0
052710,KQ,yfinance,244,20260506,0,22800.0
053030,KQ,yfinance,244,20260506,0,10780.0
053610,KQ,yfinance,244,20260506,0,81000.0
053800,KQ,yfinance,244,20260506,0,63300.0
054950,KQ,yfinance,244,20260506,0,24750.0
056080,KQ,yfinance,244,20260506,0,26400.0
056190,KQ,yfinance,244,20260506,0,32100.0
058470,KQ,yfinance,244,20260506,0,116700.0
058610,KQ,yfinance,244,20260506,0,127900.0
058970,KQ,yfinance,244,20260506,0,27050.0
059090,KQ,yfinance,244,20260506,0,27900.0
060250,KQ,yfinance,244,20260506,0,21300.0
060280,KQ,yfinance,244,20260506,0,15970.0
060370,KQ,yfinance,244,20260506,0,50100.0
060720,KQ,yfinance,244,20260506,0,13950.0
061970,KQ,yfinance,244,20260506,0,5620.0
062040,KS,yfinance,244,20260506,0,319500.0
064260,KQ,yfinance,244,20260506,0,8000.0
064290,KQ,yfinance,244,20260506,0,33350.0
064400,KS,yfinance,244,20260506,0,67000.0
064550,KQ,yfinance,244,20260506,0,10030.0
064760,KQ,yfinance,244,20260506,0,299500.0
064820,KQ,yfinance,244,20260506,0,15900.0
064850,KQ,yfinance,244,20260506,0,32900.0
065350,KQ,yfinance,244,20260506,0,56700.0
065660,KQ,yfinance,244,20260506,0,33800.0
065680,KQ,yfinance,244,20260506,0,39350.0
067160,KQ,yfinance,244,20260506,0,54100.0
067310,KQ,yfinance,244,20260506,0,43500.0
067390,KQ,yfinance,244,20260506,0,746.0
067630,KQ,yfinance,244,20260506,0,4180.0
068760,KQ,yfinance,244,20260506,0,54700.0
069080,KQ,yfinance,244,20260506,0,12000.0
073490,KQ,yfinance,244,20260506,0,52600.0
074600,KQ,yfinance,244,20260506,0,39150.0
077360,KQ,yfinance,244,20260506,0,19490.0
078020,KQ,yfinance,244,20260506,0,9010.0
078070,KQ,yfinance,244,20260506,0,16480.0
078160,KQ,yfinance,244,20260506,0,26650.0
078340,KQ,yfinance,244,20260506,0,32750.0
078350,KQ,yfinance,244,20260506,0,33250.0
078600,KQ,yfinance,244,20260506,0,158600.0
079370,KQ,yfinance,244,20260506,0,16980.0
079940,KQ,yfinance,244,20260506,0,30950.0
080220,KQ,yfinance,244,20260506,0,58500.0
080580,KQ,yfinance,244,20260506,0,23950.0
082270,KQ,yfinance,244,20260506,0,22500.0
082920,KQ,yfinance,244,20260506,0,57000.0
083450,KQ,yfinance,244,20260506,0,56900.0
083650,KQ,yfinance,244,20260506,0,98800.0
084110,KQ,yfinance,244,20260506,0,57200.0
084370,KQ,yfinance,244,20260506,0,138700.0
084850,KQ,yfinance,244,20260506,0,18480.0
084990,KQ,yfinance,244,20260506,0,8120.0
085660,KQ,yfinance,244,20260506,0,16090.0
085910,KQ,yfinance,244,20260506,0,26200.0
086390,KQ,yfinance,244,20260506,0,19160.0
086450,KQ,yfinance,244,20260506,0,23350.0
086520,KQ,yfinance,244,20260506,0,162800.0
086820,KQ,yfinance,244,20260506,0,10860.0
086900,KQ,yfinance,244,20260506,0,102500.0
087010,KQ,yfinance,244,20260506,0,269500.0
088980,KS,yfinance,244,20260506,0,11250.0
089010,KQ,yfinance,244,20260506,0,45700.0
089030,KQ,yfinance,244,20260506,0,62100.0
089890,KQ,yfinance,244,20260506,0,44700.0
089970,KQ,yfinance,244,20260506,0,56800.0
089980,KQ,yfinance,244,20260506,0,28100.0
090360,KQ,yfinance,244,20260506,0,69700.0
091580,KQ,yfinance,244,20260506,0,27200.0
091700,KQ,yfinance,244,20260506,0,7570.0
092460,KQ,yfinance,244,20260506,0,19090.0
092730,KQ,yfinance,244,20260506,0,19690.0
092790,KS,yfinance,244,20260506,0,20150.0
092870,KQ,yfinance,244,20260506,0,40750.0
093320,KQ,yfinance,244,20260506,0,103600.0
093520,KQ,yfinance,244,20260506,0,27600.0
094170,KQ,yfinance,244,20260506,0,49650.0
094360,KQ,yfinance,244,20260506,0,19200.0
094480,KQ,yfinance,244,20260506,0,8880.0
095340,KQ,yfinance,244,20260506,0,256000.0
095500,KQ,yfinance,244,20260506,0,11190.0
095610,KQ,yfinance,244,20260506,0,89700.0
095660,KQ,yfinance,244,20260506,0,21300.0
095700,KQ,yfinance,244,20260506,0,5120.0
096530,KQ,yfinance,244,20260506,0,23950.0
098070,KQ,yfinance,244,20260506,0,46600.0
098120,KQ,yfinance,244,20260506,0,36150.0
098460,KQ,yfinance,244,20260506,0,41600.0
099190,KQ,yfinance,244,20260506,0,21300.0
099320,KQ,yfinance,244,20260506,0,173000.0
099430,KQ,yfinance,244,20260506,0,5760.0
099440,KQ,yfinance,244,20260506,0,4000.0
