trade_date,index_code,close,volume,advance_count,decline_count,data_source
20251219,KOSDAQ,915.27001953125,1000,506.0,232.0,yfinance
20251222,KOSDAQ,929.1400146484375,1000,556.0,188.0,yfinance
20251223,KOSDAQ,919.5599975585938,1000,207.0,527.0,yfinance
20251224,KOSDAQ,915.2000122070312,800,267.0,471.0,yfinance
20251226,KOSDAQ,919.6699829101562,800,221.0,528.0,yfinance
20251229,KOSDAQ,932.5900268554688,900,389.0,358.0,yfinance
20251230,KOSDAQ,925.469970703125,800,270.0,474.0,yfinance
20260102,KOSDAQ,945.5700073242188,900,405.0,355.0,yfinance
20260105,KOSDAQ,957.5,1100,478.0,278.0,yfinance
20260106,KOSDAQ,955.969970703125,1000,380.0,358.0,yfinance
20260107,KOSDAQ,947.3900146484375,1100,191.0,565.0,yfinance
20260108,KOSDAQ,944.0599975585938,1000,221.0,535.0,yfinance
20260109,KOSDAQ,947.9199829101562,900,409.0,334.0,yfinance
20260112,KOSDAQ,949.8099975585938,1100,437.0,308.0,yfinance
20260113,KOSDAQ,948.97998046875,1100,393.0,353.0,yfinance
20260114,KOSDAQ,942.1799926757812,900,391.0,353.0,yfinance
20260115,KOSDAQ,951.1599731445312,1000,457.0,288.0,yfinance
20260116,KOSDAQ,954.5900268554688,1200,307.0,443.0,yfinance
20260119,KOSDAQ,968.3599853515625,1300,397.0,353.0,yfinance
20260120,KOSDAQ,976.3699951171875,1400,511.0,242.0,yfinance
20260121,KOSDAQ,951.2899780273438,1600,186.0,566.0,yfinance
20260122,KOSDAQ,970.3499755859375,1400,514.0,235.0,yfinance
20260123,KOSDAQ,993.9299926757812,1500,555.0,193.0,yfinance
20260126,KOSDAQ,1064.4100341796875,1500,501.0,253.0,yfinance
20260127,KOSDAQ,1082.5899658203125,1300,463.0,285.0,yfinance
20260128,KOSDAQ,1133.52001953125,1600,496.0,252.0,yfinance
20260129,KOSDAQ,1164.4100341796875,1500,538.0,214.0,yfinance
20260130,KOSDAQ,1149.43994140625,1500,278.0,478.0,yfinance
20260202,KOSDAQ,1098.3599853515625,1200,77.0,687.0,yfinance
20260203,KOSDAQ,1144.3299560546875,1200,712.0,52.0,yfinance
20260204,KOSDAQ,1149.4300537109375,1200,498.0,258.0,yfinance
20260205,KOSDAQ,1108.4100341796875,1400,153.0,604.0,yfinance
20260206,KOSDAQ,1080.77001953125,1500,161.0,597.0,yfinance
20260209,KOSDAQ,1127.550048828125,1100,695.0,68.0,yfinance
20260210,KOSDAQ,1115.199951171875,1300,422.0,335.0,yfinance
20260211,KOSDAQ,1114.8699951171875,1300,379.0,369.0,yfinance
20260212,KOSDAQ,1125.989990234375,1600,479.0,265.0,yfinance
20260213,KOSDAQ,1106.0799560546875,1500,245.0,504.0,yfinance
20260219,KOSDAQ,1160.7099609375,1400,620.0,137.0,yfinance
20260220,KOSDAQ,1154.0,1300,397.0,357.0,yfinance
20260223,KOSDAQ,1151.989990234375,1400,368.0,394.0,yfinance
20260224,KOSDAQ,1165.0,1300,409.0,336.0,yfinance
20260225,KOSDAQ,1165.25,1500,329.0,419.0,yfinance
20260226,KOSDAQ,1188.1500244140625,1400,316.0,441.0,yfinance
20260227,KOSDAQ,1192.780029296875,1300,254.0,492.0,yfinance
20260303,KOSDAQ,1137.699951171875,1300,81.0,686.0,yfinance
20260304,KOSDAQ,978.4400024414062,1500,5.0,766.0,yfinance
20260305,KOSDAQ,1116.4100341796875,1000,764.0,7.0,yfinance
20260306,KOSDAQ,1154.6700439453125,1000,561.0,199.0,yfinance
20260309,KOSDAQ,1102.280029296875,1000,77.0,691.0,yfinance
20260310,KOSDAQ,1137.6800537109375,1000,655.0,109.0,yfinance
20260311,KOSDAQ,1136.8299560546875,1300,502.0,259.0,yfinance
20260312,KOSDAQ,1148.4000244140625,1300,413.0,340.0,yfinance
20260313,KOSDAQ,1152.9599609375,1300,292.0,462.0,yfinance
20260316,KOSDAQ,1138.2900390625,1200,231.0,529.0,yfinance
20260317,KOSDAQ,1136.93994140625,1200,486.0,274.0,yfinance
20260318,KOSDAQ,1164.3800048828125,1300,608.0,153.0,yfinance
20260319,KOSDAQ,1143.47998046875,1200,156.0,611.0,yfinance
20260320,KOSDAQ,1161.52001953125,1300,560.0,198.0,yfinance
20260323,KOSDAQ,1096.8900146484375,1100,42.0,729.0,yfinance
20260324,KOSDAQ,1121.43994140625,1200,611.0,156.0,yfinance
20260325,KOSDAQ,1159.550048828125,1100,628.0,124.0,yfinance
20260326,KOSDAQ,1136.6400146484375,1200,163.0,599.0,yfinance
20260327,KOSDAQ,1141.510009765625,1500,370.0,312.0,yfinance
20260330,KOSDAQ,1107.050048828125,1100,106.0,669.0,yfinance
20260331,KOSDAQ,1052.3900146484375,1200,83.0,682.0,yfinance
20260401,KOSDAQ,1116.1800537109375,1100,736.0,40.0,yfinance
20260402,KOSDAQ,1056.3399658203125,1500,61.0,710.0,yfinance
20260403,KOSDAQ,1063.75,1000,464.0,295.0,yfinance
20260406,KOSDAQ,1047.3699951171875,1200,263.0,489.0,yfinance
20260407,KOSDAQ,1036.72998046875,1200,260.0,488.0,yfinance
20260408,KOSDAQ,1089.8499755859375,1200,703.0,60.0,yfinance
20260409,KOSDAQ,1076.0,1200,266.0,486.0,yfinance
20260410,KOSDAQ,1093.6300048828125,1500,575.0,178.0,yfinance
20260413,KOSDAQ,1099.8399658203125,1300,321.0,427.0,yfinance
20260414,KOSDAQ,1121.8800048828125,1400,595.0,160.0,yfinance
20260415,KOSDAQ,1152.4300537109375,1500,557.0,194.0,yfinance
20260416,KOSDAQ,1162.969970703125,1900,555.0,195.0,yfinance
20260417,KOSDAQ,1170.0400390625,1800,400.0,347.0,yfinance
20260420,KOSDAQ,1174.8499755859375,1500,302.0,445.0,yfinance
20260421,KOSDAQ,1179.030029296875,1600,398.0,356.0,yfinance
20260422,KOSDAQ,1181.1199951171875,1400,385.0,360.0,yfinance
20260423,KOSDAQ,1174.31005859375,1700,317.0,434.0,yfinance
20260424,KOSDAQ,1203.8399658203125,1400,559.0,194.0,yfinance
20260427,KOSDAQ,1226.1800537109375,1500,436.0,315.0,yfinance
20260428,KOSDAQ,1215.5799560546875,1527372,331.0,424.0,yfinance
