trade_date,index_code,close,volume,advance_count,decline_count,data_source
20251124,KOSDAQ,856.4400024414062,700,270.0,473.0,yfinance
20251125,KOSDAQ,856.030029296875,700,334.0,400.0,yfinance
20251126,KOSDAQ,877.3200073242188,600,660.0,92.0,yfinance
20251127,KOSDAQ,880.0599975585938,721100,358.0,370.0,yfinance
20251128,KOSDAQ,912.6699829101562,800,547.0,193.0,yfinance
20251201,KOSDAQ,922.3800048828125,800,360.0,385.0,yfinance
20251202,KOSDAQ,928.4199829101562,800,534.0,195.0,yfinance
20251203,KOSDAQ,932.010009765625,800,529.0,212.0,yfinance
20251204,KOSDAQ,929.8300170898438,800,235.0,505.0,yfinance
20251205,KOSDAQ,924.739990234375,700,465.0,275.0,yfinance
20251208,KOSDAQ,927.7899780273438,700,318.0,422.0,yfinance
20251209,KOSDAQ,931.3499755859375,700,340.0,394.0,yfinance
20251210,KOSDAQ,935.0,800,251.0,493.0,yfinance
20251211,KOSDAQ,934.6400146484375,900,369.0,368.0,yfinance
20251212,KOSDAQ,937.3400268554688,1000,519.0,225.0,yfinance
20251215,KOSDAQ,938.8300170898438,1000,278.0,473.0,yfinance
20251216,KOSDAQ,916.1099853515625,900,134.0,619.0,yfinance
20251217,KOSDAQ,911.0700073242188,1000,406.0,331.0,yfinance
20251218,KOSDAQ,901.3300170898438,900,151.0,596.0,yfinance
