기준일,추천순위,결합순위,종목명,종목코드,시장,섹터그룹,종가,20일이평,60일이평,120일이평,200일이평,200일선상단여부,RSI14,MACD히스토그램,거래량비율20일,20일돌파,5일수익률(%),20일수익률(%),상대강도20일,후행EPS(DART),컨센서스EPS(스크랩),자동선행EPS,원본EPS출처,EPS소스,수동선행EPS,모델EPS,현재PER,적정주가_기준,상승여력(%),밸류점수,적자여부,최대비중(%),기술점수,종합점수,결합액션,권장비중(%),마켓레짐,레짐비중배수,섹터PER상한,핵심요약,주의표시,volume_ratio_pct_rank
2026-04-25,11,11,맵스리얼티,094800,KS,기타,7790.0,7127.5,6671.666666666667,5938.916666666667,5481.825,1,78.77459887415282,62.96959492159854,2.024852819114092,1,9.873060648801136,10.496453900709213,10.496453900709213,,,,EMPTY,FORWARD_AUTO,,,,,,,0,3.0,86.47906374502891,86.47906374502891,관찰,0.0,BULL,1.0,,200일↑ | 20일돌파 | 거래량x2.0 | MACD+ | 비밸류평가,"EPS스크랩,EPS없음",88.78865979381443
2026-04-25,12,12,대한해운,005880,KS,해운사,2765.0,2576.5,2343.6833333333334,2078.5416666666665,1955.375,1,57.06976401781062,-0.5031179203027278,0.8639057848820315,0,0.5454545454545379,17.409766454352436,17.409766454352436,536.828793253571,476.0,476.0,DART,TRAILING_DART,,536.828793253571,5.15061791533591,6441.9455190428525,132.98175475742684,97.29817547574268,0,3.0,74.98396689273348,86.14107118423809,진입대기,3.0,BULL,1.0,10.289371500551457,상승여력 133% | 200일↑ | RSI우호,,44.84536082474227
2026-04-25,13,13,현대지에프홀딩스,005440,KS,복합기업,14800.0,13974.5,13657.0,10970.833333333334,9911.6,1,55.37006166196602,127.16383387606523,0.8679118049240482,0,5.1136363636363535,3.064066852367686,3.064066852367686,3326.796532701173,1788.0,1788.0,DART,TRAILING_DART,,3326.796532701173,4.448724126805322,39921.558392414074,169.7402594082032,100.0,0,3.0,71.3785015102014,85.6892507551007,진입대기,3.0,BULL,1.0,11.889597626439988,상승여력 170% | 200일↑ | RSI우호 | MACD+,,45.103092783505154
2026-04-25,14,14,HDC,012630,KS,건설,27550.0,27287.5,24725.0,21128.0,21001.95,1,56.59730039172814,-163.8668233716421,0.6476296621440514,0,1.2867647058823595,-3.5026269702276736,-3.5026269702276736,6971.399814595231,,7668.539796054754,DART,TRAILING_DART,,6971.399814595231,3.9518605635444524,83656.79777514277,203.65443838527318,100.0,0,3.0,70.97894655015946,85.48947327507973,진입대기,3.0,BULL,1.0,10.126848544904743,상승여력 204% | 200일↑ | RSI우호,,24.22680412371134
2026-04-25,15,15,E1,017940,KS,가스유틸리티,102300.0,97560.0,98318.33333333333,90545.83333333333,86481.0,1,60.819960694469096,490.98926457297114,1.3189773897230876,1,4.815573770491799,0.7881773399014858,0.7881773399014858,16647.301354081632,,18312.0314894898,DART,TRAILING_DART,,16647.301354081632,6.145140153597196,199767.61624897958,95.27626221796635,93.52762622179664,0,3.0,77.01093595770159,85.26928108974911,최종매수후보,3.0,BULL,1.0,6.145140153597196,상승여력 95% | 200일↑ | 20일돌파 | RSI우호 | MACD+,,73.4536082474227
2026-04-25,16,16,한화,000880,KS,복합기업,131100.0,122090.0,121761.66666666667,106421.66666666667,99342.5,1,58.9465917677316,902.9787334459475,0.9926980640392853,0,-0.37993920972644313,17.578475336322864,17.578475336322864,26569.28508732171,10406.0,10406.0,DART,TRAILING_DART,,26569.28508732171,4.934269009088171,318831.4210478605,143.19711750408888,98.31971175040889,0,3.0,70.00945733357311,84.16458454199099,진입대기,3.0,BULL,1.0,11.889597626439988,상승여력 143% | 200일↑ | RSI우호 | MACD+,,55.79896907216495
2026-04-25,17,17,한화생명,088350,KS,생명보험,4965.0,4729.0,4630.166666666667,3883.7916666666665,3665.325,1,55.516916840985246,13.577031935291757,1.2126055445294488,0,1.3265306122449028,5.190677966101687,5.190677966101687,962.9131981624124,,1059.2045179786537,DART,TRAILING_DART,,962.9131981624124,5.156228006299031,11554.95837794895,132.72826541689727,97.27282654168972,0,3.0,69.99042983524616,83.63162818846794,진입대기,3.0,BULL,1.0,15.760579656509389,상승여력 133% | 200일↑ | RSI우호 | MACD+,,68.94329896907216
2026-04-25,18,18,더블유게임즈,192080,KS,게임엔터테인먼트,57500.0,50580.0,51696.666666666664,52152.5,52949.0,1,74.08383784875588,781.4155314309901,3.162220320311981,1,10.15325670498084,13.861386138613852,13.861386138613852,8492.266220913834,8230.0,8230.0,DART,TRAILING_DART,,8492.266220913834,6.7708663982289226,101907.194650966,77.22990374081044,90.19943743152679,0,3.0,76.50169623551291,83.35056683351985,최종매수후보,3.0,BULL,1.0,10.647409226280267,상승여력 77% | 200일↑ | 20일돌파 | 거래량x3.2 | MACD+,,95.10309278350515
2026-04-25,19,19,KCC,002380,KS,건축자재,557000.0,518375.0,529441.6666666666,475987.5,439025.0,1,56.53721907999161,5557.177120752261,0.5940928840724272,0,2.957486136783727,6.095238095238087,6.095238095238087,173127.92396137904,60152.0,60152.0,DART,TRAILING_DART,,173127.92396137904,3.2172741823222823,2077535.0875365485,272.9865507246945,100.0,0,3.0,65.6282072930593,82.81410364652965,진입대기,3.0,BULL,1.0,5.9791646509456715,상승여력 273% | 200일↑ | RSI우호 | MACD+,,18.943298969072163
2026-04-25,20,20,인화정공,101930,KQ,조선,10400.0,9993.5,9223.0,9732.833333333334,9415.45,1,58.72357915565992,-16.55308122494077,0.0,0,8.67293625914316,2.564102564102555,2.564102564102555,2769.102616062893,,3046.0128776691827,DART,TRAILING_DART,,2769.102616062893,3.7557293614444336,33229.231392754715,219.51184031494918,100.0,0,3.0,65.56167118189897,82.7808355909495,진입대기,3.0,BULL,1.0,22.008505802553593,상승여력 220% | 200일↑ | RSI우호,,0.3865979381443299
2026-04-25,21,21,농심홀딩스,072710,KS,식품,97500.0,94470.0,94403.33333333333,93201.66666666667,91456.5,1,58.07277919040969,293.7177924663806,1.1349489213418447,1,1.3513513513513598,1.4568158168574374,1.4568158168574374,24705.90139764845,,27176.49153741329,DART,TRAILING_DART,,24705.90139764845,3.9464255292980415,296470.8167717814,204.0726325864425,100.0,0,3.0,64.99345698859841,82.4967284942992,최종매수후보,3.0,BULL,1.0,7.681161075476895,상승여력 204% | 200일↑ | 20일돌파 | RSI우호 | MACD+,,64.5618556701031
