기준일,종목명,종목코드,시장,섹터그룹,종가,20일이평,60일이평,120일이평,200일이평,200일선상단여부,RSI14,MACD히스토그램,거래량비율20일,20일돌파,5일수익률(%),20일수익률(%),후행EPS(DART),컨센서스EPS(스크랩),자동선행EPS,원본EPS출처,EPS소스,수동선행EPS,모델EPS,현재PER,적정주가_기준,상승여력(%),밸류점수,기술점수,시장상태,레짐비중배수,date,market_regime,regime_weight_multiplier,sector_group
2026-05-06,삼성생명,032830,KS,생명보험,298000.0,249950.0,227428.33333333334,194599.16666666666,174650.0,1,74.18162989365922,2486.832092316745,2.199080768850041,1,19.199999999999996,31.85840707964602,12257.575,12321.0,12321.0,DART,TRAILING_DART,,12257.575,24.311497176235918,147090.90000000002,-50.64063758389261,5.0,89.97509069356168,BULL,1.0,2026-05-06,BULL,1.0,생명보험
2026-05-06,삼성물산,028260,KS,복합기업,375500.0,307325.0,300141.6666666667,276983.3333333333,239945.5,1,72.78689457495155,4784.463989378046,4.593451097161967,1,20.352564102564095,39.332096474953616,24090.01117695868,15388.0,15388.0,DART,TRAILING_DART,,24090.01117695868,15.58737342385103,289080.13412350416,-23.014611418507545,19.862215008805897,89.81082344557163,BULL,1.0,2026-05-06,BULL,1.0,복합기업
2026-05-06,신한지주,055550,KS,은행,97300.0,98620.0,95796.66666666667,87508.33333333333,80337.5,1,49.66107310828987,-362.9680987639126,1.8081510503864988,0,-2.407221664994985,4.736275565123793,10712.045264448756,11394.0,11394.0,DART|DAILY_DISC,TRAILING_DART,,10712.045264448756,9.083232715877353,128544.54317338507,32.11155516278013,60.872510855807086,65.16736480727681,BULL,1.0,2026-05-06,BULL,1.0,은행
2026-05-06,셀트리온,068270,KS,제약,194700.0,202260.0,211050.0,202760.0,191546.0,1,40.94643624924229,-549.5725680502192,2.0999015965132934,0,-4.558823529411759,-0.5617977528089901,4647.615893683153,6378.0,6378.0,DART|DAILY_DISC,TRAILING_DART,,4647.615893683153,41.892446461556375,55771.390724197845,-71.35521791258456,5.0,36.16814032954491,BULL,1.0,2026-05-06,BULL,1.0,제약
2026-05-06,삼성SDI,006400,KS,전기제품,698000.0,576875.0,460575.0,384854.1666666667,319473.5,1,76.69419516220873,10600.58287486471,0.8700113006506404,0,9.921259842519682,53.914002205071654,-7257.821081948583,1135.0,1135.0,DART|DAILY_DISC,TRAILING_DART,,-7257.821081948583,-96.17211448433785,-87093.852983383,-112.47762936724686,5.0,74.74461383647018,BULL,1.0,2026-05-06,BULL,1.0,전기제품
2026-05-06,한화오션,042660,KS,조선,130200.0,129315.0,130203.33333333333,127348.33333333333,120160.25,1,50.44542178955528,216.83975300065458,0.9343550004332595,0,-2.4719101123595544,6.721311475409841,4066.145810218727,4475.0,4475.0,DART|DAILY_DISC,TRAILING_DART,,4066.145810218727,32.020494610102595,48793.74972262472,-62.52400174913616,5.0,49.697991978741875,BULL,1.0,2026-05-06,BULL,1.0,조선
2026-05-06,HD현대일렉트릭,267260,KS,전기장비,1389000.0,1124800.0,1007050.0,921858.3333333334,784217.5,1,76.26855155599065,24043.185397807276,1.6999552669804383,1,6.3552833078101,55.36912751677852,20301.646477729784,27050.0,27050.0,DART|DAILY_DISC,TRAILING_DART,,20301.646477729784,68.41809611470113,243619.75773275743,-82.460780580795,5.0,89.26475554869737,BULL,1.0,2026-05-06,BULL,1.0,전기장비
2026-05-06,미래에셋증권,006800,KS,증권,83800.0,68890.0,65366.9583984375,45684.96717122396,35762.93896484375,1,70.40362892192778,707.9877623905675,7.0116181030325455,1,21.97962154294033,32.59493670886076,2828.823607287122,3466.0,3466.0,DART|DAILY_DISC,TRAILING_DART,,2828.823607287122,29.62362155919834,33945.88328744546,-59.491786053167715,5.0,91.08500386461218,BULL,1.0,2026-05-06,BULL,1.0,증권
2026-05-06,현대모비스,012330,KS,자동차부품,432500.0,423150.0,424400.0,396787.5,359597.5,1,53.13757840697171,644.9053349028254,1.5436963951847356,0,0.0,11.325611325611318,40390.51770409755,47937.0,47937.0,DART|DAILY_DISC,TRAILING_DART,,40390.51770409755,10.707958812722117,484686.21244917053,12.06617628882556,47.84301458773661,65.02150566771328,BULL,1.0,2026-05-06,BULL,1.0,자동차부품
2026-05-06,고려아연,010130,KS,비철금속,1747000.0,1634350.0,1656716.6666666667,1512416.6666666667,1278130.0,1,61.07317306228552,4747.360511513492,1.7031284140960719,1,6.39464068209501,17.960837272113437,36901.76213513276,65142.0,65142.0,DART|DAILY_DISC,TRAILING_DART,,36901.76213513276,47.34191265995799,442821.1456215931,-74.65248164730434,5.0,78.65051037683097,BULL,1.0,2026-05-06,BULL,1.0,비철금속
2026-05-06,하나금융지주,086790,KS,은행,125500.0,122015.0,117496.66666666667,106375.83333333333,98603.0,1,61.68581930314554,274.07985881904096,1.4051126831505643,0,1.2096774193548487,11.654804270462638,14712.50913937596,15539.0,15539.0,DART|DAILY_DISC,TRAILING_DART,,14712.50913937596,8.53015612844154,176550.10967251152,40.677378225108775,66.44029584632071,71.2895459925843,BULL,1.0,2026-05-06,BULL,1.0,은행
2026-05-06,NAVER,035420,KS,양방향미디어와서비스,208000.0,210145.0,223366.66666666666,237637.5,238908.75,0,44.30857012217954,461.34992182205815,1.2781361215194333,0,-3.2558139534883734,5.691056910569103,11595.25484050195,13899.0,13899.0,DART|DAILY_DISC,TRAILING_DART,,11595.25484050195,17.938372451587778,139143.0580860234,-33.10429899710413,11.033738377533886,20.751785547578738,BULL,1.0,2026-05-06,BULL,1.0,양방향미디어와서비스
