당일기준일,전일기준일,변화상태,종목명,종목코드,전일추천순위,당일추천순위,순위변화,전일결합액션,당일결합액션,전일종합점수,당일종합점수,종합점수변화,전일기술점수,당일기술점수,기술점수변화,전일밸류점수,당일밸류점수,밸류점수변화,전일20일돌파,당일20일돌파,전일거래량비율20일,당일거래량비율20일,거래량비율20일변화,전일상승여력(%),당일상승여력(%),상승여력변화(%)
2026-04-30,2026-04-28,이탈,세방전지,004490,39,,,최종매수후보,,77.63702869205778,,,62.74903067094977,,,92.5250267131658,,,1,,1.4412331584025495,,,85.25026713165803,,
2026-04-30,2026-04-28,이탈,삼천리,004690,29,,,최종매수후보,,80.55405925357125,,,61.1081185071425,,,100.0,,,1,,0.6178669462390644,,,167.65297207357403,,
2026-04-30,2026-04-28,이탈,효성,004800,49,,,최종매수후보,,75.05747588654245,,,88.47074124758376,,,61.64421052550113,,,1,,8.734138643764556,,,33.298785423847896,,
2026-04-30,2026-04-28,이탈,현대차2우B,005387,20,,,최종매수후보,,83.07405139279685,,,73.35656432405523,,,92.79153846153848,,,1,,1.4959724559668033,,,87.91538461538462,,
2026-04-30,2026-04-28,이탈,현대차3우B,005389,14,,,최종매수후보,,85.28048277405432,,,77.01776554810863,,,93.5432,,,1,,2.0831644030002026,,,95.432,,
2026-04-30,2026-04-28,이탈,화신,010690,4,,,최종매수후보,,91.43249586799804,,,93.19329386508048,,,89.67169787091561,,,1,,2.613725502787056,,,76.41799672448553,,
2026-04-30,2026-04-28,이탈,KG스틸,016380,3,,,최종매수후보,,93.04338029149542,,,87.92107968219416,,,98.1656809007967,,,1,,4.298681607270497,,,141.65680900796707,,
2026-04-30,2026-04-28,이탈,E1,017940,15,,,최종매수후보,,85.23060611825659,,,77.27123949405596,,,93.1899727424572,,,1,,1.2112681012791864,,,91.89972742457212,,
2026-04-30,2026-04-28,이탈,한국단자,025540,40,,,최종매수후보,,76.94613097649291,,,87.22365137773667,,,66.66861057524915,,,1,,1.804047282996896,,,41.02863165422945,,
2026-04-30,2026-04-28,이탈,SK,034730,48,,,최종매수후보,,75.41862308231964,,,83.45048969823016,,,67.38675646640914,,,1,,0.947535969539028,,,42.13347148678328,,
2026-04-30,2026-04-28,이탈,솔브레인홀딩스,036830,1,,,최종매수후보,,96.24741394816527,,,92.49482789633056,,,100.0,,,1,,3.445453036652572,,,277.147490125938,,
2026-04-30,2026-04-28,이탈,농심홀딩스,072710,26,,,최종매수후보,,82.03167430847775,,,64.0633486169555,,,100.0,,,1,,0.9556712033359372,,,203.4501706978316,,
2026-04-30,2026-04-28,이탈,GS,078930,11,,,최종매수후보,,85.95598922326296,,,83.43690969902539,,,88.47506874750053,,,1,,1.1226120917536444,,,74.57702884230851,,
2026-04-30,2026-04-28,이탈,iM금융지주,139130,18,,,최종매수후보,,83.24056970877265,,,76.25437467416602,,,90.22676474337928,,,1,,0.5290983934116521,,,77.27194575904504,,
2026-04-30,2026-04-28,이탈,KG에코솔루션,151860,2,,,최종매수후보,,93.35416256895864,,,86.70832513791729,,,100.0,,,1,,1.802716109455188,,,539.6246442179382,,
2026-04-30,2026-04-28,이탈,더블유게임즈,192080,17,,,최종매수후보,,83.43958218471127,,,85.04097642889366,,,81.83818794052888,,,1,,5.254233318167655,,,64.36644298542905,,
