추천순위,결합순위,기준일,종목명,종목코드,시장,섹터그룹,종가,20일이평,60일이평,120일이평,200일이평,200일선상단여부,RSI14,MACD히스토그램,거래량비율20일,20일돌파,5일수익률(%),20일수익률(%),후행EPS(DART),컨센서스EPS(스크랩),자동선행EPS,원본EPS출처,EPS소스,수동선행EPS,모델EPS,현재PER,적정주가_기준,상승여력(%),밸류점수,적자여부,최대비중(%),기술점수,종합점수,결합액션,권장비중(%),마켓레짐,레짐비중배수,섹터PER상한,핵심요약,주의표시,volume_ratio_pct_rank,선정의견,판단코멘트
1,1,2026-04-30,삼성전자,005930,KS,반도체와반도체장비,220500.0,211815.0,193495.8333333333,156402.91666666666,125030.0,1,58.62318859402161,351.79536750977786,1.0534754065724083,0,-1.7817371937639217,23.598654708520183,7732.577940801414,36464.0,36464.0,DART|DAILY_DISC,TRAILING_DART,,7732.577940801414,28.51571645162714,92790.93528961697,-57.917943179312026,5.0,0,3.0,76.80232284859555,40.901161424297776,제외,0.0,BULL,1.0,,비밸류평가,EPS없음,100.0,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
