timestamp,report_date,output_dir,folder_id,status,created,updated,total,target_files,message
2026-05-05T12:36:42,2026-05-05,D:\00.개발\03.new_valuation\output,,skipped,0,0,0,,missing_config
2026-05-07T23:06:11,2026-05-07,D:\00.개발\03.new_valuation\output,,skipped,0,0,0,,missing_config
