날짜,추천순위,종목명,종목코드,시장,결합액션,투자사유약,거래량비율20일,20일돌파,200일선상단여부,RSI14,종합지수,주의사항
2026-05-09,124,에스에이엠티,031330,KQ,추천_매수진입,200일선상단 | 20일돌파 | 거래량상승2.5x | MACD+,2.4947413553651585,1,1,,82.88501377555664,EPS스크래핑
2026-05-09,126,다우데이타,032190,KQ,진입_관심,상승잠재 1476% | 200일선상단,0.9412935080194202,0,1,,82.5,EPS스크래핑
2026-05-09,127,하림지주,003380,KQ,진입_관심,상승잠재 329% | 200일선상단,0.976899069885808,0,1,,82.5,EPS스크래핑
2026-05-09,128,기업은행,024110,KS,진입_관심,상승잠재 88% | 200일선상단,0.9466011114531924,0,1,,82.5,EPS스크래핑
2026-05-09,129,BNK금융지주,138930,KS,진입_관심,상승잠재 81% | 200일선상단,0.8876630749571057,0,1,,82.5,EPS스크래핑
2026-05-09,130,세아홀딩스,058650,KS,진입_관심,상승잠재 55% | 200일선상단,0.6550212450259661,0,1,,82.5,EPS스크래핑
2026-05-09,131,KT,030200,KS,진입_관심,상승잠재 47% | 200일선상단,0.58235545780798,0,1,,82.5,EPS스크래핑
2026-05-09,132,하림,136480,KQ,진입_관심,상승잠재 38% | 200일선상단,0.8360520576626044,0,1,,82.5,EPS스크래핑
2026-05-09,133,SK,034730,KS,추천_매수진입,200일선상단 | 20일돌파 | MACD+,0.9006883816718689,1,1,,81.23467544438248,EPS스크래핑
2026-05-09,151,교보증권,030610,KS,진입_관심,200일선상단 | MACD+,1.066924132688234,0,1,,76.838612446726,EPS스크래핑
2026-05-09,152,슈프리마,236200,KQ,진입_관심,200일선상단,0.503101505705942,0,1,,76.15607407240107,EPS스크래핑
2026-05-09,153,글로벌텍스프리,204620,KQ,추천_매수진입,200일선상단 | 20일돌파 | MACD+,0.9190281695666392,1,1,,76.09819477463574,EPS스크래핑
2026-05-09,154,비츠로테크,042370,KQ,진입_관심,200일선상단 | MACD+,0.4618114215665054,0,1,,75.79183293365101,EPS스크래핑
2026-05-09,165,동양생명,082640,KS,진입_관심,상승잠재 14% | 200일선상단,0.2646716438021681,0,1,,74.6749874117624,EPS스크래핑
2026-05-09,166,경동나비엔,009450,KS,진입_관심,200일선상단 | MACD+,0.9135673525997874,0,1,,74.01377121356549,EPS스크래핑
2026-05-09,167,현대차,005380,KS,진입_관심,200일선상단 | 20일돌파 | 거래량상승3.8x | MACD+,3.79332882592793,1,1,,73.8654773852704,EPS스크래핑
2026-05-09,168,삼성증권,016360,KS,진입_관심,200일선상단 | MACD+,1.4707175804857189,0,1,,73.31415554890809,EPS스크래핑
2026-05-09,169,한국정보통신,025770,KQ,진입_관심,200일선상단,0.2640225821071088,0,1,,73.07588570137685,EPS스크래핑
2026-05-09,176,BGF리테일,282330,KS,진입_관심,200일선상단 | 거래량상승2.5x,2.527617459759289,0,1,,69.76616168293546,EPS스크래핑
2026-05-09,177,LX세미콘,108320,KS,진입_관심,200일선상단 | MACD+,0.714625726744186,0,1,,69.63081089824388,EPS스크래핑
2026-05-09,179,현대모비스,012330,KS,진입_관심,200일선상단 | 20일돌파 | 거래량상승4.5x | MACD+,4.480628807632604,1,1,,69.02903056217352,EPS스크래핑
2026-05-09,180,이마트,139480,KS,진입_관심,200일선상단 | 20일돌파 | 거래량상승1.6x | MACD+,1.6333590637517814,1,1,,68.6006473489465,EPS스크래핑
2026-05-09,181,한섬,020000,KS,진입_관심,200일선상단 | 거래량상승1.7x,1.7182616789980452,0,1,,68.02804228955098,EPS스크래핑
2026-05-09,182,NH투자증권,005940,KS,진입_관심,200일선상단 | MACD+,0.8415468633442033,0,1,,66.13420563140986,EPS스크래핑
2026-05-09,183,LX인터내셔널,001120,KS,진입_관심,200일선상단,1.279036498986653,0,1,,65.90025729614918,EPS스크래핑
2026-05-09,184,금호석유화학,011780,KS,진입_관심,200일선상단 | 20일돌파 | 거래량상승3.4x | MACD+,3.372839738834793,1,1,,65.03264359863485,EPS스크래핑
