event_ts,trade_date,ticker,event,position_status,current_weight_pct,target_weight_pct,reason_code
2026-05-05 12:32:12,2026-05-05,035890,신호없음동결,신규편입대기,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,383220,신호없음동결,신규편입대기,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,013030,신호없음동결,신규편입대기,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,003540,신호없음동결,신규편입대기,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,030610,신호없음동결,신규편입대기,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,042370,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,055550,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,192400,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,006120,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,002790,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,101930,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,001390,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,036830,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,000880,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,151860,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,016610,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,016380,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,012630,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,194370,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,015860,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,267250,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,037460,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,007700,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,002380,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,139130,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,071050,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,124500,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,00088K,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,088350,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,004690,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,015360,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,001800,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,005880,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,015750,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,00680K,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,005440,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,017940,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,010690,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,093050,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,383800,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,078930,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,023590,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,000370,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,035810,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,034310,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,072710,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,032190,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,023760,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,192080,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,009970,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,064820,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,005389,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,001450,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,007340,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,035600,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,003380,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,009410,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,001200,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,004490,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,005387,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,036530,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,215200,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,034730,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,004800,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,025540,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,453340,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,005830,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,003800,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,138930,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,126720,신호없음동결,보유,0.0,0.0,NO_SIGNAL
2026-05-05 12:32:12,2026-05-05,002350,신호없음동결,보유,0.0,0.0,NO_SIGNAL
