기준일,추천순위,결합순위,종목명,종목코드,시장,섹터그룹,종가,20일이평,60일이평,120일이평,200일이평,200일선상단여부,RSI14,MACD히스토그램,거래량비율20일,20일돌파,5일수익률(%),20일수익률(%),상대강도20일,후행EPS(DART),컨센서스EPS(스크랩),자동선행EPS,원본EPS출처,EPS소스,수동선행EPS,모델EPS,현재PER,적정주가_기준,상승여력(%),밸류점수,적자여부,최대비중(%),기술점수,종합점수,결합액션,권장비중(%),마켓레짐,레짐비중배수,섹터PER상한,핵심요약,주의표시,volume_ratio_pct_rank
2026-04-29,1,1,삼성전자,005930,KS,반도체와반도체장비,226000.0,209710.0,192495.83333333334,155439.58333333334,124244.0,1,63.23130471791444,884.1070116771989,0.8273946046261281,1,3.9080459770114873,19.166886369628266,19.166886369628266,7732.577940801414,36464.0,36464.0,DART|DAILY_DISC,TRAILING_DART,,7732.577940801414,29.22699282570401,92790.93528961697,-58.94206403114293,5.0,0,3.0,84.89328176612779,44.94664088306389,제외,0.0,BULL,1.0,29.22699282570401,200일↑ | 20일돌파 | RSI우호 | MACD+,EPS스크랩,100.0
