추천순위,결합순위,날짜,종목명,종목코드,시장,섹터그룹,종가,200일이평,200일선상단여부,RSI14,MACD히스토그램,거래량비율20일,20일돌파,최근EPS(DART),컨센서스EPS(스크래),향후예상EPS,EPS출처,모델EPS,정정가_기본,상승잠재(%),발휘지수,기술지수,종합지수,적자여부,최대비중(%),결합액션,포트비중(%),마켓레짐,레짐비중배수,투자사유약,주의사항
185,185,2026-05-09,롯데리츠,330590,KS,湲고?,4210.0,4169.9,1,,-74.25207907884156,0.6653150361967406,0,,,,FORWARD_AUTO,,,,,65.0,65.0,0,3.0,관심종목,0.0,NEUTRAL,1.0,200일선상단 | 비교차부여,"EPS스크래핑,EPS미확보"
186,186,2026-05-09,신한알파리츠,293940,KS,湲고?,5760.0,5668.6,1,,-59.08401995351021,0.6812564517050231,0,,,,FORWARD_AUTO,,,,,65.0,65.0,0,3.0,관심종목,0.0,NEUTRAL,1.0,200일선상단 | 비교차부여,"EPS스크래핑,EPS미확보"
187,187,2026-05-09,코람코라이프인프라리츠,357120,KS,湲고?,4530.0,4470.125,1,,-42.10505707308791,0.7634259772235727,0,,,,FORWARD_AUTO,,,,,65.0,65.0,0,3.0,관심종목,0.0,NEUTRAL,1.0,200일선상단 | 비교차부여,"EPS스크래핑,EPS미확보"
188,188,2026-05-09,강원랜드,035250,KS,"호텔,레스토랑,레저",16270.0,17957.9,0,,-40.12068075405568,1.101163416997935,0,1487.295431187643,1360.0,1360.0,TRAILING_DART,1487.295431187643,17847.545174251718,9.696036719432799,74.240091798582,55.0,64.620045899291,0,3.0,관심종목,1.2982517212234126,NEUTRAL,1.0,추천사유미확인,EPS스크래핑
189,189,2026-05-09,현대차증권,001500,KS,증권,12220.0,9269.4,1,,129.83080406340673,1.6744805804880918,0,933.7240456737017,,1027.0964502410718,TRAILING_DART,933.7240456737017,11204.68854808442,-8.308604352827997,29.22848911793001,100.0,64.614244558965,0,3.0,관심종목,1.2980341709611873,NEUTRAL,1.0,200일선상단 | 거래량상승1.7x | MACD+,EPS스크래핑
190,190,2026-05-09,코나아이,052400,KQ,IT서비스,59500.0,53268.5,1,,-257.9207639257188,1.160561516797726,0,5118.52637092811,,5630.379008020921,TRAILING_DART,5118.52637092811,61422.31645113732,3.2307839514913006,58.07695987872825,70.0,64.03847993936412,0,3.0,관심종목,1.2764429977261544,NEUTRAL,1.0,200일선상단,EPS스크래핑
191,191,2026-05-09,JW중외제약,001060,KS,제약,30450.0,26791.0,1,,-86.79377680151102,0.4552374868580402,0,2641.560496703374,,2905.716546373712,TRAILING_DART,2641.560496703374,31698.72596044049,4.100906274024596,60.25226568506149,65.0,62.626132842530744,0,3.0,관심종목,1.223479981594903,NEUTRAL,1.0,200일선상단,EPS스크래핑
192,192,2026-05-09,케이엔제이,272110,KQ,반도체와반도체장비,38250.0,26603.3,1,,-231.82248136351475,1.2972899159663869,0,3184.8465623187394,,3503.331218550614,TRAILING_DART,3184.8465623187394,38218.15874782487,-0.08324510372582639,49.79188724068543,75.0,62.39594362034272,0,3.0,관심종목,1.2148478857628522,NEUTRAL,1.0,200일선상단,EPS스크래핑
193,193,2026-05-09,유바이오로직스,206650,KQ,생물공학,12270.0,13040.05,0,,-115.38721700112325,0.5277714402368507,0,1123.646185786046,,1236.0108043646508,TRAILING_DART,1123.646185786046,13483.754229432554,9.89204750963777,74.73011877409442,50.0,62.36505938704721,0,3.0,관심종목,1.2136897270142706,NEUTRAL,1.0,추천사유미확인,EPS스크래핑
194,194,2026-05-09,이녹스첨단소재,272290,KQ,디스플레이장비및부품,37500.0,27756.5,1,,249.92098935366403,1.3024862926269891,0,2806.066114126895,2836.0,2836.0,TRAILING_DART,2806.066114126895,33672.79336952274,-10.205884347939364,24.485289130151592,100.0,62.24264456507579,0,3.0,관심종목,1.209099171190342,NEUTRAL,1.0,200일선상단 | MACD+,EPS스크래핑
195,195,2026-05-09,진성티이씨,036890,KQ,기계,20000.0,13943.7,1,,213.60883654215704,1.603661601096574,0,1481.578137519078,,1629.735951270986,TRAILING_DART,1481.578137519078,17778.937650228934,-11.105311748855328,22.23672062786168,100.0,61.118360313930836,0,3.0,관심종목,1.1669385117724063,NEUTRAL,1.0,200일선상단 | 거래량상승1.6x | MACD+,EPS스크래핑
196,196,2026-05-09,NICE평가정보,030190,KS,상업서비스와공급품,14910.0,15985.9,0,,-43.60141462055651,1.0884633041234149,0,1325.2974399390462,,1457.827183932951,TRAILING_DART,1325.2974399390462,15903.569279268555,6.663777862297482,66.6594446557437,55.0,60.82972232787185,0,3.0,관심종목,1.1561145872951943,NEUTRAL,1.0,추천사유미확인,EPS스크래핑
197,197,2026-05-09,퍼시스,016800,KS,가구,34700.0,43464.75,0,,-182.2187874986428,0.4405198928465125,0,3093.9279331304347,,3403.320726443478,TRAILING_DART,3093.9279331304347,37127.135197565214,6.994625929582754,67.48656482395688,50.0,58.74328241197844,0,3.0,관심종목,1.0778730904491916,NEUTRAL,1.0,추천사유미확인,EPS스크래핑
198,198,2026-05-09,SAMG엔터,419530,KQ,방송과엔터테인먼트,35950.0,47509.0,0,,-437.6387079816309,0.3197294104319399,0,3016.4277619843742,,3318.070538182812,TRAILING_DART,3016.4277619843742,36197.13314381249,0.6874357268775722,51.71858931719393,65.0,58.359294658596966,0,3.0,관심종목,1.0634735496973864,NEUTRAL,1.0,추천사유미확인,EPS스크래핑
199,199,2026-05-09,가비아,079940,KQ,IT서비스,32150.0,28609.0,1,,234.39344012072843,0.4265038484574882,1,2318.759658449599,,2550.6356242945594,TRAILING_DART,2318.759658449599,27825.11590139519,-13.4522055944162,16.369486013959502,100.0,58.18474300697975,0,3.0,관심종목,1.0569278627617407,NEUTRAL,1.0,200일선상단 | 20일돌파 | MACD+,EPS스크래핑
200,200,2026-05-09,월덱스,101160,KQ,반도체와반도체장비,31800.0,25557.0,1,,-144.92196062604216,0.8570349756898413,0,2481.526472756666,,2729.679120032333,TRAILING_DART,2481.526472756666,29778.31767307999,-6.357491594088083,34.10627101477979,80.0,57.0531355073899,0,3.0,관심종목,1.0144925815271213,NEUTRAL,1.0,200일선상단,EPS스크래핑
201,201,2026-05-09,파트론,091700,KQ,핸드셋,7460.0,7179.55,1,,-105.4072736421713,1.0696205155709555,0,601.7301556,,661.90317116,TRAILING_DART,601.7301556,7220.7618672,-3.2069454798927644,41.98263630026809,70.0,55.99131815013405,0,3.0,관심종목,0.9746744306300269,NEUTRAL,1.0,200일선상단,EPS스크래핑
202,202,2026-05-09,티앤엘,340570,KQ,건강관리장비와용품,58400.0,51671.25,1,,-616.5290939530742,0.8493688833926781,0,4684.409821235236,,5152.8508033587605,TRAILING_DART,4684.409821235236,56212.91785482284,-3.7450036732485703,40.637490816878575,70.0,55.318745408439284,0,3.0,관심종목,0.9494529528164732,NEUTRAL,1.0,200일선상단,EPS스크래핑
203,203,2026-05-09,메리츠금융지주,138040,KS,湲고?,112400.0,115526.0,0,,-383.26628482799015,1.0248659446366983,0,,,,FORWARD_AUTO,,,,,55.0,55.0,0,3.0,관심종목,0.0,NEUTRAL,1.0,비교차부여,"EPS스크래핑,EPS미확보"
204,204,2026-05-09,원익머트리얼즈,104830,KQ,화학,50200.0,34717.0,1,,-284.33049303026564,1.4306983240223463,0,3862.7107169257615,,4248.981788618338,TRAILING_DART,3862.7107169257615,46352.52860310914,-7.664285651177016,30.839285872057463,75.0,52.91964293602873,0,3.0,관심종목,0.8594866101010773,NEUTRAL,1.0,200일선상단,EPS스크래핑
205,205,2026-05-09,롯데손해보험,000400,KS,손해보험,2065.0,1886.525,1,,-10.373978294884685,0.4712071972585337,0,165.4044231754762,,181.94486549302383,TRAILING_DART,165.4044231754762,1984.8530781057145,-3.881206871393972,40.29698282151507,65.0,52.648491410757536,0,3.0,관심종목,0.8493184279034076,NEUTRAL,1.0,200일선상단,EPS스크래핑
206,206,2026-05-09,넥스틸,092790,KS,철강,19840.0,12500.85,1,,156.59804314366102,0.2600377302570232,0,1385.961203522806,,1524.5573238750867,TRAILING_DART,1385.961203522806,16631.534442273674,-16.171701399830273,9.57074650042432,95.0,52.28537325021216,0,3.0,관심종목,0.8357014968829559,NEUTRAL,1.0,200일선상단 | MACD+,EPS스크래핑
207,207,2026-05-09,한양이엔지,045100,KQ,반도체와반도체장비,35500.0,24009.4,1,,26.039180609520827,1.7219005648798853,1,2381.660580057143,,2619.826638062857,TRAILING_DART,2381.660580057143,28579.926960685712,-19.493163491026166,1.267091272434584,100.0,50.63354563621729,0,3.0,관심종목,0.7737579613581484,NEUTRAL,1.0,200일선상단 | 20일돌파 | 거래량상승1.7x | MACD+,EPS스크래핑
208,208,2026-05-09,SNT모티브,064960,KS,자동차부품,34150.0,34265.25,0,,-176.11089245694774,1.6041549130931094,0,2618.968963920189,3801.0,3801.0,TRAILING_DART,2618.968963920189,31427.627567042266,-7.971808002804492,30.070479992988773,70.0,50.03523999649438,0,3.0,관심종목,0.7513214998685394,NEUTRAL,1.0,거래량상승1.6x,EPS스크래핑
209,209,2026-05-09,모베이스전자,012860,KQ,자동차부품,4365.0,2382.1,1,,41.29800753232664,7.054125843666205,1,283.9373374795075,,312.33107122745827,TRAILING_DART,283.9373374795075,3407.24804975409,-21.94162543518694,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,200일선상단 | 20일돌파 | 거래량상승7.1x | MACD+,EPS스크래핑
210,210,2026-05-09,대한항공,003490,KS,항공사,27050.0,23678.75,1,,186.49033430161543,2.032361411589021,1,1757.8396566047118,498.0,498.0,TRAILING_DART,1757.8396566047118,21094.07587925654,-22.018203773543288,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,200일선상단 | 20일돌파 | 거래량상승2.0x | MACD+,EPS스크래핑
211,211,2026-05-09,지엔씨에너지,119850,KQ,전기장비,38000.0,34229.25,1,,341.0612993248224,2.675951817404357,1,2432.7951909150934,,2676.074710006603,TRAILING_DART,2432.7951909150934,29193.54229098112,-23.17488870794442,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,200일선상단 | 20일돌파 | 거래량상승2.7x | MACD+,EPS스크래핑
212,212,2026-05-09,LG씨엔에스,064400,KS,IT서비스,71000.0,65799.5,1,,371.0587693810494,3.478333734312104,1,4532.727449805208,5114.0,5114.0,TRAILING_DART,4532.727449805208,54392.7293976625,-23.390521975123235,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,200일선상단 | 20일돌파 | 거래량상승3.5x | MACD+,EPS스크래핑
213,213,2026-05-09,SK스퀘어,402340,KS,복합기업,1098000.0,377538.5,1,,39493.42337111721,1.0655648067786727,1,66829.3639178036,187971.0,187971.0,TRAILING_DART,66829.3639178036,801952.3670136431,-26.962443805679126,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,200일선상단 | 20일돌파 | MACD+,EPS스크래핑
214,214,2026-05-09,LG,003550,KS,복합기업,108900.0,84242.0,1,,1255.13311321128,2.048122677871357,1,6484.961232890973,7820.0,7820.0,TRAILING_DART,6484.961232890973,77819.53479469169,-28.54037208935566,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,200일선상단 | 20일돌파 | 거래량상승2.0x | MACD+,EPS스크래핑
215,215,2026-05-09,인바디,041830,KQ,건강관리장비와용품,38500.0,29400.75,1,,606.7030745852686,4.436368451960328,1,2224.452701611067,,2446.8979717721736,TRAILING_DART,2224.452701611067,26693.432419332803,-30.66640930043428,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,200일선상단 | 20일돌파 | 거래량상승4.4x | MACD+,EPS스크래핑
216,216,2026-05-09,삼성물산,028260,KS,복합기업,422500.0,242340.0,1,,11822.046092387303,1.8724004425156504,1,24090.01117695868,15388.0,15388.0,TRAILING_DART,24090.01117695868,289080.13412350416,-31.578666479643992,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,200일선상단 | 20일돌파 | 거래량상승1.9x | MACD+,EPS스크래핑
217,217,2026-05-09,우주일렉트로,065680,KQ,핸드셋,41000.0,35950.5,1,,362.0437279451289,1.6822549916594742,1,2328.345465182457,,2561.180011700703,TRAILING_DART,2328.345465182457,27940.14558218948,-31.853303458074432,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,200일선상단 | 20일돌파 | 거래량상승1.7x | MACD+,EPS스크래핑
218,218,2026-05-09,한화투자증권,003530,KS,증권,8550.0,6075.4,1,,103.00035473148448,1.162005169517928,0,475.46519650460135,,523.0117161550615,TRAILING_DART,475.46519650460135,5705.582358055216,-33.26804259584543,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,200일선상단 | MACD+,EPS스크래핑
219,219,2026-05-09,마이크로컨텍솔,098120,KQ,반도체와반도체장비,37200.0,23349.4,1,,1.6889983210671744,0.9941193475747064,1,2041.358993624986,,2245.4948929874845,TRAILING_DART,2041.358993624986,24496.30792349983,-34.14970988306497,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,200일선상단 | 20일돌파 | MACD+,EPS스크래핑
220,220,2026-05-09,KT&G,033780,KS,담배,181000.0,147478.5,1,,240.92028866973124,1.2600333003326716,1,9612.384457183936,11414.0,11414.0,TRAILING_DART,9612.384457183936,115348.61348620724,-36.27148426176395,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,200일선상단 | 20일돌파 | MACD+,EPS스크래핑
221,221,2026-05-09,삼성E&A,028050,KS,건설,62400.0,31118.75,1,,476.7991395894896,1.0734855845252629,0,3307.693569505102,3544.0,3544.0,TRAILING_DART,3307.693569505102,39692.322834061226,-36.39050827874804,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,200일선상단 | MACD+,EPS스크래핑
222,222,2026-05-09,LG전자,066570,KS,전자제품,154100.0,96563.5,1,,2448.0064224540447,1.379872799862169,1,7492.412487484298,9479.0,9479.0,TRAILING_DART,7492.412487484298,89908.94984981159,-41.65545110330202,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,200일선상단 | 20일돌파 | MACD+,EPS스크래핑
223,223,2026-05-09,현대위아,011210,KS,자동차부품,90500.0,67752.25,1,,418.5922868775908,6.237958531836336,1,4299.7478625088215,7116.0,7116.0,TRAILING_DART,4299.7478625088215,51596.974350105855,-42.98676867391619,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,200일선상단 | 20일돌파 | 거래량상승6.2x | MACD+,EPS스크래핑
224,224,2026-05-09,원텍,336570,KQ,건강관리장비와용품,8370.0,8761.35,0,,28.831497562569066,7.4862254955039615,1,391.4794599182426,546.0,546.0,TRAILING_DART,391.4794599182426,4697.753519018911,-43.87391255652437,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,20일돌파 | 거래량상승7.5x | MACD+,EPS스크래핑
225,225,2026-05-09,HL만도,204320,KS,자동차부품,59900.0,46751.75,1,,606.6583173740746,4.409211998588307,1,2615.200139212115,4351.0,4351.0,TRAILING_DART,2615.200139212115,31382.401670545383,-47.60867834633492,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,200일선상단 | 20일돌파 | 거래량상승4.4x | MACD+,EPS스크래핑
226,226,2026-05-09,휴젤,145020,KQ,생물공학,291500.0,270687.5,1,,1287.7990876538545,4.450427059904102,1,11945.21272008942,13420.0,13420.0,TRAILING_DART,11945.21272008942,143342.55264107304,-50.82588245589261,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,200일선상단 | 20일돌파 | 거래량상승4.5x | MACD+,EPS스크래핑
227,227,2026-05-09,프로텍,053610,KQ,반도체와반도체장비,86500.0,40914.75,1,,859.40474945609,2.4634852958517635,1,3216.056394181818,,3537.6620336,TRAILING_DART,3216.056394181818,38592.67673018182,-55.384188751234895,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,200일선상단 | 20일돌파 | 거래량상승2.5x | MACD+,EPS스크래핑
228,228,2026-05-09,디케이티,290550,KQ,핸드셋,31200.0,10973.25,1,,347.815627907979,1.223620307790962,1,1158.53054862126,,1274.3836034833862,TRAILING_DART,1158.53054862126,13902.366583455121,-55.441132745336155,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,200일선상단 | 20일돌파 | MACD+,EPS스크래핑
229,229,2026-05-09,SK하이닉스,000660,KS,반도체와반도체장비,1686000.0,649977.5,1,,45577.72319971133,1.0518050148541696,1,60260.64190203718,224066.0,224066.0,TRAILING_DART,60260.64190203718,723127.7028244461,-57.109863414920156,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,200일선상단 | 20일돌파 | MACD+,EPS스크래핑
230,230,2026-05-09,PI첨단소재,178920,KS,화학,29100.0,18882.05,1,,357.516949662619,1.8549206753819527,0,1034.6942918830623,1406.0,1406.0,TRAILING_DART,1034.6942918830623,12416.331502596748,-57.33219414915207,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,200일선상단 | 거래량상승1.9x | MACD+,EPS스크래핑
231,231,2026-05-09,미래에셋증권,006800,KS,증권,79600.0,36336.296875,1,,1129.7264173338483,1.220036402432714,0,2828.823607287122,3466.0,3466.0,TRAILING_DART,2828.823607287122,33945.88328744546,-57.35441798059615,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,200일선상단 | MACD+,EPS스크래핑
232,232,2026-05-09,DB하이텍,000990,KS,반도체와반도체장비,168100.0,73949.25,1,,2578.4767228828387,1.3186372557407005,1,5805.880538346898,,6386.468592181588,TRAILING_DART,5805.880538346898,69670.56646016278,-58.55409490769614,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,200일선상단 | 20일돌파 | MACD+,EPS스크래핑
233,233,2026-05-09,PS일렉트로닉스,332570,KQ,핸드셋,11050.0,5609.65,1,,237.86935198666288,1.9317784524760544,1,346.8059110398712,,381.48650214385833,TRAILING_DART,346.8059110398712,4161.670932478454,-62.337819615579605,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,200일선상단 | 20일돌파 | 거래량상승1.9x | MACD+,EPS스크래핑
234,234,2026-05-09,코오롱생명과학,102940,KQ,제약,63800.0,45853.5,1,,607.6534891293327,3.4606589923809468,1,1906.7271927045683,,2097.399911975025,TRAILING_DART,1906.7271927045683,22880.72631245482,-64.13679261370717,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,200일선상단 | 20일돌파 | 거래량상승3.5x | MACD+,EPS스크래핑
235,235,2026-05-09,LS,006260,KS,전기장비,543000.0,224041.0,1,,16289.392232784863,1.1560121412655229,1,15549.51923076923,14858.0,14858.0,TRAILING_DART,15549.51923076923,186594.23076923075,-65.63642158946026,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,200일선상단 | 20일돌파 | MACD+,EPS스크래핑
236,236,2026-05-09,HD현대마린솔루션,443060,KS,조선,240500.0,200319.5,1,,1095.1535985671144,1.284718583115047,0,6012.725498478146,7713.0,7713.0,TRAILING_DART,6012.725498478146,72152.70598173774,-69.99887485166829,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,200일선상단 | MACD+,EPS스크래핑
237,237,2026-05-09,영풍,000670,KS,핸드셋,66700.0,51922.83009765625,1,,48.56673069423505,1.0156945886650373,0,1658.77930097711,,1824.6572310748213,TRAILING_DART,1658.77930097711,19905.35161172532,-70.15689413534434,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,200일선상단 | MACD+,EPS스크래핑
238,238,2026-05-09,인탑스,049070,KQ,핸드셋,19100.0,17113.9,1,,105.53333768657848,2.351827105552415,1,474.48715441860463,,521.9358698604651,TRAILING_DART,474.48715441860463,5693.845853023256,-70.18928872762693,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,200일선상단 | 20일돌파 | 거래량상승2.4x | MACD+,EPS스크래핑
239,239,2026-05-09,하나머티리얼즈,166090,KQ,반도체와반도체장비,80000.0,46841.0,1,,718.6198272649058,0.5031372604563545,1,1940.3515812830165,3248.0,3248.0,TRAILING_DART,1940.3515812830165,23284.218975396197,-70.89472628075475,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,200일선상단 | 20일돌파 | MACD+,EPS스크래핑
240,240,2026-05-09,솔브레인,357780,KQ,반도체와반도체장비,461000.0,315383.0,1,,404.1823754928846,1.3365062279945277,0,10797.519150959188,20725.0,20725.0,TRAILING_DART,10797.519150959188,129570.22981151025,-71.89365947689583,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,200일선상단 | MACD+,EPS스크래핑
241,241,2026-05-09,GS리테일,007070,KS,백화점과일반상점,25800.0,19753.05,1,,56.44701053765221,4.983491059944122,1,600.8920694534091,2294.0,2294.0,TRAILING_DART,600.8920694534091,7210.70483344091,-72.0515316533298,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,200일선상단 | 20일돌파 | 거래량상승5.0x | MACD+,EPS스크래핑
242,242,2026-05-09,슈어소프트테크,298830,KQ,소프트웨어,8170.0,6370.4,1,,45.928483360576266,7.577369813124658,1,180.1835350446334,,198.2018885490968,TRAILING_DART,180.1835350446334,2162.202420535601,-73.53485409381149,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,200일선상단 | 20일돌파 | 거래량상승7.6x | MACD+,EPS스크래핑
243,243,2026-05-09,세아베스틸지주,001430,KS,철강,74000.0,46859.0,1,,52.75654861554494,1.1755307769294838,0,1565.3372286785395,2057.0,2057.0,TRAILING_DART,1565.3372286785395,18784.046744142473,-74.61615304845613,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,200일선상단 | MACD+,EPS스크래핑
244,244,2026-05-09,에이치엠넥스,036170,KQ,디스플레이장비및부품,8770.0,2158.44,1,,59.14522594434288,2.200370871757325,1,177.79225089303253,,195.5714759823358,TRAILING_DART,177.79225089303253,2133.50701071639,-75.67266806480741,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,200일선상단 | 20일돌파 | 거래량상승2.2x | MACD+,EPS스크래핑
245,245,2026-05-09,원익홀딩스,030530,KQ,반도체와반도체장비,33800.0,25390.3,1,,302.1883257645902,1.242549065396722,0,652.8789639775799,,718.1668603753379,TRAILING_DART,652.8789639775799,7834.547567730959,-76.82086518422793,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,200일선상단 | MACD+,EPS스크래핑
246,246,2026-05-09,삼성중공업,010140,KS,조선,31950.0,25318.7,1,,27.490074311280974,1.125052172074381,0,608.811062740909,1358.0,1358.0,TRAILING_DART,608.811062740909,7305.732752890908,-77.13385679846351,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,200일선상단 | MACD+,EPS스크래핑
247,247,2026-05-09,롯데쇼핑,023530,KS,백화점과일반상점,138100.0,83459.5,1,,932.6211685147746,1.0772323032470816,1,2600.169485189433,9616.0,9616.0,TRAILING_DART,2600.169485189433,31202.033822273195,-77.40620288032353,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,200일선상단 | 20일돌파 | MACD+,EPS스크래핑
248,248,2026-05-09,칩스앤미디어,094360,KQ,반도체와반도체장비,19050.0,16965.1,1,,105.14175819904848,1.3709437672279474,1,277.6083204346229,,305.3691524780852,TRAILING_DART,277.6083204346229,3331.2998452154748,-82.51286170490563,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,200일선상단 | 20일돌파 | MACD+,EPS스크래핑
249,249,2026-05-09,오킨스전자,080580,KQ,반도체와반도체장비,26900.0,12077.8,1,,273.08846890634936,1.2888225766419286,1,378.52465038926834,,416.3771154281952,TRAILING_DART,378.52465038926834,4542.29580467122,-83.11414199006981,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,200일선상단 | 20일돌파 | MACD+,EPS스크래핑
250,250,2026-05-09,HS효성첨단소재,298050,KS,화학,257500.0,207256.0,1,,2400.237197413568,1.09063115501073,0,3494.08801396802,13489.0,13489.0,TRAILING_DART,3494.08801396802,41929.05616761624,-83.716871391217,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,200일선상단 | MACD+,EPS스크래핑
251,251,2026-05-09,유진테크,084370,KQ,반도체와반도체장비,148600.0,88068.25,1,,1140.0594474914292,1.0709274390322998,1,1941.0855408625976,,2135.1940949488576,TRAILING_DART,1941.0855408625976,23293.02649035117,-84.32501582075965,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,200일선상단 | 20일돌파 | MACD+,EPS스크래핑
252,252,2026-05-09,솔루엠,248070,KS,전자장비와기기,22750.0,17250.15,1,,334.76379061170246,1.7639418083871352,0,296.6923694914004,1085.0,1085.0,TRAILING_DART,296.6923694914004,3560.308433896805,-84.3502925982558,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,200일선상단 | 거래량상승1.8x | MACD+,EPS스크래핑
253,253,2026-05-09,에이팩트,200470,KQ,반도체와반도체장비,9980.0,5758.95,1,,212.8184656169152,1.0100532345389168,1,123.3683012546146,,135.70513138007607,TRAILING_DART,123.3683012546146,1480.419615055375,-85.16613612168963,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,200일선상단 | 20일돌파 | MACD+,EPS스크래핑
254,254,2026-05-09,현대오토에버,307950,KS,IT서비스,592000.0,290288.5,1,,10065.628929548351,6.6033430572267,1,6811.167028916516,8097.0,8097.0,TRAILING_DART,6811.167028916516,81734.00434699819,-86.19358034679084,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,200일선상단 | 20일돌파 | 거래량상승6.6x | MACD+,EPS스크래핑
255,255,2026-05-09,대덕,008060,KS,전자장비와기기,19620.0,10609.15,1,,268.2340841207051,1.254927165855534,1,199.001512636295,,218.9016638999245,TRAILING_DART,199.001512636295,2388.0181516355397,-87.82865366138869,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,200일선상단 | 20일돌파 | MACD+,EPS스크래핑
256,256,2026-05-09,포스코DX,022100,KS,IT서비스,35250.0,28947.25,1,,45.4018853026364,1.0413897341103546,0,346.1308198931311,,380.7439018824442,TRAILING_DART,346.1308198931311,4153.5698387175735,-88.21682315257426,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,200일선상단 | MACD+,EPS스크래핑
257,257,2026-05-09,대한전선,001440,KS,전기장비,72300.0,25030.15,1,,2906.054415906454,1.2190668655559451,1,482.0525579560551,562.0,562.0,TRAILING_DART,482.0525579560551,5784.6306954726615,-91.99912766877917,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,200일선상단 | 20일돌파 | MACD+,EPS스크래핑
258,258,2026-05-09,가온전선,000500,KS,전기장비,477000.0,90708.5,1,,27288.056981547103,2.061572380191895,1,3106.828732073736,,3417.51160528111,TRAILING_DART,3106.828732073736,37281.94478488483,-92.18407866144972,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,200일선상단 | 20일돌파 | 거래량상승2.1x | MACD+,EPS스크래핑
259,259,2026-05-09,삼현,437730,KQ,자동차부품,53600.0,38783.8,1,,6.390025207447252,2.1345480121421927,0,305.628149867191,,336.1909648539101,TRAILING_DART,305.628149867191,3667.5377984062916,-93.15757873431663,0.0,100.0,50.0,0,3.0,관심종목,0.75,NEUTRAL,1.0,200일선상단 | 거래량상승2.1x | MACD+,EPS스크래핑
