기준일,종목명,종목코드,시장,섹터그룹,종가,20일이평,60일이평,120일이평,200일이평,200일선상단여부,RSI14,MACD히스토그램,거래량비율20일,20일돌파,5일수익률(%),20일수익률(%),후행EPS(DART),컨센서스EPS(스크랩),자동선행EPS,원본EPS출처,EPS소스,수동선행EPS,모델EPS,현재PER,적정주가_기준,상승여력(%),밸류점수,기술점수,시장상태,레짐비중배수,date,market_regime,regime_weight_multiplier,sector_group
2026-05-05,삼성전자,005930,KS,반도체와반도체장비,232500.0,214130.0,194864.16666666666,157502.08333333334,125884.0,1,64.67251756085062,687.607814073006,1.4197401937688168,1,5.9225512528473745,24.865735767991403,7732.577940801414,36464.0,36464.0,DART|DAILY_DISC,TRAILING_DART,,7732.577940801414,30.06759217688576,92790.93528961697,-60.08992030554109,5.0,87.11436127195131,BULL,1.0,2026-05-05,BULL,1.0,반도체와반도체장비
