as_of_date,ticker,name,market,sector_group,position_status,entry_date,entry_price,current_price,current_weight_pct,target_weight_pct,initial_stop_price,trailing_stop_price,days_held,total_score,combined_action,reason_code,brief_reason,warn_flags,portfolio_weight_pct
2026-04-28,000880,한화,KS,복합기업,신규편입대기,2026-04-28,129100.0,129100.0,0.0,2.4000000000000004,118772.0,118772.0,0,82.61316165598092,진입대기,NEW_ENTRY,상승여력 147% | 200일↑ | RSI우호 | MACD+,nan,2.4000000000000004
2026-04-28,088350,한화생명,KS,생명보험,신규편입대기,2026-04-28,4975.0,4975.0,0.0,2.4000000000000004,4577.0,4577.0,0,82.54197521334999,진입대기,NEW_ENTRY,상승여력 132% | 200일↑ | RSI우호 | MACD+,nan,2.4000000000000004
2026-04-28,093050,LF,KS,"섬유,의류,신발,호화품",신규편입대기,2026-04-28,25500.0,25500.0,0.0,2.4000000000000004,23460.0,23460.0,0,82.34199289262988,진입대기,NEW_ENTRY,상승여력 89% | 200일↑ | RSI우호,nan,2.4000000000000004
2026-04-28,072710,농심홀딩스,KS,식품,신규편입대기,2026-04-28,97700.0,97700.0,0.0,2.4000000000000004,89884.0,89884.0,0,82.03167430847775,최종매수후보,NEW_ENTRY,상승여력 203% | 200일↑ | 20일돌파 | RSI우호 | MACD+,nan,2.4000000000000004
2026-04-28,002380,KCC,KS,건축자재,신규편입대기,2026-04-28,553000.0,553000.0,0.0,2.4000000000000004,508760.0,508760.0,0,81.95057791606762,진입대기,NEW_ENTRY,상승여력 276% | 200일↑ | RSI우호 | MACD+,nan,2.4000000000000004
2026-04-28,00088K,한화3우B,KS,복합기업,신규편입대기,2026-04-28,48800.0,48800.0,0.0,2.4000000000000004,44896.0,44896.0,0,80.64525504147355,진입대기,NEW_ENTRY,상승여력 156% | 200일↑ | RSI우호 | MACD+,EPS스크랩,2.4000000000000004
2026-04-28,004690,삼천리,KS,가스유틸리티,신규편입대기,2026-04-28,145200.0,145200.0,0.0,2.4000000000000004,133584.0,133584.0,0,80.55405925357125,최종매수후보,NEW_ENTRY,상승여력 168% | 200일↑ | 20일돌파 | RSI우호 | MACD+,nan,2.4000000000000004
2026-04-28,016610,DB증권,KS,증권,신규편입대기,2026-04-28,14190.0,14190.0,0.0,1.8,13054.800000000001,13054.800000000001,0,79.97213424976624,진입대기,NEW_ENTRY,상승여력 90% | 200일↑ | RSI우호 | MACD+,EPS스크랩,1.8
2026-04-28,001800,오리온홀딩스,KS,식품,신규편입대기,2026-04-28,24550.0,24550.0,0.0,1.8,22586.0,22586.0,0,79.93134412339744,진입대기,NEW_ENTRY,상승여력 164% | 200일↑ | RSI우호 | MACD+,nan,1.8
2026-04-28,383800,LX홀딩스,KS,무역회사와판매업체,신규편입대기,2026-04-28,9220.0,9220.0,0.0,1.8,8482.4,8482.4,0,79.84701136002265,진입대기,NEW_ENTRY,상승여력 131% | 200일↑ | RSI우호 | MACD+,nan,1.8
2026-04-28,023760,한국캐피탈,KQ,기타금융,신규편입대기,2026-04-28,981.0,981.0,0.0,1.8,902.5200000000001,902.5200000000001,0,79.13129011026149,진입대기,NEW_ENTRY,상승여력 290% | 200일↑ | RSI우호 | MACD+,nan,1.8
2026-04-28,009410,태영건설,KS,건설,신규편입대기,2026-04-28,2045.0,2045.0,0.0,1.8,1881.4,1881.4,0,78.77654545358334,진입대기,NEW_ENTRY,상승여력 89% | 200일↑ | RSI우호,nan,1.8
2026-04-28,007340,DN오토모티브,KS,자동차부품,신규편입대기,2026-04-28,41000.0,41000.0,0.0,1.8,37720.0,37720.0,0,78.72611283584887,진입대기,NEW_ENTRY,상승여력 63% | 200일↑ | RSI우호 | MACD+,nan,1.8
2026-04-28,073240,금호타이어,KS,자동차부품,신규편입대기,2026-04-28,6120.0,6120.0,0.0,1.8,5630.400000000001,5630.400000000001,0,78.71427927434914,진입대기,NEW_ENTRY,상승여력 157% | 200일↑ | 거래량x3.8 | RSI우호 | MACD+,EPS스크랩,1.8
2026-04-28,00680K,미래에셋증권2우B,KS,증권,신규편입대기,2026-04-28,20400.0,20400.0,0.0,1.8,18768.0,18768.0,0,78.41695461890164,진입대기,NEW_ENTRY,상승여력 104% | 200일↑ | RSI우호,EPS스크랩,1.8
2026-04-28,071050,한국금융지주,KS,증권,신규편입대기,2026-04-28,258500.0,258500.0,0.0,1.8,237820.0,237820.0,0,77.95625379823888,진입대기,NEW_ENTRY,상승여력 69% | 200일↑ | RSI우호 | MACD+,nan,1.8
2026-04-28,004490,세방전지,KS,자동차부품,신규편입대기,2026-04-28,66100.0,66100.0,0.0,1.8,60812.0,60812.0,0,77.63702869205778,최종매수후보,NEW_ENTRY,상승여력 85% | 200일↑ | 20일돌파 | RSI우호 | MACD+,nan,1.8
2026-04-28,032190,다우데이타,KQ,증권,신규편입대기,2026-04-28,24100.0,24100.0,0.0,1.8,22172.0,22172.0,0,76.70652933086876,진입대기,NEW_ENTRY,상승여력 1460% | 200일↑ | RSI우호 | MACD+,nan,1.8
2026-04-28,124500,아이티센글로벌,KQ,IT서비스,신규편입대기,2026-04-28,52000.0,52000.0,0.0,1.8,47840.0,47840.0,0,76.64593023647365,진입대기,NEW_ENTRY,상승여력 97% | 200일↑ | 거래량x1.6 | RSI우호 | MACD+,nan,1.8
2026-04-28,000370,한화손해보험,KS,손해보험,신규편입대기,2026-04-28,6760.0,6760.0,0.0,1.8,6219.2,6219.2,0,76.01679237539014,진입대기,NEW_ENTRY,상승여력 345% | 200일↑ | RSI우호 | MACD+,nan,1.8
2026-04-28,023590,다우기술,KS,증권,신규편입대기,2026-04-28,47900.0,47900.0,0.0,1.8,44068.0,44068.0,0,75.80495964592882,진입대기,NEW_ENTRY,상승여력 569% | 200일↑ | RSI우호 | MACD+,nan,1.8
2026-04-28,064820,케이프,KQ,증권,신규편입대기,2026-04-28,16120.0,16120.0,0.0,1.8,14830.400000000001,14830.400000000001,0,75.75670486089666,진입대기,NEW_ENTRY,상승여력 55% | 200일↑ | MACD+,nan,1.8
2026-04-28,035600,KG이니시스,KQ,IT서비스,신규편입대기,2026-04-28,11470.0,11470.0,0.0,1.8,10552.4,10552.4,0,75.58572729364789,진입대기,NEW_ENTRY,상승여력 119% | 200일↑ | RSI우호 | MACD+,nan,1.8
2026-04-28,034730,SK,KS,석유와가스,신규편입대기,2026-04-28,414000.0,414000.0,0.0,1.8,380880.0,380880.0,0,75.41862308231964,최종매수후보,NEW_ENTRY,상승여력 42% | 200일↑ | 20일돌파 | MACD+,nan,1.8
2026-04-28,004800,효성,KS,복합기업,신규편입대기,2026-04-28,227000.0,227000.0,0.0,1.8,208840.0,208840.0,0,75.05747588654245,최종매수후보,NEW_ENTRY,상승여력 33% | 200일↑ | 20일돌파 | 거래량x8.7 | MACD+,EPS스크랩,1.8
2026-04-28,009970,영원무역홀딩스,KS,"섬유,의류,신발,호화품",신규편입대기,2026-04-28,206000.0,206000.0,0.0,1.8,185400.0,185400.0,0,74.92707814076647,진입대기,NEW_ENTRY,상승여력 162% | 200일↑,nan,1.8
2026-04-28,003690,코리안리,KS,손해보험,신규편입대기,2026-04-28,12620.0,12620.0,0.0,1.8,11358.0,11358.0,0,74.60958961721187,진입대기,NEW_ENTRY,상승여력 73% | 200일↑ | 20일돌파 | RSI우호 | MACD+,nan,1.8
2026-04-28,005830,DB손해보험,KS,손해보험,신규편입대기,2026-04-28,173500.0,173500.0,0.0,1.8,156150.0,156150.0,0,74.58094537897618,진입대기,NEW_ENTRY,상승여력 78% | 200일↑ | RSI우호 | MACD+,nan,1.8
2026-04-28,001450,현대해상,KS,손해보험,신규편입대기,2026-04-28,30850.0,30850.0,0.0,1.8,27765.0,27765.0,0,74.04867599118825,진입대기,NEW_ENTRY,상승여력 344% | 200일↑ | RSI우호 | MACD+,nan,1.8
2026-04-28,472850,폰드그룹,KQ,"섬유,의류,신발,호화품",신규편입대기,2026-04-28,5960.0,5960.0,0.0,1.8,5364.0,5364.0,0,74.02794825276811,진입대기,NEW_ENTRY,상승여력 55% | 200일↑ | 20일돌파 | 거래량x2.1 | RSI우호 | MACD+,nan,1.8
2026-04-28,086790,하나금융지주,KS,은행,신규편입대기,2026-04-28,127000.0,127000.0,0.0,1.8,114300.0,114300.0,0,72.94403855407737,진입대기,NEW_ENTRY,상승여력 39% | 200일↑ | 20일돌파 | RSI우호 | MACD+,EPS스크랩,1.8
2026-04-28,007700,F&F홀딩스,KS,"섬유,의류,신발,호화품",신규편입대기,2026-04-28,19650.0,19650.0,0.0,1.8,17685.0,17685.0,0,72.88938595402439,진입대기,NEW_ENTRY,상승여력 474% | 200일↑ | RSI우호 | MACD+,nan,1.8
2026-04-28,003380,하림지주,KQ,식품,신규편입대기,2026-04-28,13190.0,13190.0,0.0,1.8,11871.0,11871.0,0,72.88463280838452,진입대기,NEW_ENTRY,상승여력 317% | 200일↑ | MACD+,nan,1.8
2026-04-28,138930,BNK금융지주,KS,은행,신규편입대기,2026-04-28,18860.0,18860.0,0.0,1.8,16974.0,16974.0,0,72.01928137615279,진입대기,NEW_ENTRY,상승여력 71% | 200일↑ | RSI우호 | MACD+,nan,1.8
2026-04-28,034310,NICE,KS,IT서비스,신규편입대기,2026-04-28,13820.0,13820.0,0.0,1.8,12438.0,12438.0,0,71.5964667896362,진입대기,NEW_ENTRY,상승여력 81% | 200일↑ | 20일돌파 | RSI우호 | MACD+,nan,1.8
2026-04-28,215200,메가스터디교육,KQ,교육서비스,신규편입대기,2026-04-28,46200.0,46200.0,0.0,1.8,41580.0,41580.0,0,71.49558971869786,진입대기,NEW_ENTRY,상승여력 133% | 200일↑ | RSI우호 | MACD+,nan,1.8
2026-04-28,035810,이지홀딩스,KQ,식품,신규편입대기,2026-04-28,5440.0,5440.0,0.0,1.8,4896.0,4896.0,0,70.88448032067942,진입대기,NEW_ENTRY,상승여력 137% | 200일↑ | 거래량x1.8,nan,1.8
2026-04-28,214320,이노션,KS,광고,신규편입대기,2026-04-28,19510.0,19510.0,0.0,1.8,17559.0,17559.0,0,69.96468814821768,진입대기,NEW_ENTRY,상승여력 68% | 200일↑ | 20일돌파 | RSI우호 | MACD+,nan,1.8
2026-04-28,453340,현대그린푸드,KS,식품,신규편입대기,2026-04-28,16240.0,16240.0,0.0,1.8,14616.0,14616.0,0,69.90635659541218,진입대기,NEW_ENTRY,상승여력 99% | 200일↑ | RSI우호 | MACD+,nan,1.8
2026-04-28,003800,에이스침대,KQ,가구,신규편입대기,2026-04-28,34350.0,34350.0,0.0,1.8,30915.0,30915.0,0,69.59767184694405,진입대기,NEW_ENTRY,상승여력 76% | 200일↑ | RSI우호 | MACD+,nan,1.8
2026-04-28,027410,BGF,KS,화학,신규편입대기,2026-04-28,5100.0,5100.0,0.0,1.8,4590.0,4590.0,0,68.69516592525594,진입대기,NEW_ENTRY,상승여력 39% | 200일↑ | RSI우호,nan,1.8
2026-04-28,024110,기업은행,KS,은행,신규편입대기,2026-04-28,22500.0,22500.0,0.0,1.8,20250.0,20250.0,0,68.3969301788944,진입대기,NEW_ENTRY,상승여력 82% | 200일↑ | RSI우호 | MACD+,EPS스크랩,1.8
2026-04-28,057050,현대홈쇼핑,KS,인터넷과카탈로그소매,신규편입대기,2026-04-28,87000.0,87000.0,0.0,1.8,78300.0,78300.0,0,68.1559383428488,진입대기,NEW_ENTRY,상승여력 32% | 200일↑ | RSI우호 | MACD+,nan,1.8
2026-04-28,059090,미코,KQ,반도체와반도체장비,신규편입대기,2026-04-28,21150.0,21150.0,0.0,1.8,19035.0,19035.0,0,67.60263078036586,진입대기,NEW_ENTRY,상승여력 27% | 200일↑ | RSI우호 | MACD+,nan,1.8
2026-04-28,078070,유비쿼스홀딩스,KQ,통신장비,신규편입대기,2026-04-28,16240.0,16240.0,0.0,1.8,14616.0,14616.0,0,67.14148622590734,진입대기,NEW_ENTRY,상승여력 41% | 200일↑ | RSI우호,nan,1.8
2026-04-28,006730,서부T&D,KQ,"호텔,레스토랑,레저",신규편입대기,2026-04-28,14840.0,14840.0,0.0,1.8,13356.0,13356.0,0,66.78840487619948,진입대기,NEW_ENTRY,상승여력 45% | 200일↑ | RSI우호 | MACD+,nan,1.8
2026-04-28,005380,현대차,KS,자동차,신규편입대기,2026-04-28,555000.0,555000.0,0.0,1.8,499500.0,499500.0,0,66.7345349122257,진입대기,NEW_ENTRY,200일↑ | 20일돌파 | 거래량x2.8 | RSI우호 | MACD+,EPS스크랩,1.8
2026-04-28,316140,우리금융지주,KS,은행,신규편입대기,2026-04-28,33500.0,33500.0,0.0,1.8,30150.0,30150.0,0,66.35586064754514,진입대기,NEW_ENTRY,상승여력 57% | 200일↑ | RSI우호,EPS스크랩,1.8
2026-04-28,058650,세아홀딩스,KS,철강,신규편입대기,2026-04-28,158300.0,158300.0,0.0,1.8,142470.0,142470.0,0,66.16452021382644,진입대기,NEW_ENTRY,상승여력 51% | 200일↑ | RSI우호 | MACD+,nan,1.8
2026-04-28,014830,유니드,KS,화학,신규편입대기,2026-04-28,91600.0,91600.0,0.0,1.8,82440.0,82440.0,0,65.80489145884204,진입대기,NEW_ENTRY,상승여력 26% | 200일↑ | RSI우호 | MACD+,EPS스크랩,1.8
2026-04-28,126720,수산인더스트리,KS,에너지장비및서비스,신규편입대기,2026-04-28,33750.0,33750.0,0.0,1.8,30375.0,30375.0,0,65.29663596134729,진입대기,NEW_ENTRY,상승여력 22% | 200일↑ | RSI우호 | MACD+,nan,1.8
2026-04-28,031330,에스에이엠티,KQ,전자장비와기기,신규편입대기,2026-04-28,7230.0,7230.0,0.0,1.8,6507.0,6507.0,0,65.125826803969,진입대기,NEW_ENTRY,상승여력 26% | 200일↑ | MACD+,nan,1.8
2026-04-28,025540,한국단자,KS,자동차부품,신규편입대기,2026-04-28,89300.0,89300.0,0.0,1.799999999999999,82156.0,82156.0,0,76.94613097649291,최종매수후보,NEW_ENTRY,상승여력 41% | 200일↑ | 20일돌파 | 거래량x1.8 | MACD+,nan,1.799999999999999
2026-04-28,001200,유진투자증권,KS,증권,신규편입대기,2026-04-28,6280.0,6280.0,0.0,1.1999999999999993,5652.0,5652.0,0,73.6889603756685,진입대기,NEW_ENTRY,상승여력 27% | 200일↑ | 20일돌파 | 거래량x32.4 | MACD+,EPS스크랩,1.1999999999999993
2026-04-28,000270,기아,KS,자동차,신규편입대기,2026-04-28,155600.0,155600.0,0.0,0.5999999999999979,140040.0,140040.0,0,65.03536040041726,진입대기,NEW_ENTRY,상승여력 49% | 200일↑ | 거래량x1.6 | RSI우호 | MACD+,EPS스크랩,0.5999999999999979
2026-04-28,002350,넥센타이어,KS,자동차부품,신규편입대기,2026-04-28,7720.0,7720.0,0.0,0.0,7102.400000000001,7102.400000000001,0,75.67638804101018,진입대기,NEW_ENTRY,상승여력 141% | 200일↑ | 거래량x1.6 | RSI우호 | MACD+,nan,0.0
2026-04-28,036530,SNT홀딩스,KS,자동차부품,신규편입대기,2026-04-28,63000.0,63000.0,0.0,0.0,56700.0,56700.0,0,73.88169503553999,진입대기,NEW_ENTRY,상승여력 157% | 200일↑ | RSI우호 | MACD+,nan,0.0
2026-04-28,005850,에스엘,KS,자동차부품,신규편입대기,2026-04-28,66000.0,66000.0,0.0,0.0,59400.0,59400.0,0,71.07489172722899,진입대기,NEW_ENTRY,상승여력 26% | 200일↑ | 20일돌파 | 거래량x1.8 | RSI우호 | MACD+,nan,0.0
2026-04-28,003470,유안타증권,KS,증권,신규편입대기,2026-04-28,5540.0,5540.0,0.0,0.0,4986.0,4986.0,0,66.15782933339229,진입대기,NEW_ENTRY,200일↑ | 20일돌파 | 거래량x4.5 | RSI우호 | MACD+,EPS스크랩,0.0
2026-04-28,009900,명신산업,KS,자동차부품,신규편입대기,2026-04-28,13530.0,13530.0,0.0,0.0,12177.0,12177.0,0,65.91478505804831,진입대기,NEW_ENTRY,상승여력 16% | 200일↑ | 거래량x2.0 | RSI우호 | MACD+,nan,0.0
2026-04-28,161390,한국타이어앤테크놀로지,KS,자동차부품,신규편입대기,2026-04-28,62200.0,62200.0,0.0,0.0,55980.0,55980.0,0,65.19729649247525,진입대기,NEW_ENTRY,상승여력 51% | 200일↑ | RSI우호 | MACD+,nan,0.0
