ticker,market,data_source,row_count,latest_trade_date,stale_flag,latest_close
000250,KQ,yfinance,245,20260508,1,404000.0
003380,KQ,yfinance,245,20260508,1,12840.0
003800,KQ,yfinance,245,20260508,1,35000.0
005290,KQ,yfinance,245,20260508,1,59600.0
006730,KQ,yfinance,245,20260508,1,14100.0
006910,KQ,yfinance,245,20260508,1,14310.0
007390,KQ,yfinance,245,20260508,1,19070.0
009520,KQ,yfinance,245,20260508,1,20900.0
010170,KQ,yfinance,245,20260508,1,22350.0
013030,KQ,yfinance,245,20260508,1,43500.0
014620,KQ,yfinance,245,20260508,1,41350.0
014940,KQ,yfinance,245,20260508,1,7520.0
015750,KQ,yfinance,245,20260508,1,9100.0
018000,KQ,yfinance,245,20260508,1,1203.0
018290,KQ,yfinance,245,20260508,1,16170.0
019210,KQ,yfinance,245,20260508,1,15350.0
023160,KQ,yfinance,245,20260508,1,40100.0
023410,KQ,yfinance,245,20260508,1,3850.0
023760,KQ,yfinance,245,20260508,1,944.0
025320,KQ,yfinance,245,20260508,1,5650.0
025770,KQ,yfinance,245,20260508,1,11220.0
025900,KQ,yfinance,245,20260508,1,11340.0
025980,KQ,yfinance,245,20260508,1,7410.0
027360,KQ,yfinance,245,20260508,1,15750.0
028300,KQ,yfinance,245,20260508,1,58200.0
030520,KQ,yfinance,245,20260508,1,20050.0
031330,KQ,yfinance,245,20260508,1,8560.0
031980,KQ,yfinance,245,20260508,1,124300.0
032190,KQ,yfinance,245,20260508,1,23850.0
032500,KQ,yfinance,245,20260508,1,33900.0
032820,KQ,yfinance,245,20260508,1,20150.0
033100,KQ,yfinance,245,20260508,1,87800.0
033160,KQ,yfinance,245,20260508,1,28500.0
033640,KQ,yfinance,245,20260508,1,32850.0
033790,KQ,yfinance,245,20260508,1,18550.0
034950,KQ,yfinance,245,20260508,1,111200.0
035600,KQ,yfinance,245,20260508,1,11120.0
035760,KQ,yfinance,245,20260508,1,50100.0
035810,KQ,yfinance,245,20260508,1,5540.0
035900,KQ,yfinance,245,20260508,1,59900.0
036170,KQ,yfinance,245,20260508,1,8770.0
036200,KQ,yfinance,245,20260508,1,12670.0
036540,KQ,yfinance,245,20260508,1,8410.0
036620,KQ,yfinance,245,20260508,1,6060.0
036810,KQ,yfinance,245,20260508,1,42200.0
036830,KQ,yfinance,245,20260508,1,66400.0
036890,KQ,yfinance,245,20260508,1,20000.0
036930,KQ,yfinance,245,20260508,1,138900.0
037460,KQ,yfinance,245,20260508,1,36300.0
039030,KQ,yfinance,245,20260508,1,478500.0
039200,KQ,yfinance,245,20260508,1,51000.0
039440,KQ,yfinance,245,20260508,1,37800.0
041190,KQ,yfinance,245,20260508,1,6590.0
041510,KQ,yfinance,245,20260508,1,92200.0
041830,KQ,yfinance,245,20260508,1,38500.0
041920,KQ,yfinance,245,20260508,1,19540.0
041960,KQ,yfinance,245,20260508,1,9350.0
042000,KQ,yfinance,245,20260508,1,25850.0
042370,KQ,yfinance,245,20260508,1,19050.0
042520,KQ,yfinance,245,20260508,1,25200.0
043150,KQ,yfinance,245,20260508,1,23050.0
043260,KQ,yfinance,245,20260508,1,43750.0
