당일기준일,전일기준일,변화상태,종목명,종목코드,전일추천순위,당일추천순위,순위변화,전일결합액션,당일결합액션,전일종합점수,당일종합점수,종합점수변화,전일기술점수,당일기술점수,기술점수변화,전일밸류점수,당일밸류점수,밸류점수변화,전일20일돌파,당일20일돌파,전일거래량비율20일,당일거래량비율20일,거래량비율20일변화,전일상승여력(%),당일상승여력(%),상승여력변화(%)
2026-04-27,2026-04-25,신규,iM금융지주,139130,,16.0,,,최종매수후보,,83.76491737433805,,,76.5813992448999,,,90.94843550377621,,,1.0,,0.5277868405270504,,,78.38220846734802,
2026-04-27,2026-04-25,유지,효성,004800,7.0,28.0,21.0,최종매수후보,최종매수후보,87.9582956578761,80.45273568405318,-7.505559973822926,85.89766857137353,88.53796746073627,2.6402988893627395,90.0189227443787,72.3675039073701,-17.651418837008606,1.0,1.0,1.58138435107421,3.74361405326551,2.1622297021913,76.9521888375057,49.79615985749244,-27.15602898001326
2026-04-27,2026-04-25,유지,케이프,064820,29.0,41.0,12.0,최종매수후보,최종매수후보,80.18548851280013,76.08733881578054,-4.098149697019593,87.517481269418,81.34533811147003,-6.172143157947971,72.85349575618228,70.82933952009105,-2.0241562360912297,1.0,1.0,4.455083903744535,1.0779037523236386,-3.377180151420897,50.54383962489582,47.429753107832376,-3.1140865170634413
2026-04-27,2026-04-25,유지,E1,017940,15.0,17.0,2.0,최종매수후보,최종매수후보,85.26928108974911,83.67160146156588,-1.5976796281832293,77.01093595770159,73.91055542809484,-3.1003805296067526,93.52762622179664,93.43264749503693,-0.09497872675970598,1.0,1.0,1.3189773897230876,0.6470761819142584,-0.6719012078088292,95.27626221796636,94.32647495036926,-0.9497872675971024
2026-04-27,2026-04-25,유지,KG에코솔루션,151860,3.0,6.0,3.0,최종매수후보,최종매수후보,90.12877021365168,90.48162434506875,0.3528541314170752,80.25754042730337,80.96324869013749,0.705708262834122,100.0,100.0,0.0,1.0,1.0,1.3316172096671457,0.8801742874864732,-0.4514429221806725,557.7957988832206,544.9696969551355,-12.826101928085109
2026-04-27,2026-04-25,유지,일진홀딩스,015860,1.0,4.0,3.0,최종매수후보,최종매수후보,91.35684093752364,91.80016095140155,0.44332001387790854,85.96918252671612,88.28013562520894,2.310953098492817,96.74449934833112,95.32018627759416,-1.4243130707369573,1.0,1.0,1.9926617419421524,2.77187974804032,0.7792180060981677,127.44499348331134,113.20186277594155,-14.243130707369787
2026-04-27,2026-04-25,유지,유진투자증권,001200,40.0,31.0,-9.0,최종매수후보,최종매수후보,77.65925629448427,79.44330786618048,1.7840515716962102,79.01575264898001,89.91136103215456,10.895608383174547,76.30275993998853,68.97525470020638,-7.327505239782155,1.0,1.0,0.9476916204574264,2.8747168106559378,1.9270251901985114,55.850399907674685,44.577314923394425,-11.27308498428026
2026-04-27,2026-04-25,유지,KG케미칼,001390,2.0,2.0,0.0,최종매수후보,최종매수후보,90.22867451751966,92.59250395248708,2.363829434967414,80.45734903503933,85.18500790497414,4.727658869934814,100.0,100.0,0.0,1.0,1.0,1.702859830558405,1.7982467358734975,0.09538690531509242,625.7897619161296,598.994955296433,-26.7948066196966
2026-04-27,2026-04-25,유지,제이에스코퍼레이션,194370,5.0,3.0,-2.0,최종매수후보,최종매수후보,89.71369391100906,92.11178649120555,2.39809258019649,80.27558451184495,87.43177178231844,7.156187270473481,99.15180331017316,96.79180120009265,-2.360002110080515,1.0,1.0,0.7293546213163477,3.171614777445982,2.4422601561296347,151.51803310173167,127.9180120009265,-23.60002110080518
2026-04-27,2026-04-25,유지,KG스틸,016380,10.0,7.0,-3.0,최종매수후보,최종매수후보,86.5077850072395,88.95683993075347,2.4490549235139696,73.015570014479,78.26146653936786,5.245896524888863,100.0,99.65221332213909,-0.3477866778609098,1.0,1.0,1.5525121262124266,1.643388687789697,0.09087656157727042,164.01790984149648,156.5221332213909,-7.495776620105573
2026-04-27,2026-04-25,이탈,DB손해보험,005830,28.0,,,최종매수후보,,80.69988370229252,,,71.37504536080385,,,90.0247220437812,,,1.0,,0.9447108768834018,,,76.96111083658646,,
2026-04-27,2026-04-25,이탈,DN오토모티브,007340,27.0,,,최종매수후보,,81.04847939789309,,,86.22772765372417,,,75.86923114206199,,,1.0,,0.931038615413873,,,55.18343252624922,,
2026-04-27,2026-04-25,이탈,SK,034730,33.0,,,최종매수후보,,78.65971807286331,,,86.33921738263157,,,70.98021876309507,,,1.0,,1.4869740965798848,,,47.66187502014625,,
2026-04-27,2026-04-25,이탈,농심홀딩스,072710,21.0,,,최종매수후보,,82.4967284942992,,,64.99345698859841,,,100.0,,,1.0,,1.1349489213418449,,,204.0726325864425,,
2026-04-27,2026-04-25,이탈,더블유게임즈,192080,18.0,,,최종매수후보,,83.35056683351985,,,76.50169623551291,,,90.1994374315268,,,1.0,,3.162220320311981,,,77.22990374081044,,
2026-04-27,2026-04-25,이탈,HD현대,267250,9.0,,,최종매수후보,,87.20617908341472,,,81.02520429443668,,,93.38715387239276,,,1.0,,0.9874756993570332,,,93.87153872392751,,
2026-04-27,2026-04-25,이탈,LX홀딩스,383800,4.0,,,최종매수후보,,89.71709446221209,,,83.21444366517179,,,96.21974525925238,,,1.0,,7.609953322195834,,,122.19745259252376,,
2026-04-27,2026-04-25,이탈,현대그린푸드,453340,43.0,,,최종매수후보,,76.16738714402125,,,58.55842831720387,,,93.77634597083863,,,1.0,,0.9330619877894504,,,97.76345970838626,,
