추천순위,결합순위,기준일,종목명,종목코드,시장,섹터그룹,종가,20일이평,60일이평,120일이평,200일이평,200일선상단여부,RSI14,MACD히스토그램,거래량비율20일,20일돌파,5일수익률(%),20일수익률(%),후행EPS(DART),컨센서스EPS(스크랩),자동선행EPS,원본EPS출처,EPS소스,수동선행EPS,모델EPS,현재PER,적정주가_기준,상승여력(%),밸류점수,적자여부,최대비중(%),기술점수,종합점수,결합액션,권장비중(%),마켓레짐,레짐비중배수,섹터PER상한,핵심요약,주의표시,volume_ratio_pct_rank,선정의견,판단코멘트
111,111,2026-04-28,우리기술투자,041190,KQ,창업투자,6730.0,6576.0,7074.0,7537.25,8609.35,0,50.49661383854919,48.24473730522013,0.9825276745229152,0,-0.4437869822485174,7.507987220447276,1316.0070536071428,,1447.607758967857,DART,TRAILING_DART,,1316.0070536071428,5.113954352716603,15792.084643285714,134.6520749373806,97.46520749373806,0,3.0,24.70354938573699,61.08437843973753,관찰,1.2000000000000002,NEUTRAL,0.8,,비밸류평가,EPS없음,54.89690721649485,관찰후진입,신호는 있으나 추가 확인이 필요합니다.
112,112,2026-04-28,한국앤컴퍼니,000240,KS,자동차부품,25100.0,24587.5,26782.5,26594.166666666668,25327.75,0,49.09008055860021,138.76268516542882,0.9261480599539328,0,0.8032128514056325,4.583333333333339,3657.538424182632,,4023.2922666008953,DART,TRAILING_DART,,3657.538424182632,6.862538978140529,43890.46109019158,74.86239478163976,88.66055660806585,0,3.0,33.38154140006414,61.02104900406499,관찰,1.2000000000000002,NEUTRAL,0.8,,비밸류평가,EPS없음,48.58247422680412,관찰후진입,신호는 있으나 추가 확인이 필요합니다.
113,113,2026-04-28,팬오션,028670,KS,해운사,5580.0,5404.75,5218.083333333333,4597.125,4353.175,1,56.68375614814773,11.545814702210322,0.5296909865381069,0,-1.7605633802816878,13.993871297242077,563.8312571780187,678.0,678.0,DART,TRAILING_DART,,563.8312571780187,9.896577972508934,6765.9750861362245,21.25403380172446,53.8151219711209,0,3.0,67.74564817460261,60.780385072861755,관찰,1.2000000000000002,NEUTRAL,0.8,,비밸류평가,EPS없음,13.144329896907218,관찰후진입,신호는 있으나 추가 확인이 필요합니다.
114,114,2026-04-28,휴온스글로벌,084110,KQ,제약,63200.0,57790.0,60240.0,56316.25,52619.75,1,53.68252359226023,1306.7505421514472,0.8697061461240884,0,7.118644067796609,-4.675716440422317,6462.7802546356925,,7109.058280099262,DART,TRAILING_DART,,6462.7802546356925,9.779073016549994,77553.36305562832,22.711017493082775,54.762161370503804,0,3.0,66.42663521742597,60.594398293964886,관찰,1.2000000000000002,NEUTRAL,0.8,,비밸류평가,EPS없음,42.2680412371134,관찰후진입,신호는 있으나 추가 확인이 필요합니다.
115,115,2026-04-28,DL이앤씨,375500,KS,건설,99900.0,91700.0,65076.66666666666,53251.66666666666,49674.5,1,68.72581900127575,-885.1475884808206,1.1033342263044077,0,-0.6958250497017926,49.55089820359282,9567.184222811082,8020.0,8020.0,DART|DAILY_DISC,TRAILING_DART,,9567.184222811082,10.441943802211728,114806.21067373297,14.921131805538511,49.698735673600034,0,3.0,69.27434337514083,59.48653952437043,관찰,1.2000000000000002,NEUTRAL,0.8,,비밸류평가,EPS없음,64.17525773195877,관찰후진입,신호는 있으나 추가 확인이 필요합니다.
116,116,2026-04-28,지역난방공사,071320,KS,복합유틸리티,76900.0,75335.0,86383.33333333333,95221.66666666669,91528.5,0,45.08483466371492,835.6961108500191,0.3886235501131181,0,-1.029601029601035,6.509695290858719,29267.941324205804,15978.0,15978.0,DART|DAILY_DISC,TRAILING_DART,,29267.941324205804,2.6274482085421056,351215.2958904696,356.71689972752876,100.0,0,3.0,18.73436480490293,59.36718240245146,관찰,1.2000000000000002,NEUTRAL,0.8,,비밸류평가,EPS없음,5.670103092783505,관찰후진입,신호는 있으나 추가 확인이 필요합니다.
117,117,2026-04-28,한국정보통신,025770,KQ,IT서비스,11830.0,10059.5,8675.833333333334,8287.416666666666,8537.8,1,59.53703264285888,190.03386859630564,0.5417233320587169,0,-13.20616287600881,55.04587155963303,976.7076250462987,,1074.378387550929,DART,TRAILING_DART,,976.7076250462987,12.11212004149064,11720.491500555585,-0.9256846952190645,39.19002589168332,0,3.0,79.45105977040754,59.32054283104543,관찰,1.2000000000000002,NEUTRAL,0.8,,비밸류평가,EPS없음,14.432989690721648,관찰후진입,신호는 있으나 추가 확인이 필요합니다.
118,118,2026-04-28,IPARK현대산업개발,294870,KS,건설,23700.0,22525.0,22235.83333333333,21186.75,21241.5,1,56.06126298389556,106.67709063578128,1.421514490177035,0,2.155172413793105,15.8924205378973,2399.5619063767263,5108.0,5108.0,DART|DAILY_DISC,TRAILING_DART,,2399.5619063767263,9.876802901820676,28794.742876520715,21.496805386163366,53.972923501006186,0,3.0,64.52822412373271,59.25057381236945,관찰,1.2000000000000002,NEUTRAL,0.8,,비밸류평가,EPS없음,79.12371134020619,관찰후진입,신호는 있으나 추가 확인이 필요합니다.
119,119,2026-04-28,한라IMS,092460,KQ,조선,21000.0,16824.5,15939.5,16312.083333333334,15169.65,1,77.5149033287316,500.3904036439967,3.164638192457375,1,16.86143572621035,46.64804469273742,1489.7637145171625,,1638.740085968879,DART,TRAILING_DART,,1489.7637145171625,14.096195118301813,17877.164574205948,-14.870644884733576,26.988185725858123,0,3.0,91.2819948284738,59.13509027716596,관찰,1.2000000000000002,NEUTRAL,0.8,,비밸류평가,EPS없음,95.4896907216495,관찰후진입,신호는 있으나 추가 확인이 필요합니다.
120,120,2026-04-28,CJ프레시웨이,051500,KQ,식품과기본식료품소매,27650.0,28040.0,30665.0,28554.166666666668,28501.25,0,42.71180401295679,64.76359907686356,0.988619381538108,0,-2.640845070422537,-9.640522875816991,4220.7021444312495,5369.0,5369.0,DART|DAILY_DISC,TRAILING_DART,,4220.7021444312495,6.551042706598267,50648.425733175,83.17694659376129,92.31769465937613,0,3.0,25.649996865247914,58.98384576231202,관찰,1.2000000000000002,NEUTRAL,0.8,,비밸류평가,EPS없음,55.79896907216495,관찰후진입,신호는 있으나 추가 확인이 필요합니다.
121,121,2026-04-28,KB금융,105560,KS,은행,158800.0,155450.0,153038.33333333334,140119.16666666666,129597.5,1,56.26145288983047,-39.59550107411269,1.1245672712281187,0,-0.9975062344139696,11.909795630725872,15665.033853854356,16924.0,16924.0,DART|DAILY_DISC,TRAILING_DART,,15665.033853854356,10.137226735767795,187980.40624625227,18.375570684037946,51.944120944624665,0,3.0,65.83668731101575,58.890404127820204,관찰,1.2000000000000002,NEUTRAL,0.8,,비밸류평가,EPS없음,66.23711340206185,관찰후진입,신호는 있으나 추가 확인이 필요합니다.
122,122,2026-04-28,현대차증권,001500,KS,증권,11580.0,10825.0,10923.166666666666,9572.75,9173.7,1,59.50983279847567,88.80912238045664,1.4402246913640004,1,3.392857142857153,16.733870967741925,933.7240456737017,,1027.0964502410718,DART|DAILY_DISC,TRAILING_DART,,933.7240456737017,12.401951147830603,11204.68854808442,-3.241031536403982,37.164097405646515,0,3.0,80.51256657417144,58.83833198990898,관찰,1.2000000000000002,NEUTRAL,0.8,,비밸류평가,EPS없음,80.15463917525774,관찰후진입,신호는 있으나 추가 확인이 필요합니다.
123,123,2026-04-28,현대글로비스,086280,KS,항공화물운송과물류,234500.0,221425.0,236150.0,214304.16666666663,194450.5,1,55.33364911745548,2085.059370068319,2.0136851787225565,0,0.4282655246252709,13.012048192771086,23129.296707266665,24033.0,24033.0,DART|DAILY_DISC,TRAILING_DART,,23129.296707266665,10.138656742049823,277551.5604872,18.35887440818762,51.93326836532195,0,3.0,65.38657430046005,58.659921332891,관찰,1.2000000000000002,NEUTRAL,0.8,,비밸류평가,EPS없음,88.01546391752578,관찰후진입,신호는 있으나 추가 확인이 필요합니다.
124,124,2026-04-28,KT,030200,KS,다각화된통신서비스,60900.0,61790.0,60965.0,56415.41666666666,55164.5,1,46.790779775581285,-253.59761553546437,0.7931548076121742,0,-2.8708133971291905,0.8278145695364225,7288.142685023315,5829.0,5829.0,DART,TRAILING_DART,,7288.142685023315,8.356038380690016,87457.71222027978,43.60872285760227,68.34566985744146,0,3.0,48.74252900784696,58.54409943264422,관찰,1.2000000000000002,NEUTRAL,0.8,,비밸류평가,EPS없음,36.08247422680412,관찰후진입,신호는 있으나 추가 확인이 필요합니다.
125,125,2026-04-28,LX세미콘,108320,KS,디스플레이장비및부품,60500.0,54095.0,53567.5,52599.16666666666,54470.5,1,62.56605152700103,1271.1260352272438,2.5668183859810703,0,10.401459854014591,25.0,5080.641733366945,,5588.70590670364,DART|DAILY_DISC,TRAILING_DART,,5080.641733366945,11.90794454225502,60967.70080040334,0.7730591742203918,40.50248846324325,0,3.0,76.4276609010992,58.46507468217123,관찰,1.2000000000000002,NEUTRAL,0.8,,비밸류평가,EPS없음,93.29896907216495,관찰후진입,신호는 있으나 추가 확인이 필요합니다.
126,126,2026-04-28,이마트,139480,KS,백화점과일반상점,106800.0,98235.0,99531.66666666669,90580.83333333331,86912.5,1,65.5711279227557,1077.960577616937,0.8352690261852064,1,5.014749262536866,11.598746081504707,8926.67539046404,8079.0,8079.0,DART,TRAILING_DART,,8926.67539046404,11.964140660260767,107120.10468556848,0.2997234883600042,40.194820267434004,0,3.0,76.72393700274105,58.45937863508753,관찰,1.2000000000000002,NEUTRAL,0.8,,비밸류평가,EPS없음,39.819587628865975,관찰후진입,신호는 있으나 추가 확인이 필요합니다.
127,127,2026-04-28,미스토홀딩스,081660,KS,"섬유,의류,신발,호화품",40800.0,41817.5,45980.833333333336,44392.083333333336,42073.25,0,37.889817621098594,89.46601953796414,0.951241586572794,0,-4.337631887456039,-0.4878048780487809,6566.31588924023,4899.0,4899.0,DART,TRAILING_DART,,6566.31588924023,6.213529883150482,78795.79067088276,93.12693791883031,93.31269379188304,0,3.0,23.517280114821837,58.41498695335244,관찰,1.2000000000000002,NEUTRAL,0.8,,비밸류평가,EPS없음,52.57731958762887,관찰후진입,신호는 있으나 추가 확인이 필요합니다.
128,128,2026-04-28,하림,136480,KQ,식품,3320.0,3255.0,3192.1666666666665,3083.75,3062.375,1,58.76449178951775,7.484953282031341,0.6500878005112952,0,0.911854103343468,3.750000000000009,364.7331201437699,,401.2064321581469,DART,TRAILING_DART,,364.7331201437699,9.10254598949316,4376.797441725239,31.83124824473611,60.69031135907847,0,3.0,55.545250052435975,58.11778070575723,관찰,1.2000000000000002,NEUTRAL,0.8,,비밸류평가,EPS없음,21.778350515463917,관찰후진입,신호는 있으나 추가 확인이 필요합니다.
129,129,2026-04-28,영원무역,111770,KS,"섬유,의류,신발,호화품",84100.0,82990.0,86451.66666666667,84313.33333333333,74555.5,1,50.67690951573943,279.3526765266906,1.1352044922530709,0,-1.5222482435597209,7.133757961783438,9619.42136579632,13371.0,13371.0,DART,TRAILING_DART,,9619.42136579632,8.742729609395585,115433.05638955583,37.256904149293504,64.21698769704078,0,3.0,51.72110818061466,57.969047938827714,관찰,1.2000000000000002,NEUTRAL,0.8,,비밸류평가,EPS없음,67.39690721649485,관찰후진입,신호는 있으나 추가 확인이 필요합니다.
130,130,2026-04-28,JB금융지주,175330,KS,은행,27300.0,29997.5,30296.666666666668,27332.5,25689.75,1,35.367342772396555,-384.4820980956837,0.740830911913757,0,-11.793214862681744,-8.080808080808078,3877.960697948784,3953.0,3953.0,DART|DAILY_DISC,TRAILING_DART,,3877.960697948784,7.039782536847296,46535.52837538541,70.45981089884765,85.79887708425096,0,3.0,29.580840761489302,57.68985892287013,관찰,1.2000000000000002,NEUTRAL,0.8,,비밸류평가,EPS없음,31.185567010309278,관찰후진입,신호는 있으나 추가 확인이 필요합니다.
131,131,2026-04-28,휴온스,243070,KQ,제약,26700.0,26210.0,26787.5,27296.25,28261.75,0,53.07343133345503,84.85997494760962,1.152735636683958,0,0.7547169811320753,5.3254437869822535,3526.296070883451,,3878.9256779717966,DART,TRAILING_DART,,3526.296070883451,7.571684130683555,42315.552850601416,58.48521666891917,78.01539083479747,0,3.0,37.23622279411757,57.62580681445752,관찰,1.2000000000000002,NEUTRAL,0.8,,비밸류평가,EPS없음,68.29896907216495,관찰후진입,신호는 있으나 추가 확인이 필요합니다.
132,132,2026-04-28,교보증권,030610,KS,증권,14040.0,12971.0,12972.833333333334,11312.916666666666,10452.65,1,62.193152022220325,136.14148527783493,1.067937893605566,0,2.706656912948069,22.086956521739133,1254.0110817232978,,1379.4121898956278,DART|DAILY_DISC,TRAILING_DART,,1254.0110817232978,11.19607330798531,15048.132980679573,7.180434335324604,44.667282317960996,0,3.0,70.54650208769547,57.606892202828234,관찰,1.2000000000000002,NEUTRAL,0.8,,비밸류평가,EPS없음,62.371134020618555,관찰후진입,신호는 있으나 추가 확인이 필요합니다.
133,133,2026-04-28,HD한국조선해양,009540,KS,조선,468500.0,411100.0,409416.6666666667,418625.0,405412.5,1,66.92819371312875,9639.457878890407,0.9366173452194958,0,9.590643274853791,36.191860465116285,41377.22670003678,47566.0,47566.0,DART|DAILY_DISC,TRAILING_DART,,41377.22670003678,11.322653482708729,496526.7204004413,5.982224205003495,43.88844573325227,0,3.0,70.72373640870596,57.306091070979114,관찰,1.2000000000000002,NEUTRAL,0.8,,비밸류평가,EPS없음,49.74226804123711,관찰후진입,신호는 있으나 추가 확인이 필요합니다.
134,134,2026-04-28,대신증권,003540,KS,증권,38900.0,37955.0,38293.333333333336,32957.5,30612.25,1,52.99157465729936,128.1646093346596,1.2554433050990723,0,-0.5115089514066473,10.354609929078018,3793.7302339306266,,4173.10325732369,DART|DAILY_DISC,TRAILING_DART,,3793.7302339306266,10.253760178328836,45524.76280716752,17.03023857883681,51.069655076243926,0,3.0,63.53184759817184,57.300751337207885,관찰,1.2000000000000002,NEUTRAL,0.8,,비밸류평가,EPS없음,73.19587628865979,관찰후진입,신호는 있으나 추가 확인이 필요합니다.
135,135,2026-04-28,휴메딕스,200670,KQ,제약,37500.0,34200.0,37514.16666666666,40547.91666666666,47460.25,0,61.89396061584468,537.7460484462085,1.271687829005642,1,7.449856733524363,11.77347242921014,4611.392699242115,,5072.531969166326,DART,TRAILING_DART,,4611.392699242115,8.132033519106526,55336.71239090538,47.56456637574766,70.91696814423598,0,3.0,43.67289069956742,57.2949294219017,관찰,1.2000000000000002,NEUTRAL,0.8,,비밸류평가,EPS없음,74.35567010309279,관찰후진입,신호는 있으나 추가 확인이 필요합니다.
136,136,2026-04-28,현대모비스,012330,KS,자동차부품,447000.0,415450.0,425375.0,392204.1666666667,356930.0,1,58.3455701876034,4021.744778995623,1.2607757263683024,0,0.0,18.253968253968257,40390.51770409755,47937.0,47937.0,DART|DAILY_DISC,TRAILING_DART,,40390.51770409755,11.066953963668867,484686.21244917053,8.43092001100012,45.480098007150076,0,3.0,68.85671815134577,57.168408079247925,관찰,1.2000000000000002,NEUTRAL,0.8,,비밸류평가,EPS없음,73.4536082474227,관찰후진입,신호는 있으나 추가 확인이 필요합니다.
137,137,2026-04-28,LX인터내셔널,001120,KS,무역회사와판매업체,55700.0,50955.0,46133.333333333336,39363.333333333336,35985.25,1,68.99680579312881,429.1063265243922,0.7332653043530685,1,11.17764471057885,23.093922651933703,4083.128182017544,7006.0,7006.0,DART|DAILY_DISC,TRAILING_DART,,4083.128182017544,13.64150169110725,48997.53818421053,-12.033145091183972,29.470998045214028,0,3.0,83.85551921014205,56.66325862767804,관찰,1.2000000000000002,NEUTRAL,0.8,,비밸류평가,EPS없음,30.15463917525773,관찰후진입,신호는 있으나 추가 확인이 필요합니다.
138,138,2026-04-28,롯데손해보험,000400,KS,손해보험,2195.0,2129.0,2066.233333333333,1913.6416666666669,1878.76,1,56.506707747374975,-0.0039790170935738,1.8129503998633376,1,2.810304449648715,9.749999999999991,165.4044231754762,,181.94486549302383,DART,TRAILING_DART,,165.4044231754762,13.270503641074594,1984.8530781057145,-9.573891658054013,31.62284479920274,0,3.0,81.20504849841723,56.41394664880998,관찰,1.2000000000000002,NEUTRAL,0.8,,비밸류평가,EPS없음,86.46907216494846,관찰후진입,신호는 있으나 추가 확인이 필요합니다.
139,139,2026-04-28,SOOP,067160,KQ,양방향미디어와서비스,60100.0,59520.0,64263.333333333336,66667.5,71901.5,0,46.73353499897067,329.4548676652444,0.7863515540700582,0,0.0,2.037351443123936,9025.3477408459,8439.0,8439.0,DART,TRAILING_DART,,9025.3477408459,6.659023200624858,108304.1728901508,80.2066104661411,92.02066104661411,0,3.0,20.55075883276514,56.285709939689625,관찰,1.2000000000000002,NEUTRAL,0.8,,비밸류평가,EPS없음,35.43814432989691,관찰후진입,신호는 있으나 추가 확인이 필요합니다.
140,140,2026-04-28,선익시스템,171090,KQ,디스플레이장비및부품,109700.0,95460.0,100528.33333333331,76191.25,62102.0,1,57.351594605279104,2787.99496029402,0.7454797397754725,0,-7.03389830508474,30.90692124105012,9554.342664768546,9313.0,9313.0,DART,TRAILING_DART,,9554.342664768546,11.481689933993746,114652.11197722255,4.51423151980177,42.934250487871154,0,3.0,69.25733778015955,56.09579413401535,관찰,1.2000000000000002,NEUTRAL,0.8,,비밸류평가,EPS없음,31.443298969072163,관찰후진입,신호는 있으나 추가 확인이 필요합니다.
141,141,2026-04-28,롯데렌탈,089860,KS,도로와철도운송,33700.0,32362.5,32375.83333333333,31772.916666666668,31264.75,1,61.364443538959314,195.6313348894417,0.8631333840568239,0,0.2976190476190465,10.130718954248374,3489.8676294957104,4267.0,4267.0,DART,TRAILING_DART,,3489.8676294957104,9.656526716134984,41878.41155394852,24.26828354287396,55.77438430286807,0,3.0,55.15758844989282,55.46598637638044,관찰,1.2000000000000002,NEUTRAL,0.8,,비밸류평가,EPS없음,41.75257731958763,관찰후진입,신호는 있으나 추가 확인이 필요합니다.
142,142,2026-04-28,SK가스,018670,KS,가스유틸리티,266500.0,249825.0,241491.66666666663,241004.16666666663,245697.5,1,63.5869376053838,1609.0873118157715,0.8765238366077118,0,9.221311475409832,-0.9293680297397744,25257.89698899586,27168.0,27168.0,DART,TRAILING_DART,,25257.89698899586,10.551155550127802,303094.7638679503,13.731618712176473,48.92555216291471,0,3.0,61.97139706938931,55.44847461615201,관찰,1.2000000000000002,NEUTRAL,0.8,,비밸류평가,EPS없음,43.427835051546396,관찰후진입,신호는 있으나 추가 확인이 필요합니다.
143,143,2026-04-28,넥스틸,092790,KS,철강,21600.0,15938.0,12967.833333333334,11603.75,12334.4,1,77.17973094999327,208.45784726757483,2.7812776784512794,1,31.868131868131865,99.07834101382488,1385.961203522806,,1524.5573238750867,DART,TRAILING_DART,,1385.961203522806,15.58485183069886,16631.534442273674,-23.0021553598441,19.873114060136416,0,3.0,91.01042659424321,55.441770327189815,관찰,1.2000000000000002,NEUTRAL,0.8,,비밸류평가,EPS없음,94.20103092783505,관찰후진입,신호는 있으나 추가 확인이 필요합니다.
144,144,2026-04-28,한국콜마,161890,KS,화장품,89900.0,82605.0,75595.0,70516.66666666667,76261.0,1,68.76880025405427,655.1176223856605,0.9985726745459428,0,4.171494785631524,18.28947368421052,7126.452052285193,6209.0,6209.0,DART|DAILY_DISC,TRAILING_DART,,7126.452052285193,12.614972968375248,85517.42462742231,-4.874944797083081,35.7344233025523,0,3.0,75.05125648910504,55.39283989582867,관찰,1.2000000000000002,NEUTRAL,0.8,,비밸류평가,EPS없음,56.829896907216494,관찰후진입,신호는 있으나 추가 확인이 필요합니다.
145,145,2026-04-28,한일홀딩스,003300,KS,건축자재,17590.0,17221.0,17118.0,16778.333333333332,17171.8,1,53.278478207892206,26.30491449772172,0.7210578566077287,0,-0.5090497737556543,4.952267303102631,2008.9107962135488,,2209.801875834904,DART,TRAILING_DART,,2008.9107962135488,8.755988585035295,24106.929554562586,37.0490594346935,64.08188863255077,0,3.0,46.39814061514792,55.24001462384935,관찰,1.2000000000000002,NEUTRAL,0.8,,비밸류평가,EPS없음,28.60824742268041,관찰후진입,신호는 있으나 추가 확인이 필요합니다.
146,146,2026-04-28,모베이스전자,012860,KQ,자동차부품,4070.0,3722.75,3884.3333333333335,2906.0333333333333,2307.305,1,58.478639497853074,44.17458670659313,4.876471386156432,1,5.167958656330751,24.27480916030533,283.9373374795075,,312.33107122745827,DART,TRAILING_DART,,283.9373374795075,14.33414864043283,3407.24804975409,-16.283831701373707,25.751647261298007,0,3.0,84.56211080174317,55.15687903152059,관찰,1.2000000000000002,NEUTRAL,0.8,,비밸류평가,EPS없음,97.9381443298969,관찰후진입,신호는 있으나 추가 확인이 필요합니다.
147,147,2026-04-28,한섬,020000,KS,"섬유,의류,신발,호화품",25800.0,24080.0,23060.33333333333,19334.166666666668,17872.45,1,60.12072189036019,159.93781619343224,0.7542828359321325,0,2.7888446215139417,10.967741935483865,2061.029523151322,3201.0,3201.0,DART,TRAILING_DART,,2061.029523151322,12.518015734462503,24732.354277815863,-4.138161713892008,36.379108500344486,0,3.0,73.89684096385471,55.1379747320996,관찰,1.2000000000000002,NEUTRAL,0.8,,비밸류평가,EPS없음,32.34536082474227,관찰후진입,신호는 있으나 추가 확인이 필요합니다.
148,148,2026-04-28,JW중외제약,001060,KS,제약,32500.0,30745.0,32176.666666666668,29377.5,26551.0,1,57.3369315981616,239.1153435496007,0.9768850668683694,1,5.0080775444264924,7.615894039735105,2641.560496703374,,2905.716546373712,DART,TRAILING_DART,,2641.560496703374,12.303333594123432,31698.72596044049,-2.4654585832600273,37.842723739647475,0,3.0,72.30064902164034,55.07168638064391,관찰,1.2000000000000002,NEUTRAL,0.8,,비밸류평가,EPS없음,54.51030927835051,관찰후진입,신호는 있으나 추가 확인이 필요합니다.
149,149,2026-04-28,키움증권,039490,KS,증권,445500.0,444625.0,441858.3333333333,370216.6666666667,315924.5,1,50.75536842661629,-896.3942198880968,1.017566437696729,0,-1.3289036544850474,8.526187576126665,42537.27849952937,55287.0,55287.0,DART|DAILY_DISC,TRAILING_DART,,42537.27849952937,10.473166495711029,510447.3419943524,14.578527944860253,49.476043164159165,0,3.0,59.91858227769881,54.69731272092899,관찰,1.2000000000000002,NEUTRAL,0.8,,비밸류평가,EPS없음,58.376288659793815,관찰후진입,신호는 있으나 추가 확인이 필요합니다.
150,150,2026-04-28,NH투자증권,005940,KS,증권,35050.0,33795.0,32418.33333333333,26924.416666666668,24230.05,1,56.14229453999141,18.54480466828068,0.8815098603690776,0,-2.5034770514603566,18.41216216216217,2894.6746174064,3532.0,3532.0,DART|DAILY_DISC,TRAILING_DART,,2894.6746174064,12.10844209889278,34736.095408876805,-0.8955908448593286,39.21635801074809,0,3.0,69.70184926697702,54.45910363886256,관찰,1.2000000000000002,NEUTRAL,0.8,,비밸류평가,EPS없음,44.072164948453604,관찰후진입,신호는 있으나 추가 확인이 필요합니다.
151,151,2026-04-28,롯데정밀화학,004000,KS,화학,64500.0,53255.0,50820.0,48271.66666666666,46555.75,1,79.96884350087328,1257.1619525238973,2.2357312594026144,1,19.88847583643123,32.03684749232343,4112.129535581395,5901.0,5901.0,DART|DAILY_DISC,TRAILING_DART,,4112.129535581395,15.685303549388465,49345.55442697674,-23.495264454299626,19.441643602487826,0,3.0,88.47125399878911,53.95644880063847,관찰,1.2000000000000002,NEUTRAL,0.8,,비밸류평가,EPS없음,90.85051546391753,관찰후진입,신호는 있으나 추가 확인이 필요합니다.
152,152,2026-04-28,티앤엘,340570,KQ,건강관리장비와용품,61000.0,57382.5,53687.5,50104.16666666666,51660.75,1,59.311080100855655,272.4895071083006,0.2828430927412753,0,-0.4893964110929905,22.12212212212212,4684.409821235236,,5152.8508033587605,DART,TRAILING_DART,,4684.409821235236,13.021917878208797,56212.91785482284,-7.847675647831409,33.13328380814752,0,3.0,74.52030313278891,53.82679347046822,관찰,1.2000000000000002,NEUTRAL,0.8,,비밸류평가,EPS없음,2.8350515463917527,관찰후진입,신호는 있으나 추가 확인이 필요합니다.
153,153,2026-04-28,동양생명,082640,KS,생명보험,8270.0,8619.0,8142.0,7366.25,7570.6,1,44.20060672701185,-44.0377247001379,2.31061170852543,0,-2.70588235294118,-4.393063583815026,771.5362650211639,,848.6898915232804,DART|DAILY_DISC,TRAILING_DART,,771.5362650211639,10.718873985493277,9258.435180253968,11.95205780234543,47.76883757152453,0,3.0,58.543665768366296,53.15625166994541,관찰,1.2000000000000002,NEUTRAL,0.8,,비밸류평가,EPS없음,91.88144329896907,관찰후진입,신호는 있으나 추가 확인이 필요합니다.
154,154,2026-04-28,월덱스,101160,KQ,반도체와반도체장비,34000.0,31077.5,29709.166666666668,26203.33333333333,25277.0,1,62.97272066129366,367.1920247590931,1.1233621168753858,0,4.776579352850541,15.44991511035654,2481.526472756666,,2729.679120032333,DART,TRAILING_DART,,2481.526472756666,13.701244122626766,29778.31767307999,-12.416712726235325,29.13537636454409,0,3.0,76.87401582985406,53.00469609719907,관찰,1.2000000000000002,NEUTRAL,0.8,,비밸류평가,EPS없음,65.97938144329896,관찰후진입,신호는 있으나 추가 확인이 필요합니다.
155,155,2026-04-28,경동나비엔,009450,KS,가정용기기와용품,72300.0,67615.0,64228.333333333336,61450.0,68053.5,1,61.37453249958701,546.3282694917291,1.0681225667629697,0,5.240174672489073,14.761904761904754,6157.003532393522,,6772.7038856328745,DART,TRAILING_DART,,6157.003532393522,11.74272511289165,73884.04238872226,2.1909299982327157,41.424104498851264,0,3.0,64.5731584606661,52.99863147975868,관찰,1.2000000000000002,NEUTRAL,0.8,,비밸류평가,EPS없음,62.5,관찰후진입,신호는 있으나 추가 확인이 필요합니다.
156,156,2026-04-28,세아제강,306200,KS,철강,183000.0,149350.0,136775.0,128212.5,132899.5,1,76.44179336130149,2356.607058465779,4.36394045710749,1,24.067796610169488,47.58064516129033,10576.864998413426,16782.0,16782.0,DART,TRAILING_DART,,10576.864998413426,17.301913187645937,126922.37998096112,-30.64350820712507,13.186930318765564,0,3.0,92.56469890781324,52.8758146132894,관찰,1.2000000000000002,NEUTRAL,0.8,,비밸류평가,EPS없음,97.42268041237114,관찰후진입,신호는 있으나 추가 확인이 필요합니다.
157,157,2026-04-28,한세실업,105630,KS,"섬유,의류,신발,호화품",11810.0,11464.0,12539.333333333334,12891.0,11900.75,0,50.83128396369687,92.57754178236732,0.6694160954352502,0,-0.5054759898904804,7.071622846781511,1431.3801308,1579.0,1579.0,DART,TRAILING_DART,,1431.3801308,8.250778214588864,17176.5615696,45.44082616088059,69.53653700457238,0,3.0,34.030578404712,51.78355770464219,관찰,1.2000000000000002,NEUTRAL,0.8,,비밸류평가,EPS없음,23.582474226804123,관찰후진입,신호는 있으나 추가 확인이 필요합니다.
158,158,2026-04-28,에스엔시스,0008Z0,KQ,조선,41800.0,35330.0,32476.666666666668,32412.08333333333,,0,65.84059241801779,1035.773800201302,1.2531559578643117,0,0.7228915662650603,48.75444839857652,,,2385.9,SCRAPE,FORWARD_AUTO,,2385.9,17.51959428307976,49690.121405453996,18.87588852979425,52.26932754436626,0,3.0,50.637451358264464,51.45338945131536,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,72.9381443298969,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
159,159,2026-04-28,한화투자증권,003530,KS,증권,7990.0,7314.0,7284.5,6126.583333333333,6023.75,1,60.84711089530808,77.1245830711938,2.1269328675268158,1,2.9639175257731853,23.875968992248065,475.46519650460135,,523.0117161550615,DART|DAILY_DISC,TRAILING_DART,,475.46519650460135,16.804594865699443,5705.582358055216,-28.590959223338974,14.982910679578398,0,3.0,87.8772522199126,51.4300814497455,관찰,1.2000000000000002,NEUTRAL,0.8,,비밸류평가,EPS없음,89.5618556701031,관찰후진입,신호는 있으나 추가 확인이 필요합니다.
