추천순위,결합순위,기준일,종목명,종목코드,시장,섹터그룹,종가,20일이평,60일이평,120일이평,200일이평,200일선상단여부,RSI14,MACD히스토그램,거래량비율20일,20일돌파,5일수익률(%),20일수익률(%),후행EPS(DART),컨센서스EPS(스크랩),자동선행EPS,원본EPS출처,EPS소스,수동선행EPS,모델EPS,현재PER,적정주가_기준,상승여력(%),밸류점수,적자여부,최대비중(%),기술점수,종합점수,결합액션,권장비중(%),마켓레짐,레짐비중배수,섹터PER상한,핵심요약,주의표시,volume_ratio_pct_rank,선정의견,판단코멘트
433,433,2026-04-28,태광,023160,KQ,기계,46950.0,43747.5,34435.0,29318.75,27356.65,1,67.00349408816612,-204.4276855140597,0.4286146460647699,0,5.743243243243246,34.14285714285714,2532.717922304976,2054.0,2054.0,DART,TRAILING_DART,,2532.717922304976,18.537397941762,30392.615067659714,-35.26599559603895,9.14225385346592,0,3.0,69.04280347470603,39.092528664085975,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,7.216494845360824,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
434,434,2026-04-28,HK이노엔,195940,KQ,제약,54500.0,50352.5,52035.833333333336,51326.66666666666,49088.25,1,61.95153431038327,557.9677848185453,1.8262105319395223,1,5.212355212355213,11.111111111111116,2672.0827350871205,3098.0,3098.0,DART|DAILY_DISC,TRAILING_DART,,2672.0827350871205,20.396075048261213,32064.992821045445,-41.16515078707258,5.0,0,3.0,73.18416628756331,39.09208314378166,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,86.5979381443299,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
435,435,2026-04-28,LIG아큐버,073490,KQ,통신장비,48450.0,46860.0,39894.16666666666,31781.666666666668,27366.6,1,53.72053691677523,76.34538763987484,0.5583746902845631,0,-12.38698010849909,27.33245729303548,-157.62488601163147,,-173.38737461279464,DART,TRAILING_DART,,-157.62488601163147,-307.37532140974724,-1891.4986321395777,-103.90402194456053,5.0,1,3.0,73.10192280535472,39.05096140267736,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,15.335051546391753,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
436,436,2026-04-28,메카로,241770,KQ,반도체와반도체장비,40600.0,38892.5,32227.5,27805.0,23051.2,1,61.46009171043048,-149.97236366361994,0.944373850296572,0,3.969270166453276,10.626702997275196,1237.5476691024112,,1361.3024360126524,DART,TRAILING_DART,,1237.5476691024112,32.80681707351688,14850.572029228933,-63.422236381209515,5.0,0,3.0,73.09918667635075,39.04959333817538,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,51.28865979381443,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
437,437,2026-04-28,에이팩트,200470,KQ,반도체와반도체장비,8790.0,7402.5,7754.333333333333,6961.291666666667,5549.575,1,59.36456577051632,286.4457040676115,1.0800042948678867,0,14.602346805736644,35.43913713405238,123.3683012546146,,135.70513138007607,DART,TRAILING_DART,,123.3683012546146,71.25006918802175,1480.419615055375,-83.15791109152019,5.0,0,3.0,73.08381634002069,39.041908170010345,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,62.88659793814433,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
438,438,2026-04-28,하나마이크론,067310,KQ,반도체와반도체장비,39800.0,34087.5,33920.833333333336,30018.33333333333,24725.75,1,63.13236312225984,824.7371978533856,0.6353854020729125,0,4.599211563731931,43.16546762589928,986.6739431374708,,1085.341337451218,DART,TRAILING_DART,,986.6739431374708,40.337540356485086,11840.08731764965,-70.25103689032751,5.0,0,3.0,72.98992365047506,38.99496182523753,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,20.618556701030926,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
439,439,2026-04-28,크래프톤,259960,KS,게임엔터테인먼트,283500.0,252750.0,246308.3333333333,248241.66666666663,277095.0,1,69.97756328065569,3617.926468945853,1.1338171861250776,1,11.1764705882353,11.1764705882353,15476.990995967164,21054.0,21054.0,DART,TRAILING_DART,,15476.990995967164,18.317514048685016,185723.89195160597,-34.48892700119719,9.82218887395246,0,3.0,68.10177825856334,38.9619835662579,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,67.0103092783505,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
440,440,2026-04-28,LIG디펜스앤에어로스페이스,079550,KS,우주항공과국방,933000.0,896450.0,697791.6666666666,571216.6666666666,552197.5,1,58.03512099714948,-2630.40553772953,0.4662828273829623,0,2.64026402640265,52.700490998363335,10794.524381636364,17024.0,17024.0,DART,TRAILING_DART,,10794.524381636364,86.43271042003656,129534.29257963636,-86.11636735480855,5.0,0,3.0,72.85973737077113,38.929868685385564,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,9.149484536082474,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
441,441,2026-04-28,샘씨엔에스,252990,KQ,반도체와반도체장비,13660.0,11276.5,10771.166666666666,8940.916666666666,7604.775,1,71.52153771241134,326.314446807511,0.562729481347528,0,3.1722054380664666,55.93607305936072,250.1409859120103,,275.15508450321136,DART,TRAILING_DART,,250.1409859120103,54.60920348656916,3001.6918309441235,-78.02568205751008,5.0,0,3.0,72.80769195460098,38.90384597730049,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,15.850515463917525,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
442,442,2026-04-28,아모텍,052710,KQ,핸드셋,22950.0,21010.0,14998.666666666666,12358.25,12064.9,1,58.10475638893739,-70.82146393801531,0.5927785682352193,0,-8.92857142857143,86.58536585365854,541.9121904598865,,596.1034095058751,DART,TRAILING_DART,,541.9121904598865,42.3500345702203,6502.9462855186375,-71.6647220674569,5.0,0,3.0,72.72822597670883,38.864112988354414,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,17.396907216494846,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
443,443,2026-04-28,STX엔진,077970,KS,조선,59100.0,41327.5,35871.666666666664,35441.666666666664,34695.25,1,82.80498536647451,2450.6300432019666,0.8939650765550012,0,17.029702970297024,92.8221859706362,1717.3484929023848,,1889.083342192624,DART,TRAILING_DART,,1717.3484929023848,34.41351609428948,20608.181914828616,-65.1299798395455,5.0,0,3.0,72.6882612682779,38.84413063413895,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,45.48969072164948,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
444,444,2026-04-28,유바이오로직스,206650,KQ,생물공학,13320.0,13425.0,13842.833333333334,12958.666666666666,13053.9,1,46.20977113141837,27.754761088285605,0.7473370646373867,0,0.150375939849634,-0.8190618019359608,1123.646185786046,,1236.0108043646508,DART,TRAILING_DART,,1123.646185786046,11.8542653092192,13483.754229432554,1.229386106851016,40.79910096945316,0,3.0,36.80932377839772,38.80421237392544,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,31.70103092783505,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
445,445,2026-04-28,솔브레인,357780,KQ,반도체와반도체장비,483500.0,424675.0,424616.6666666667,350983.3333333333,306886.5,1,65.70725393236324,7724.7741959329,0.7932310830596119,0,9.637188208616788,32.82967032967032,10797.519150959188,20725.0,20725.0,DART,TRAILING_DART,,10797.519150959188,44.77880457911007,129570.22981151025,-73.20160707104235,5.0,0,3.0,72.55994206820273,38.779971034101365,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,36.21134020618557,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
446,446,2026-04-28,삼화콘덴서,001820,KS,전기제품,64800.0,61530.0,51660.0,41254.583333333336,36537.25,1,58.67207675222958,-359.66716211384755,0.7869756713796334,0,-3.139013452914796,24.85549132947977,1212.931936026936,,1334.2251296296297,DART,TRAILING_DART,,1212.931936026936,53.42426732719895,14555.183232323232,-77.53829748098266,5.0,0,3.0,72.52388740206545,38.76194370103273,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,35.6958762886598,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
447,447,2026-04-28,SK텔레콤,017670,KS,무선통신서비스,96800.0,92305.0,82221.66666666667,68539.16666666667,63152.0,1,61.377780498200615,-70.9924251757493,0.596613869472676,0,-3.681592039800996,26.70157068062826,1746.281984482773,5734.0,5734.0,DART,TRAILING_DART,,1746.281984482773,55.43205556728626,20955.383813793276,-78.35187622542017,5.0,0,3.0,72.50029269324581,38.750146346622905,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,17.912371134020617,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
448,448,2026-04-28,신세계인터내셔날,031430,KS,"섬유,의류,신발,호화품",14750.0,13271.0,12669.0,11699.166666666666,11381.8,1,72.11033751278428,179.02423198043152,0.7866677555629303,0,1.6540317022742943,25.10602205258694,117.74988149545533,1074.0,1074.0,DART,TRAILING_DART,,117.74988149545533,125.26551884953948,1412.998577945464,-90.42034862409855,5.0,0,3.0,72.47777594013931,38.738887970069655,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,35.56701030927835,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
449,449,2026-04-28,빙그레,005180,KS,식품,75400.0,73785.0,76566.66666666667,75788.33333333333,76366.5,0,53.3728210802112,350.25513238165394,1.3696048767846447,0,-0.1324503311258329,6.950354609929077,5994.740426696167,,6594.214469365784,DART,TRAILING_DART,,5994.740426696167,12.577692215700257,71936.885120354,-4.592990556559684,35.98113326301028,0,3.0,41.4604901096069,38.72081168630859,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,77.70618556701031,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
450,450,2026-04-28,삼양엔씨켐,482630,KQ,반도체와반도체장비,20050.0,18157.0,18206.58333333333,14571.25,12467.325,1,59.01525810056922,251.8005795069652,0.776823201200478,0,2.243753187149422,31.045751633986928,680.7407903224922,,748.8148693547415,DART,TRAILING_DART,,680.7407903224922,29.453207865657014,8168.889483869907,-59.25740905800545,5.0,0,3.0,72.40428808615626,38.70214404307813,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,34.149484536082475,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
451,451,2026-04-28,슈어소프트테크,298830,KQ,소프트웨어,7740.0,7273.5,7555.833333333333,7201.416666666667,6302.4,1,56.16344532920473,75.67666730912308,2.7554227741897024,0,3.475935828876997,18.711656441717796,180.1835350446334,,198.2018885490968,DART,TRAILING_DART,,180.1835350446334,42.95620017712894,2162.202420535601,-72.06456821013435,5.0,0,3.0,72.35177379914613,38.675886899573065,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,94.0721649484536,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
452,452,2026-04-28,대한유화,006650,KS,화학,157800.0,150560.0,148593.33333333334,147108.33333333334,132738.5,1,57.5052839392575,607.7682226001498,0.7877605782468353,0,-0.6922592825676532,21.38461538461538,8599.392465846155,12419.0,12419.0,DART,TRAILING_DART,,8599.392465846155,18.35013352707504,103192.70959015386,-34.605380487861936,9.720292073120806,0,3.0,67.62586723917084,38.67307965614582,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,35.824742268041234,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
453,453,2026-04-28,큐라클,365270,KQ,제약,17550.0,15234.0,15394.833333333334,11051.5,8730.125,1,62.59808726899548,301.26656949157467,0.6676985904758224,0,12.427930813581046,24.028268551236746,-826.1434075365505,,-908.7577482902057,DART,TRAILING_DART,,-826.1434075365505,-21.24328517288755,-9913.720890438606,-156.4884381221573,5.0,1,3.0,72.2536180629918,38.6268090314959,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,23.324742268041238,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
454,454,2026-04-28,미래에셋벤처투자,100790,KQ,창업투자,60300.0,40442.5,28788.33333333333,20041.83333333333,14843.35,1,79.85018790053226,2377.562637793409,0.2463045151053055,0,27.34952481520592,125.42056074766354,582.2234962597578,,640.4458458857337,DART,TRAILING_DART,,582.2234962597578,103.5684756581814,6986.681955117094,-88.41346276099983,5.0,0,3.0,72.19636146409562,38.59818073204781,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,1.804123711340206,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
455,455,2026-04-28,아이티엠반도체,084850,KQ,전자장비와기기,17730.0,15998.5,12320.0,11365.083333333334,11913.75,1,62.41443984096573,-16.694739491874998,0.3288474589778734,0,-3.2733224222585955,64.01480111008327,-4124.637957461764,,-4537.10175320794,DART,TRAILING_DART,,-4124.637957461764,-4.298559093635156,-49495.65548954117,-379.1633135337911,5.0,1,3.0,72.04677047354721,38.523385236773606,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,4.252577319587629,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
456,456,2026-04-28,우진,105840,KS,기계,27800.0,25047.5,25375.0,21735.33333333333,18005.35,1,58.89375156773003,502.2381165692887,0.7005284195747721,0,5.502846299810238,24.384787472035782,547.0984810624195,,601.8083291686615,DART,TRAILING_DART,,547.0984810624195,50.8135207138845,6565.181772749034,-76.38423822752146,5.0,0,3.0,71.90780795998208,38.45390397999104,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,26.03092783505155,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
457,457,2026-04-28,전진건설로봇,079900,KS,기계,66500.0,64830.0,58957.5,53185.0,51717.25,1,56.53881820705288,-294.2131420166256,0.3072804875818139,0,-3.3430232558139483,26.185958254269455,2004.201589921429,,2204.621748913572,DART,TRAILING_DART,,2004.201589921429,33.18029500346171,24050.41907905715,-63.83395627209452,5.0,0,3.0,71.7084462497873,38.35422312489365,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,3.7371134020618557,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
458,458,2026-04-28,오로스테크놀로지,322310,KQ,반도체와반도체장비,34300.0,33275.0,30049.166666666668,27176.666666666668,25542.2,1,54.95628436580633,-160.8120000373358,0.7196533285169796,0,-2.1398002853067037,15.294117647058814,-685.5361083097689,,-754.0897191407458,DART,TRAILING_DART,,-685.5361083097689,-50.03383422730094,-8226.433299717228,-123.98377055311146,5.0,1,3.0,71.66735446167088,38.33367723083544,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,28.47938144329897,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
459,459,2026-04-28,GS리테일,007070,KS,백화점과일반상점,23250.0,22732.5,21609.666666666668,21376.25,19561.3,1,56.82334878348375,20.78418020957986,1.110003958144395,0,-0.4282655246252709,6.164383561643838,600.8920694534091,2294.0,2294.0,DART,TRAILING_DART,,600.8920694534091,38.69247271169505,7210.70483344091,-68.98621577014663,5.0,0,3.0,71.61238806756397,38.306194033781985,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,64.30412371134021,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
460,460,2026-04-28,제일기획,030000,KS,광고,19700.0,19516.0,20509.166666666668,21169.58333333333,20841.8,0,47.08634029827045,80.21380624817448,0.8917407540916126,0,-0.5552751135790013,3.848181338956236,1813.371840338105,1989.0,1989.0,DART|DAILY_DISC,TRAILING_DART,,1813.371840338105,10.863739891497882,21760.46208405726,10.459198396229752,46.798478957549335,0,3.0,29.742928137811198,38.27070354768027,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,45.103092783505154,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
461,461,2026-04-28,미원상사,002840,KS,화학,147200.0,137765.0,140388.33333333334,144463.33333333334,149495.0,0,65.22295679587035,1322.902727889446,1.565840160598991,1,4.471256210078067,9.198813056379818,9162.47011136842,,10078.717122505264,DART,TRAILING_DART,,9162.47011136842,16.06553671780716,109949.64133642105,-25.30595017906179,17.857293593320932,0,3.0,58.640774663586974,38.24903412845396,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,82.9896907216495,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
462,462,2026-04-28,현대건설,000720,KS,건설,167100.0,170620.0,149441.66666666666,112506.66666666669,92953.0,1,50.57792415302127,-1792.1507281418471,1.4072961678661662,0,-4.459691252144083,17.593244194229406,5020.557310167103,4318.0,4318.0,DART|DAILY_DISC,TRAILING_DART,,5020.557310167103,33.283157561334214,60246.68772200524,-63.94572847276766,5.0,0,3.0,71.47287089049075,38.23643544524538,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,78.6082474226804,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
463,463,2026-04-28,RF머트리얼즈,327260,KQ,우주항공과국방,89100.0,88620.0,63454.16666666666,42484.16666666666,29623.65,1,54.01562636359291,-1694.5907038793357,1.138943016116744,0,-16.96178937558248,43.94184168012925,1221.5327405626867,,1343.6860146189556,DART|DAILY_DISC,TRAILING_DART,,1221.5327405626867,72.94114765925715,14658.39288675224,-83.54838059848232,5.0,0,3.0,71.41355160565702,38.20677580282851,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,67.78350515463917,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
464,464,2026-04-28,한국기업평가,034950,KQ,상업서비스와공급품,104900.0,102280.0,102138.33333333331,100415.0,99624.0,1,63.639950356044295,338.9876311295137,0.6968542812808577,1,1.1571841851494735,5.42713567839197,6470.528156503867,,7117.580972154254,DART,TRAILING_DART,,6470.528156503867,16.211968708390444,77646.3378780464,-25.980612127696478,17.26696438826558,0,3.0,59.130518275465754,38.19874133186567,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,25.773195876288657,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
465,465,2026-04-28,와이씨,232140,KQ,반도체와반도체장비,22850.0,19744.0,20092.666666666668,17197.083333333332,15160.55,1,64.43181114515238,472.6944438393042,0.7111970498084256,0,10.922330097087386,35.93099345627601,353.2725159561145,,388.599767551726,DART,TRAILING_DART,,353.2725159561145,64.68094450585156,4239.270191473373,-81.44739522331128,5.0,0,3.0,71.33439140603308,38.16719570301654,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,27.31958762886598,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
466,466,2026-04-28,신성이엔지,011930,KS,반도체와반도체장비,3995.0,3651.25,2768.3166666666666,2204.4416666666666,1985.05,1,61.74697138672589,-16.727801613057693,0.0,0,2.4358974358974272,49.62546816479401,-39.80866134668366,,-43.789527481352025,DART,TRAILING_DART,,-39.80866134668366,-100.35504497899454,-477.70393616020385,-111.95754533567468,5.0,1,3.0,70.98692217981454,37.99346108990727,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,0.3221649484536082,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
467,467,2026-04-28,LG유플러스,032640,KS,무선통신서비스,16470.0,16625.0,16171.333333333334,15688.916666666666,15356.3,1,49.496157513397335,-93.45064243271317,0.7188470728011661,0,-5.399195864445716,6.052801030263999,1184.7194213141197,1712.0,1712.0,DART,TRAILING_DART,,1184.7194213141197,13.902025833028947,14216.633055769436,-13.681645077295467,28.02856055736647,0,3.0,47.938204505022135,37.9833825311943,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,28.221649484536083,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
468,468,2026-04-28,빛과전자,069540,KQ,통신장비,5230.0,4509.25,2503.483333333333,1702.575,1423.125,1,58.03423510230167,-40.44123428925991,0.2054035420351534,0,-15.0974025974026,66.56050955414013,-200.7228771653937,,-220.7951648819331,DART,TRAILING_DART,,-200.7228771653937,-26.05582419830765,-2408.6745259847244,-146.05496225592208,5.0,1,3.0,70.89475334683087,37.947376673415434,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,1.1597938144329898,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
469,469,2026-04-28,비츠로셀,082920,KQ,전기제품,53200.0,47977.5,32318.33333333333,24788.75,20747.875,1,63.26433419203083,-199.96358132362,0.6048380342500591,0,-7.958477508650519,49.43820224719102,1255.5231602914166,1673.0,1673.0,DART,TRAILING_DART,,1255.5231602914166,42.372774698677695,15066.277923497,-71.6799287152312,5.0,0,3.0,70.64185840999967,37.820929204999835,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,18.298969072164947,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
470,470,2026-04-28,삼현,437730,KQ,자동차부품,56300.0,50680.0,53056.66666666666,50442.083333333336,37585.05,1,58.43778687005543,1008.9271725372412,1.295080415846135,0,3.492647058823528,25.111111111111107,305.628149867191,,336.1909648539101,DART,TRAILING_DART,,305.628149867191,184.21078040247556,3667.5377984062916,-93.48572327103678,5.0,0,3.0,70.57415575813633,37.787077879068164,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,75.0,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
471,471,2026-04-28,KISCO홀딩스,001940,KS,철강,27650.0,26485.0,25292.5,25655.416666666668,25730.5,1,63.949078620355486,80.20406220068628,1.0236446402121735,1,2.2181146025878062,11.717171717171729,-1636.0787873914214,,-1799.6866661305637,DART,TRAILING_DART,,-1636.0787873914214,-16.900164107674428,-19632.945448697057,-171.00522766255716,5.0,1,3.0,70.55215786154903,37.77607893077452,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,58.634020618556704,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
472,472,2026-04-28,국일제지,078130,KQ,종이와목재,436.0,362.65,337.31666666666666,346.775,433.37695861816405,1,63.031772806983,11.194370054728813,2.7296494102587,0,20.441988950276247,36.677115987460816,-1.6469018077341553,,-1.8115919885075709,DART,TRAILING_DART,,-1.6469018077341553,-264.73952360272085,-19.762821692809865,-104.5327572689931,5.0,1,3.0,70.45837493664844,37.72918746832422,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,93.94329896907216,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
473,473,2026-04-28,NHN KCP,060250,KQ,IT서비스,20350.0,18301.0,19685.666666666668,17771.166666666668,16819.85,1,58.93693374396088,307.0658943507036,0.6566635193036329,0,-1.2135922330097082,29.78316326530612,1139.871283532016,1343.0,1343.0,DART,TRAILING_DART,,1139.871283532016,17.8528929485295,13678.455402384192,-32.78400293668702,11.31399743039886,0,3.0,64.08272744063252,37.69836243551569,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,22.422680412371136,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
474,474,2026-04-28,파라다이스,034230,KS,"호텔,레스토랑,레저",16090.0,15488.0,17469.833333333332,17185.666666666668,18239.2,0,50.80145500638552,177.6488436959581,0.985790854262124,0,4.820846905537457,-0.0621118012422372,1563.0187047669172,1033.0,1033.0,DART,TRAILING_DART,,1563.0187047669172,10.294182629375122,18756.224457203007,16.57069271101932,50.77095026216256,0,3.0,24.5254612962291,37.64820577919583,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,55.154639175257735,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
475,475,2026-04-28,NHN,181710,KS,IT서비스,41200.0,39375.0,37575.833333333336,34335.416666666664,31656.5,1,55.54498988445299,102.87710623850036,0.3829779271288003,0,-0.4830917874396156,9.57446808510638,1584.8642941368155,3160.0,3160.0,DART|DAILY_DISC,TRAILING_DART,,1584.8642941368155,25.995916591987623,19018.371529641787,-53.8389040542675,5.0,0,3.0,70.22207723580419,37.611038617902096,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,5.283505154639175,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
476,476,2026-04-28,우리기술,032820,KQ,우주항공과국방,22250.0,21995.0,19139.5,11822.75,8691.75,1,51.23405670463009,-87.22650510702692,0.4827470489712162,0,-1.330376940133038,9.068627450980385,-23.99035962686787,,-26.38939558955466,DART,TRAILING_DART,,-23.99035962686787,-927.4558758627876,-287.88431552241445,-101.29386209223557,5.0,1,3.0,70.01547473448072,37.50773736724036,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,9.922680412371134,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
477,477,2026-04-28,오킨스전자,080580,KQ,반도체와반도체장비,21950.0,21334.0,18421.83333333333,14107.583333333334,11547.4,1,53.97563388468624,-143.80539710912217,0.4680534613271025,0,-2.660753880266076,15.709014232999465,378.52465038926834,,416.3771154281952,DART,TRAILING_DART,,378.52465038926834,57.98829739998965,4542.29580467122,-79.30616945480082,5.0,0,3.0,69.94212689564995,37.471063447824974,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,9.278350515463918,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
478,478,2026-04-28,헬릭스미스,084990,KQ,생물공학,8910.0,8686.0,7147.166666666667,6597.125,5944.1,1,58.25787280062599,-91.51602755809796,0.4814016438871555,0,7.091346153846145,7.091346153846145,-9.982485224318236,,-10.98073374675006,DART,TRAILING_DART,,-9.982485224318236,-892.5633046061952,-119.78982269181883,-101.34444245445364,5.0,1,3.0,69.907902571205,37.4539512856025,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,9.664948453608249,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
479,479,2026-04-28,HLB이노베이션,024850,KQ,반도체와반도체장비,23100.0,21445.0,16210.833333333334,12723.125,11169.0,1,58.377993602859625,-243.3713091834129,0.0,0,-4.446742502585311,58.21917808219179,-213.83190144529908,,-235.215091589829,DART,TRAILING_DART,,-213.83190144529908,-108.02878262722308,-2565.982817343589,-111.10815072443113,5.0,1,3.0,69.86500228469299,37.432501142346496,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,0.3221649484536082,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
480,480,2026-04-28,제이에스링크,127120,KQ,생명과학도구및서비스,42300.0,42885.0,37396.66666666666,28217.08333333333,24055.05,1,51.48617492031238,-443.54340774344246,1.0028984240331529,0,3.296703296703307,11.462450592885377,-476.6943354093664,,-524.3637689503031,DART,TRAILING_DART,,-476.6943354093664,-88.73610793733141,-5720.332024912396,-113.52324355771253,5.0,1,3.0,69.7941519213387,37.39707596066935,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,57.087628865979376,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
481,481,2026-04-28,RFHIC,218410,KQ,통신장비,87800.0,92975.0,74301.66666666667,53637.083333333336,43455.25,1,48.58571114944517,-1243.6803495471213,1.174172847227415,0,-11.758793969849249,17.066666666666674,1337.1457800084825,1657.0,1657.0,DART|DAILY_DISC,TRAILING_DART,,1337.1457800084825,65.66224963103352,16045.749360101789,-81.72465904316425,5.0,0,3.0,69.6597163357732,37.3298581678866,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,69.3298969072165,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
