기준일,추천순위,종목명,종목코드,시장,선정의견,선정핵심근거,선택신호,선택신호_신뢰도,선택신호_5일승률(%),선택신호_기대값5일(%),선택신호_발생건수,거래량비율20일,거래량신호점수,거래량백분위(시장내%),거래량판정,과거거래량신호_5일승률(%),과거거래량신호_기대값5일(%),20일돌파,200일선상단여부,RSI14,종합점수,최종판단점수,초보자설명,판단코멘트
2026-05-06,1,KCC,002380,KS,우선검토,"신호:돌파+거래량_1.5배 (과거5일 승률 45.9%, 기대값 3.32%) | 거래량:3.70배(매우강함, 시장내 상위 95%) | 추세:200일선 상단 / 돌파:있음",돌파+거래량_1.5배,높음,45.91651542649728,3.3165141826105557,551.0,3.6966047466408414,100.0,94.85199485199485,매우강함,45.91651542649728,3.3165141826105557,1,1,66.76226518117358,95.03911645984167,67.8539871949334,성과는 플러스 구간이지만 변동성이 있습니다. 비중을 낮춰 접근이 좋습니다.,신호:돌파+거래량_1.5배
2026-05-06,2,한화,000880,KS,우선검토,"신호:돌파+거래량_1.5배 (과거5일 승률 45.9%, 기대값 3.32%) | 거래량:2.06배(강함, 시장내 상위 83%) | 추세:200일선 상단 / 돌파:있음",돌파+거래량_1.5배,높음,45.91651542649728,3.3165141826105557,551.0,2.058115696179795,74.006805657635,83.3976833976834,강함,45.91651542649728,3.3165141826105557,1,1,66.83027913880682,93.49725396073254,66.774683445557,성과는 플러스 구간이지만 변동성이 있습니다. 비중을 낮춰 접근이 좋습니다.,신호:돌파+거래량_1.5배
2026-05-06,3,한화생명,088350,KS,우선검토,"신호:돌파+거래량_1.5배 (과거5일 승률 45.9%, 기대값 3.32%) | 거래량:3.34배(매우강함, 시장내 상위 94%) | 추세:200일선 상단 / 돌파:있음",돌파+거래량_1.5배,높음,45.91651542649728,3.3165141826105557,551.0,3.3402481844118275,100.0,93.69369369369369,매우강함,45.91651542649728,3.3165141826105557,1,1,60.97553263377618,92.57732229059195,66.13073127645859,성과는 플러스 구간이지만 변동성이 있습니다. 비중을 낮춰 접근이 좋습니다.,신호:돌파+거래량_1.5배
2026-05-06,4,삼지전자,037460,KQ,우선검토,"신호:돌파+거래량_1.5배 (과거5일 승률 45.9%, 기대값 3.32%) | 거래량:2.07배(강함, 시장내 상위 84%) | 추세:200일선 상단 / 돌파:있음",돌파+거래량_1.5배,높음,45.91651542649728,3.3165141826105557,551.0,2.0705835328072064,74.74020781218861,83.91248391248392,강함,45.91651542649728,3.3165141826105557,1,1,73.4223659019541,92.26895739691821,65.91487585088697,성과는 플러스 구간이지만 변동성이 있습니다. 비중을 낮춰 접근이 좋습니다.,신호:돌파+거래량_1.5배
2026-05-06,6,인화정공,101930,KQ,우선검토,"신호:거래량급증_2.5배 (과거5일 승률 49.3%, 기대값 2.33%) | 거래량:6.09배(매우강함, 시장내 상위 98%) | 추세:200일선 상단 / 돌파:없음",거래량급증_2.5배,높음,49.331550802139034,2.3312518382986673,7480.0,6.091531208280627,100.0,97.8120978120978,매우강함,49.331550802139034,2.3312518382986673,0,1,73.2510113975863,90.90334807214865,64.56484438582352,성과는 플러스 구간이지만 변동성이 있습니다. 비중을 낮춰 접근이 좋습니다.,신호:거래량급증_2.5배
2026-05-06,7,서희건설,035890,KQ,우선검토,"신호:거래량급증_2.5배 (과거5일 승률 49.3%, 기대값 2.33%) | 거래량:5.53배(매우강함, 시장내 상위 97%) | 추세:200일선 상단 / 돌파:없음",거래량급증_2.5배,높음,49.331550802139034,2.3312518382986673,7480.0,5.533410062231642,100.0,97.16859716859717,매우강함,49.331550802139034,2.3312518382986673,0,1,70.37708455138781,90.68551007577362,64.41235778836099,성과는 플러스 구간이지만 변동성이 있습니다. 비중을 낮춰 접근이 좋습니다.,신호:거래량급증_2.5배
2026-05-06,9,다우기술,023590,KS,우선검토,"신호:돌파+거래량_1.5배 (과거5일 승률 45.9%, 기대값 3.32%) | 거래량:3.67배(매우강함, 시장내 상위 95%) | 추세:200일선 상단 / 돌파:있음",돌파+거래량_1.5배,높음,45.91651542649728,3.3165141826105557,551.0,3.6683393089119116,100.0,94.72329472329473,매우강함,45.91651542649728,3.3165141826105557,1,1,58.07392624139862,89.80183490867782,64.1878901091187,성과는 플러스 구간이지만 변동성이 있습니다. 비중을 낮춰 접근이 좋습니다.,신호:돌파+거래량_1.5배
2026-05-06,10,한화손해보험,000370,KS,우선검토,"신호:돌파+거래량_1.5배 (과거5일 승률 45.9%, 기대값 3.32%) | 거래량:3.31배(매우강함, 시장내 상위 93%) | 추세:200일선 상단 / 돌파:있음",돌파+거래량_1.5배,높음,45.91651542649728,3.3165141826105557,551.0,3.3149783601193663,100.0,93.43629343629344,매우강함,45.91651542649728,3.3165141826105557,1,1,59.56820727422771,89.70205034644849,64.11804091555815,성과는 플러스 구간이지만 변동성이 있습니다. 비중을 낮춰 접근이 좋습니다.,신호:돌파+거래량_1.5배
2026-05-06,13,미래에셋증권2우B,00680K,KS,우선검토,"신호:돌파+거래량_1.5배 (과거5일 승률 45.9%, 기대값 3.32%) | 거래량:5.78배(매우강함, 시장내 상위 97%) | 추세:200일선 상단 / 돌파:있음",돌파+거래량_1.5배,높음,45.91651542649728,3.3165141826105557,551.0,5.775219114278371,100.0,97.42599742599742,매우강함,45.91651542649728,3.3165141826105557,1,1,67.20790503096566,88.72778416841597,63.43605459093539,성과는 플러스 구간이지만 변동성이 있습니다. 비중을 낮춰 접근이 좋습니다.,신호:돌파+거래량_1.5배
2026-05-06,8,솔브레인홀딩스,036830,KQ,관찰후진입,"신호:해당없음 (과거5일 승률 통계부족, 기대값 통계부족) | 거래량:1.02배(보통, 시장내 상위 34%) | 추세:200일선 상단 / 돌파:없음",해당없음,통계없음,,,,1.0213049300939236,13.017937064348448,34.49163449163449,보통,,,0,1,61.74790955098424,90.43942762178193,63.307599335247346,현재 강한 매수신호는 없습니다. 추세와 거래량이 함께 확인될 때까지 관찰이 유리합니다.,신호부재
