기준일,추천순위,결합순위,종목명,종목코드,시장,섹터그룹,종가,20일이평,60일이평,120일이평,200일이평,200일선상단여부,RSI14,MACD히스토그램,거래량비율20일,20일돌파,5일수익률(%),20일수익률(%),상대강도20일,후행EPS(DART),컨센서스EPS(스크랩),자동선행EPS,원본EPS출처,EPS소스,수동선행EPS,모델EPS,현재PER,적정주가_기준,상승여력(%),밸류점수,적자여부,최대비중(%),기술점수,종합점수,결합액션,권장비중(%),마켓레짐,레짐비중배수,섹터PER상한,핵심요약,주의표시,volume_ratio_pct_rank
2026-05-05,1,1,인화정공,101930,KQ,기타,15140.0,10427.5,9354.666666666666,9781.666666666666,9479.7,1,81.40944363570745,438.0737640097851,10.95529484803772,1,56.404958677685954,52.929292929292934,52.929292929292934,2769.102616062893,,3046.0128776691827,DART,TRAILING_DART,,2769.102616062893,5.467475243487377,33229.231392754715,119.47973178834026,95.94797317883402,0,3.0,91.63948441581877,93.7937287973264,최종매수후보,3.0,BULL,1.0,13.283513969726577,상승여력 119% | 200일↑ | 20일돌파 | 거래량x11.0 | MACD+,,99.48453608247422
2026-05-05,2,2,KG케미칼,001390,KS,기타,6550.0,5876.5,5594.25,5476.458333333333,5219.85,1,62.87337634550217,96.77831946490295,2.5035824009216876,0,9.166666666666657,27.184466019417485,27.184466019417485,3628.948809580648,,3991.843690538713,DART,TRAILING_DART,,3628.948809580648,1.804930392709756,43547.38571496777,564.8455834346224,100.0,0,3.0,86.05917702332044,93.02958851166022,진입대기,3.0,BULL,1.0,13.283513969726577,상승여력 565% | 200일↑ | 거래량x2.5 | RSI우호 | MACD+,,92.91237113402062
2026-05-05,3,3,솔브레인홀딩스,036830,KQ,기타,71900.0,60750.0,54967.5,47898.333333333336,45983.75,1,62.78383150773145,1643.2567848920999,1.629981243742394,0,13.94611727416799,50.418410041841,50.418410041841,24168.868325570533,,26585.755158127587,DART,TRAILING_DART,,24168.868325570533,2.974901390973701,290026.41990684636,303.37471475222026,100.0,0,3.0,83.71244266167243,91.8562213308362,진입대기,3.0,BULL,1.0,13.283513969726577,상승여력 303% | 200일↑ | 거래량x1.6 | RSI우호 | MACD+,,82.4742268041237
2026-05-05,4,4,한화,000880,KS,기타,139900.0,127685.0,123386.66666666667,108028.33333333333,100362.0,1,66.25125093072188,890.4457038791666,1.4186470417403207,1,6.712433257055683,23.043095866314857,23.043095866314857,26569.28508732171,10406.0,10406.0,DART,TRAILING_DART,,26569.28508732171,5.265478523046797,318831.4210478605,127.8995146875343,96.78995146875343,0,3.0,84.68176292672105,90.73585719773723,최종매수후보,3.0,BULL,1.0,13.283513969726577,상승여력 128% | 200일↑ | 20일돌파 | RSI우호 | MACD+,,76.03092783505154
2026-05-05,5,5,KG에코솔루션,151860,KQ,기타,7270.0,6762.5,6508.666666666667,6123.25,6107.7,1,65.13528230849309,58.090499152759776,1.5103990902344837,0,3.2670454545454586,18.019480519480524,18.019480519480524,3859.0686867815607,,4244.975555459717,DART,TRAILING_DART,,3859.0686867815607,1.8838742168290181,46308.82424137873,536.9852027699962,100.0,0,3.0,76.3043743900255,88.15218719501274,진입대기,3.0,BULL,1.0,13.283513969726577,상승여력 537% | 200일↑ | 거래량x1.5 | RSI우호 | MACD+,,78.47938144329896
2026-05-05,6,6,DB증권,016610,KS,기타,14510.0,13561.0,13863.666666666666,12423.416666666666,11198.65,1,59.57004321229525,85.3373234379055,3.632391093489718,1,4.088952654232414,19.719471947194723,19.719471947194723,2248.926010667244,,2473.8186117339687,DART|DAILY_DISC,TRAILING_DART,,2248.926010667244,6.451968597977557,26987.112128006927,85.98974588564387,92.59897458856439,0,3.0,83.51495529612377,88.05696494234408,최종매수후보,3.0,BULL,1.0,13.283513969726577,상승여력 86% | 200일↑ | 20일돌파 | 거래량x3.6 | RSI우호 | MACD+,EPS스크랩,96.1340206185567
2026-05-05,7,7,KG스틸,016380,KS,기타,6990.0,5971.5,5794.166666666667,5583.416666666667,5631.975,1,77.82084300590111,137.83492395227245,2.2865304124850248,0,13.474025974025983,33.90804597701149,33.90804597701149,1355.2919371863486,,1490.8211309049836,DART,TRAILING_DART,,1355.2919371863486,5.157560381058252,16263.503246236183,132.66814372297827,97.26681437229783,0,3.0,78.26942435531632,87.76811936380707,진입대기,3.0,BULL,1.0,13.283513969726577,상승여력 133% | 200일↑ | 거래량x2.3 | MACD+,,91.23711340206185
2026-05-05,8,8,HDC,012630,KS,기타,28100.0,27362.5,25485.666666666668,21529.166666666668,21128.95,1,58.034533616046964,0.027375441227604824,0.9945480947474015,0,1.9963702359346636,5.44090056285178,5.44090056285178,6971.399814595231,,7668.539796054754,DART|DAILY_DISC,TRAILING_DART,,6971.399814595231,4.0307543316006935,83656.79777514277,197.71102411082836,100.0,0,3.0,74.42284163091894,87.21142081545946,진입대기,3.0,BULL,1.0,13.283513969726577,상승여력 198% | 200일↑ | RSI우호 | MACD+,EPS스크랩,51.80412371134021
2026-05-05,9,9,제이에스코퍼레이션,194370,KS,기타,14760.0,13309.0,12791.5,12328.75,11749.05,1,66.1618355851711,175.94310278390935,0.743903898867522,0,4.680851063829783,32.97297297297297,32.97297297297297,2955.336888945347,,3250.8705778398817,DART|DAILY_DISC,TRAILING_DART,,2955.336888945347,4.994354469438275,35464.04266734416,140.27129178417454,98.02712917841745,0,3.0,73.78602151176608,85.90657534509177,진입대기,3.0,BULL,1.0,13.283513969726577,상승여력 140% | 200일↑ | RSI우호 | MACD+,EPS스크랩,30.412371134020617
2026-05-05,10,10,일진홀딩스,015860,KS,기타,13410.0,8737.0,8080.333333333333,7676.833333333333,6968.6,1,84.40558876661066,417.57261080673254,13.153962860183476,1,39.97912317327766,98.66666666666666,98.66666666666666,1815.7691979751023,,1997.3461177726128,DART,TRAILING_DART,,1815.7691979751023,7.385299858018561,21789.230375701227,62.484939416116525,80.61521062047575,0,3.0,90.56943258335333,85.59232160191453,최종매수후보,3.0,BULL,1.0,13.283513969726577,상승여력 62% | 200일↑ | 20일돌파 | 거래량x13.2 | MACD+,,99.74226804123711
